Fold,Epoch,Train_Loss,Val_Loss
1,1,0.7329713106155396,0.7298197746276855
1,2,0.7301802039146423,0.726921558380127
1,3,0.7268713116645813,0.724031925201416
1,4,0.7241326570510864,0.7211471796035767
1,5,0.721664309501648,0.7182663679122925
1,6,0.7180917263031006,0.7153831720352173
1,7,0.7157022953033447,0.7124952673912048
1,8,0.7129520177841187,0.7095996141433716
1,9,0.7100503444671631,0.7066904902458191
1,10,0.7071358561515808,0.7037653923034668
1,11,0.7039629220962524,0.7008196711540222
1,12,0.7011992931365967,0.6978490352630615
1,13,0.698221743106842,0.6948477029800415
1,14,0.6955995559692383,0.6918111443519592
1,15,0.6918705701828003,0.6887331604957581
1,16,0.6888561248779297,0.6856071352958679
1,17,0.6857778429985046,0.6824280619621277
1,18,0.6829718947410583,0.6791905760765076
1,19,0.6794781684875488,0.6758878827095032
1,20,0.6765710115432739,0.672514021396637
1,21,0.6725738048553467,0.6690607070922852
1,22,0.670515239238739,0.6655232310295105
1,23,0.6656082272529602,0.6618900895118713
1,24,0.6629359722137451,0.6581547856330872
1,25,0.6578195691108704,0.6543042659759521
1,26,0.6540464758872986,0.6503288149833679
1,27,0.6496487855911255,0.6462169885635376
1,28,0.6474489569664001,0.6419605016708374
1,29,0.6413702964782715,0.6375417113304138
1,30,0.636650562286377,0.6329478621482849
1,31,0.6331121325492859,0.6281657814979553
1,32,0.6282649040222168,0.6231785416603088
1,33,0.6228334903717041,0.6179680824279785
1,34,0.6184102892875671,0.6125172972679138
1,35,0.6116051077842712,0.6068031191825867
1,36,0.6056593656539917,0.6008037328720093
1,37,0.5992655158042908,0.5944949388504028
1,38,0.5938335657119751,0.5878538489341736
1,39,0.5874341130256653,0.5808555483818054
1,40,0.5807856321334839,0.5734752416610718
1,41,0.5728694796562195,0.5656870007514954
1,42,0.5628321766853333,0.557464063167572
1,43,0.5548165440559387,0.548792839050293
1,44,0.5493990778923035,0.5396724343299866
1,45,0.5373800992965698,0.5300986766815186
1,46,0.5271616578102112,0.5200874209403992
1,47,0.5189225077629089,0.5096773505210876
1,48,0.5069190263748169,0.4989214241504669
1,49,0.49740082025527954,0.48790442943573
1,50,0.48539620637893677,0.47672149538993835
1,51,0.4748491048812866,0.46548137068748474
1,52,0.46363019943237305,0.4542907774448395
1,53,0.45254307985305786,0.4432348608970642
1,54,0.43938031792640686,0.43239980936050415
1,55,0.43167179822921753,0.42186781764030457
1,56,0.42183542251586914,0.41169655323028564
1,57,0.40800753235816956,0.40191900730133057
1,58,0.39838242530822754,0.3925785720348358
1,59,0.3938749432563782,0.383709192276001
1,60,0.384663850069046,0.37532103061676025
1,61,0.3772451877593994,0.3674212694168091
1,62,0.3662029206752777,0.3600068986415863
1,63,0.36146795749664307,0.35308367013931274
1,64,0.3544537127017975,0.34664446115493774
1,65,0.3440691828727722,0.3406739830970764
1,66,0.34233158826828003,0.33517152070999146
1,67,0.335323303937912,0.33011186122894287
1,68,0.33007341623306274,0.3254788815975189
1,69,0.32377204298973083,0.3212525546550751
1,70,0.32202020287513733,0.3174199163913727
1,71,0.31213998794555664,0.3139468729496002
1,72,0.31326159834861755,0.3108246624469757
1,73,0.3107334077358246,0.30802682042121887
1,74,0.30805855989456177,0.3055337965488434
1,75,0.30511942505836487,0.30332279205322266
1,76,0.30025458335876465,0.30136701464653015
1,77,0.2999836206436157,0.2996477782726288
1,78,0.298337459564209,0.2981429994106293
1,79,0.3028094172477722,0.2968371510505676
1,80,0.29289358854293823,0.2957010865211487
1,81,0.29391607642173767,0.2947160005569458
1,82,0.2935246229171753,0.2938634157180786
1,83,0.2948986291885376,0.2931271195411682
1,84,0.29559868574142456,0.29249176383018494
1,85,0.2908046245574951,0.29194176197052
1,86,0.2896287441253662,0.29146450757980347
1,87,0.2928529381752014,0.29104867577552795
1,88,0.29487764835357666,0.29068195819854736
1,89,0.28556984663009644,0.290355384349823
1,90,0.287443071603775,0.2900601923465729
1,91,0.28734439611434937,0.28979024291038513
1,92,0.28873419761657715,0.28953903913497925
1,93,0.286388099193573,0.28930169343948364
1,94,0.2875869572162628,0.2890758812427521
1,95,0.29046911001205444,0.28885695338249207
1,96,0.2894936203956604,0.28864210844039917
1,97,0.2894224524497986,0.2884311378002167
1,98,0.28029870986938477,0.28822341561317444
1,99,0.28769657015800476,0.2880147099494934
1,100,0.2876208424568176,0.28780466318130493
1,101,0.28773894906044006,0.2875945568084717
1,102,0.2854440212249756,0.287383109331131
1,103,0.28086522221565247,0.28717315196990967
1,104,0.28427937626838684,0.2869649827480316
1,105,0.28939175605773926,0.28675466775894165
1,106,0.28692224621772766,0.2865438759326935
1,107,0.28594455122947693,0.28633344173431396
1,108,0.28630706667900085,0.28612178564071655
1,109,0.28248968720436096,0.28591006994247437
1,110,0.28569185733795166,0.285698801279068
1,111,0.28734540939331055,0.28548941016197205
1,112,0.28527018427848816,0.2852812707424164
1,113,0.28603917360305786,0.28507477045059204
1,114,0.2804325819015503,0.2848740518093109
1,115,0.27947545051574707,0.2846776247024536
1,116,0.28497231006622314,0.2844838798046112
1,117,0.2838934361934662,0.28429290652275085
1,118,0.28120091557502747,0.284105122089386
1,119,0.28362852334976196,0.28392115235328674
1,120,0.27994322776794434,0.28374165296554565
1,121,0.28063255548477173,0.28356727957725525
1,122,0.2812414765357971,0.28339600563049316
1,123,0.28103893995285034,0.2832292318344116
1,124,0.28427422046661377,0.28306418657302856
1,125,0.28675565123558044,0.28290069103240967
1,126,0.2785938084125519,0.2827416956424713
1,127,0.28517574071884155,0.28258487582206726
1,128,0.28315281867980957,0.2824311852455139
1,129,0.28216424584388733,0.2822803556919098
1,130,0.2837260663509369,0.2821322977542877
1,131,0.28008410334587097,0.28198689222335815
1,132,0.28262683749198914,0.2818446457386017
1,133,0.2801501452922821,0.2817070186138153
1,134,0.27979010343551636,0.2815724015235901
1,135,0.27842748165130615,0.28144150972366333
1,136,0.28475701808929443,0.28131094574928284
1,137,0.2823371887207031,0.28118249773979187
1,138,0.27812957763671875,0.2810570001602173
1,139,0.2806493937969208,0.28093424439430237
1,140,0.27724191546440125,0.28081372380256653
1,141,0.2828467786312103,0.2806948721408844
1,142,0.28266820311546326,0.28057733178138733
1,143,0.2781426012516022,0.28046151995658875
1,144,0.27996626496315,0.28034707903862
1,145,0.27915748953819275,0.2802337110042572
1,146,0.2799988090991974,0.28012147545814514
1,147,0.275995135307312,0.28001078963279724
1,148,0.2813152074813843,0.27990180253982544
1,149,0.28310859203338623,0.2797931134700775
1,150,0.27959489822387695,0.27968543767929077
1,151,0.2791820764541626,0.27957817912101746
1,152,0.27993664145469666,0.27947255969047546
1,153,0.2831791341304779,0.2793674170970917
1,154,0.281920850276947,0.2792639136314392
1,155,0.2813240885734558,0.27916190028190613
1,156,0.2751689851284027,0.2790626585483551
1,157,0.28024452924728394,0.2789645195007324
1,158,0.27684032917022705,0.27886703610420227
1,159,0.28122591972351074,0.27877095341682434
1,160,0.28121381998062134,0.27867427468299866
1,161,0.28009384870529175,0.2785782814025879
1,162,0.2808305323123932,0.27848291397094727
1,163,0.2819041907787323,0.27838853001594543
1,164,0.27692803740501404,0.27829575538635254
1,165,0.28104254603385925,0.2782033681869507
1,166,0.2779703438282013,0.2781115174293518
1,167,0.27298057079315186,0.27802136540412903
1,168,0.27760908007621765,0.2779325246810913
1,169,0.27566373348236084,0.2778454124927521
