Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.25,"0.633 (0.608, 0.608)","0.977 (0.976, 0.976)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.26,"0.633 (0.608, 0.608)","0.977 (0.976, 0.976)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.27,"0.633 (0.608, 0.608)","0.977 (0.976, 0.976)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.28,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.29,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.3,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.31,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.167 (0.000, 0.000)",Logistic Regression
0.32,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.33,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.34,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.36,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.37,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.38,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.39,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.4,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.42,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.43,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.44,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.45,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.46,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.48,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.49,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.5,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression
0.51,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.52,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.53,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.54,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.55,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.56,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.58,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.59,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.6,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.61,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression
0.62,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.98,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.99,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.0,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.01,"0.633 (0.608, 0.608)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.0,"0.674 (0.659, 0.659)","0.022 (0.021, 0.021)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.021, 0.021)",Logistic Regression w/ rej
0.01,"0.674 (0.659, 0.659)","0.172 (0.172, 0.172)","0.861 (0.854, 0.854)","0.157 (0.157, 0.157)","0.022 (0.022, 0.022)",Logistic Regression w/ rej
0.02,"0.674 (0.659, 0.659)","0.220 (0.217, 0.217)","0.820 (0.809, 0.809)","0.206 (0.203, 0.203)","0.023 (0.022, 0.022)",Logistic Regression w/ rej
0.03,"0.674 (0.659, 0.659)","0.940 (0.939, 0.939)","0.312 (0.291, 0.291)","0.954 (0.953, 0.953)","0.133 (0.128, 0.128)",Logistic Regression w/ rej
0.04,"0.674 (0.659, 0.659)","0.955 (0.955, 0.955)","0.276 (0.249, 0.249)","0.970 (0.970, 0.970)","0.172 (0.166, 0.166)",Logistic Regression w/ rej
0.05,"0.674 (0.659, 0.659)","0.959 (0.958, 0.958)","0.257 (0.238, 0.238)","0.975 (0.974, 0.974)","0.187 (0.177, 0.177)",Logistic Regression w/ rej
0.06,"0.674 (0.659, 0.659)","0.962 (0.960, 0.960)","0.254 (0.233, 0.233)","0.978 (0.977, 0.977)","0.202 (0.192, 0.192)",Logistic Regression w/ rej
0.07,"0.674 (0.659, 0.659)","0.964 (0.963, 0.963)","0.220 (0.206, 0.206)","0.981 (0.980, 0.980)","0.204 (0.196, 0.196)",Logistic Regression w/ rej
0.08,"0.674 (0.659, 0.659)","0.972 (0.971, 0.971)","0.117 (0.111, 0.111)","0.991 (0.991, 0.991)","0.229 (0.206, 0.206)",Logistic Regression w/ rej
0.09,"0.674 (0.659, 0.659)","0.974 (0.974, 0.974)","0.058 (0.051, 0.051)","0.995 (0.995, 0.995)","0.209 (0.173, 0.173)",Logistic Regression w/ rej
0.1,"0.674 (0.659, 0.659)","0.975 (0.974, 0.974)","0.037 (0.032, 0.032)","0.996 (0.996, 0.996)","0.171 (0.145, 0.145)",Logistic Regression w/ rej
0.11,"0.674 (0.659, 0.659)","0.976 (0.975, 0.975)","0.025 (0.023, 0.023)","0.997 (0.997, 0.997)","0.164 (0.139, 0.139)",Logistic Regression w/ rej
0.12,"0.674 (0.659, 0.659)","0.976 (0.975, 0.975)","0.022 (0.021, 0.021)","0.998 (0.997, 0.997)","0.174 (0.150, 0.150)",Logistic Regression w/ rej
0.13,"0.674 (0.659, 0.659)","0.976 (0.975, 0.975)","0.022 (0.021, 0.021)","0.998 (0.998, 0.998)","0.195 (0.168, 0.168)",Logistic Regression w/ rej
0.14,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.022 (0.021, 0.021)","0.998 (0.998, 0.998)","0.223 (0.191, 0.191)",Logistic Regression w/ rej
0.15,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.998 (0.998, 0.998)","0.211 (0.174, 0.174)",Logistic Regression w/ rej
0.16,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.998 (0.998, 0.998)","0.211 (0.174, 0.174)",Logistic Regression w/ rej
0.17,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.999 (0.999, 0.999)","0.264 (0.196, 0.196)",Logistic Regression w/ rej
0.18,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.999 (0.999, 0.999)","0.298 (0.196, 0.196)",Logistic Regression w/ rej
0.19,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.999 (0.999, 0.999)","0.298 (0.196, 0.196)",Logistic Regression w/ rej
0.2,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.999 (0.999, 0.999)","0.306 (0.208, 0.208)",Logistic Regression w/ rej
0.21,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.018 (0.016, 0.016)","0.999 (0.999, 0.999)","0.361 (0.208, 0.208)",Logistic Regression w/ rej
0.22,"0.674 (0.659, 0.659)","0.977 (0.976, 0.976)","0.015 (0.011, 0.011)","0.999 (0.999, 0.999)","0.325 (0.155, 0.155)",Logistic Regression w/ rej
0.23,"0.674 (0.659, 0.659)","0.978 (0.976, 0.976)","0.015 (0.011, 0.011)","0.999 (0.999, 0.999)","0.344 (0.183, 0.183)",Logistic Regression w/ rej
0.24,"0.674 (0.659, 0.659)","0.978 (0.976, 0.976)","0.015 (0.011, 0.011)","0.999 (0.999, 0.999)","0.344 (0.183, 0.183)",Logistic Regression w/ rej
0.25,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.015 (0.011, 0.011)","0.999 (0.999, 0.999)","0.361 (0.208, 0.208)",Logistic Regression w/ rej
0.26,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.015 (0.011, 0.011)","0.999 (0.999, 0.999)","0.372 (0.225, 0.225)",Logistic Regression w/ rej
0.27,"0.674 (0.659, 0.659)","0.978 (0.976, 0.976)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.222 (0.000, 0.000)",Logistic Regression w/ rej
0.28,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.222 (0.000, 0.000)",Logistic Regression w/ rej
0.29,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (0.999, 0.999)","0.222 (0.000, 0.000)",Logistic Regression w/ rej
0.3,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (0.999, 0.999)","0.222 (0.000, 0.000)",Logistic Regression w/ rej
0.31,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.222 (0.000, 0.000)",Logistic Regression w/ rej
0.32,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.33,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.34,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.35000000000000003,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.36,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.37,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.38,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.39,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.4,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.41000000000000003,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.42,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.43,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.44,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.45,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.46,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.47000000000000003,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.48,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.49,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.5,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.51,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.52,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.53,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.54,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.55,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.333 (0.000, 0.000)",Logistic Regression w/ rej
0.56,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.5700000000000001,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.58,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.59,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.6,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.61,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.62,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.63,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.64,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.65,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.66,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.67,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.68,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.6900000000000001,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.7000000000000001,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.71,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.72,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.73,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.74,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.75,"0.674 (0.659, 0.659)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
