Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.61,"0.670 (0.640, 0.640)","0.912 (0.909, 0.909)","0.222 (0.173, 0.173)","0.928 (0.925, 0.925)","0.064 (0.052, 0.052)",AlloSure
0.62,"0.670 (0.640, 0.640)","0.913 (0.910, 0.910)","0.209 (0.143, 0.143)","0.929 (0.926, 0.926)","0.061 (0.041, 0.041)",AlloSure
0.63,"0.670 (0.640, 0.640)","0.913 (0.910, 0.910)","0.205 (0.143, 0.143)","0.929 (0.926, 0.926)","0.061 (0.042, 0.042)",AlloSure
0.64,"0.670 (0.640, 0.640)","0.914 (0.911, 0.911)","0.201 (0.143, 0.143)","0.930 (0.926, 0.926)","0.060 (0.043, 0.043)",AlloSure
0.65,"0.670 (0.640, 0.640)","0.914 (0.911, 0.911)","0.201 (0.143, 0.143)","0.931 (0.926, 0.926)","0.061 (0.044, 0.044)",AlloSure
0.66,"0.670 (0.640, 0.640)","0.915 (0.911, 0.911)","0.193 (0.135, 0.135)","0.932 (0.927, 0.927)","0.059 (0.045, 0.045)",AlloSure
0.67,"0.670 (0.640, 0.640)","0.916 (0.913, 0.913)","0.193 (0.135, 0.135)","0.932 (0.928, 0.928)","0.060 (0.045, 0.045)",AlloSure
0.68,"0.670 (0.640, 0.640)","0.917 (0.914, 0.914)","0.193 (0.135, 0.135)","0.933 (0.929, 0.929)","0.061 (0.045, 0.045)",AlloSure
0.6900000000000001,"0.670 (0.640, 0.640)","0.918 (0.915, 0.915)","0.193 (0.135, 0.135)","0.934 (0.930, 0.930)","0.062 (0.047, 0.047)",AlloSure
0.7000000000000001,"0.670 (0.640, 0.640)","0.919 (0.915, 0.915)","0.193 (0.135, 0.135)","0.935 (0.931, 0.931)","0.062 (0.048, 0.048)",AlloSure
0.71,"0.670 (0.640, 0.640)","0.920 (0.916, 0.916)","0.193 (0.135, 0.135)","0.937 (0.932, 0.932)","0.064 (0.049, 0.049)",AlloSure
0.72,"0.670 (0.640, 0.640)","0.921 (0.918, 0.918)","0.189 (0.135, 0.135)","0.938 (0.934, 0.934)","0.064 (0.050, 0.050)",AlloSure
0.73,"0.670 (0.640, 0.640)","0.922 (0.919, 0.919)","0.185 (0.115, 0.115)","0.939 (0.934, 0.934)","0.063 (0.045, 0.045)",AlloSure
0.74,"0.670 (0.640, 0.640)","0.923 (0.919, 0.919)","0.181 (0.115, 0.115)","0.939 (0.935, 0.935)","0.062 (0.044, 0.044)",AlloSure
0.75,"0.670 (0.640, 0.640)","0.924 (0.920, 0.920)","0.181 (0.115, 0.115)","0.940 (0.937, 0.937)","0.063 (0.045, 0.045)",AlloSure
0.76,"0.670 (0.640, 0.640)","0.924 (0.920, 0.920)","0.181 (0.115, 0.115)","0.941 (0.938, 0.938)","0.064 (0.045, 0.045)",AlloSure
0.77,"0.670 (0.640, 0.640)","0.925 (0.921, 0.921)","0.178 (0.098, 0.098)","0.942 (0.938, 0.938)","0.063 (0.041, 0.041)",AlloSure
0.78,"0.670 (0.640, 0.640)","0.926 (0.921, 0.921)","0.178 (0.098, 0.098)","0.942 (0.939, 0.939)","0.064 (0.041, 0.041)",AlloSure
0.79,"0.670 (0.640, 0.640)","0.927 (0.921, 0.921)","0.178 (0.098, 0.098)","0.943 (0.940, 0.940)","0.065 (0.042, 0.042)",AlloSure
0.8,"0.670 (0.640, 0.640)","0.927 (0.921, 0.921)","0.175 (0.098, 0.098)","0.944 (0.940, 0.940)","0.065 (0.043, 0.043)",AlloSure
0.81,"0.670 (0.640, 0.640)","0.928 (0.921, 0.921)","0.175 (0.098, 0.098)","0.945 (0.941, 0.941)","0.065 (0.043, 0.043)",AlloSure
0.8200000000000001,"0.670 (0.640, 0.640)","0.928 (0.922, 0.922)","0.171 (0.096, 0.096)","0.946 (0.941, 0.941)","0.065 (0.044, 0.044)",AlloSure
0.8300000000000001,"0.670 (0.640, 0.640)","0.929 (0.924, 0.924)","0.171 (0.096, 0.096)","0.946 (0.941, 0.941)","0.066 (0.044, 0.044)",AlloSure
0.84,"0.670 (0.640, 0.640)","0.930 (0.924, 0.924)","0.171 (0.096, 0.096)","0.947 (0.943, 0.943)","0.066 (0.045, 0.045)",AlloSure
0.85,"0.670 (0.640, 0.640)","0.931 (0.924, 0.924)","0.171 (0.096, 0.096)","0.948 (0.943, 0.943)","0.067 (0.047, 0.047)",AlloSure
0.86,"0.670 (0.640, 0.640)","0.931 (0.925, 0.925)","0.167 (0.096, 0.096)","0.948 (0.944, 0.944)","0.066 (0.048, 0.048)",AlloSure
0.87,"0.670 (0.640, 0.640)","0.932 (0.926, 0.926)","0.167 (0.096, 0.096)","0.949 (0.945, 0.945)","0.068 (0.049, 0.049)",AlloSure
0.88,"0.670 (0.640, 0.640)","0.932 (0.927, 0.927)","0.167 (0.096, 0.096)","0.950 (0.946, 0.946)","0.068 (0.049, 0.049)",AlloSure
0.89,"0.670 (0.640, 0.640)","0.933 (0.928, 0.928)","0.167 (0.096, 0.096)","0.950 (0.946, 0.946)","0.069 (0.049, 0.049)",AlloSure
0.9,"0.670 (0.640, 0.640)","0.934 (0.928, 0.928)","0.167 (0.096, 0.096)","0.951 (0.947, 0.947)","0.070 (0.050, 0.050)",AlloSure
0.91,"0.670 (0.640, 0.640)","0.934 (0.929, 0.929)","0.167 (0.096, 0.096)","0.951 (0.947, 0.947)","0.070 (0.050, 0.050)",AlloSure
0.92,"0.670 (0.640, 0.640)","0.935 (0.929, 0.929)","0.167 (0.096, 0.096)","0.952 (0.948, 0.948)","0.071 (0.052, 0.052)",AlloSure
0.93,"0.670 (0.640, 0.640)","0.935 (0.930, 0.930)","0.167 (0.096, 0.096)","0.953 (0.948, 0.948)","0.072 (0.052, 0.052)",AlloSure
0.9400000000000001,"0.670 (0.640, 0.640)","0.936 (0.931, 0.931)","0.167 (0.096, 0.096)","0.953 (0.949, 0.949)","0.073 (0.053, 0.053)",AlloSure
0.9500000000000001,"0.670 (0.640, 0.640)","0.936 (0.931, 0.931)","0.167 (0.096, 0.096)","0.954 (0.950, 0.950)","0.074 (0.053, 0.053)",AlloSure
0.96,"0.670 (0.640, 0.640)","0.937 (0.932, 0.932)","0.163 (0.096, 0.096)","0.954 (0.950, 0.950)","0.073 (0.055, 0.055)",AlloSure
0.97,"0.670 (0.640, 0.640)","0.937 (0.933, 0.933)","0.159 (0.096, 0.096)","0.955 (0.950, 0.950)","0.072 (0.050, 0.050)",AlloSure
0.98,"0.670 (0.640, 0.640)","0.938 (0.934, 0.934)","0.156 (0.096, 0.096)","0.956 (0.951, 0.951)","0.072 (0.050, 0.050)",AlloSure
0.99,"0.670 (0.640, 0.640)","0.939 (0.934, 0.934)","0.156 (0.096, 0.096)","0.956 (0.951, 0.951)","0.072 (0.051, 0.051)",AlloSure
1.0,"0.670 (0.640, 0.640)","0.939 (0.934, 0.934)","0.156 (0.096, 0.096)","0.957 (0.952, 0.952)","0.073 (0.052, 0.052)",AlloSure
1.01,"0.670 (0.640, 0.640)","0.939 (0.934, 0.934)","0.156 (0.096, 0.096)","0.957 (0.953, 0.953)","0.073 (0.052, 0.052)",AlloSure
20.0,"0.586 (0.587, 0.587)","0.107 (0.105, 0.105)","0.920 (0.908, 0.908)","0.088 (0.087, 0.087)","0.022 (0.021, 0.021)",AlloMap
21.0,"0.586 (0.587, 0.587)","0.123 (0.122, 0.122)","0.892 (0.877, 0.877)","0.106 (0.104, 0.104)","0.022 (0.021, 0.021)",AlloMap
22.0,"0.586 (0.587, 0.587)","0.143 (0.140, 0.140)","0.869 (0.877, 0.877)","0.126 (0.124, 0.124)","0.022 (0.020, 0.020)",AlloMap
23.0,"0.586 (0.587, 0.587)","0.167 (0.165, 0.165)","0.856 (0.872, 0.872)","0.151 (0.149, 0.149)","0.022 (0.021, 0.021)",AlloMap
24.0,"0.586 (0.587, 0.587)","0.192 (0.189, 0.189)","0.838 (0.846, 0.846)","0.177 (0.174, 0.174)","0.023 (0.021, 0.021)",AlloMap
25.0,"0.586 (0.587, 0.587)","0.221 (0.214, 0.214)","0.832 (0.831, 0.831)","0.207 (0.201, 0.201)","0.023 (0.022, 0.022)",AlloMap
26.0,"0.586 (0.587, 0.587)","0.259 (0.257, 0.257)","0.804 (0.769, 0.769)","0.247 (0.245, 0.245)","0.024 (0.022, 0.022)",AlloMap
27.0,"0.586 (0.587, 0.587)","0.302 (0.295, 0.295)","0.774 (0.769, 0.769)","0.292 (0.285, 0.285)","0.024 (0.022, 0.022)",AlloMap
28.0,"0.586 (0.587, 0.587)","0.352 (0.345, 0.345)","0.740 (0.750, 0.750)","0.343 (0.336, 0.336)","0.025 (0.024, 0.024)",AlloMap
29.0,"0.586 (0.587, 0.587)","0.409 (0.405, 0.405)","0.697 (0.708, 0.708)","0.402 (0.398, 0.398)","0.026 (0.024, 0.024)",AlloMap
30.0,"0.586 (0.587, 0.587)","0.469 (0.467, 0.467)","0.667 (0.681, 0.681)","0.464 (0.463, 0.463)","0.027 (0.025, 0.025)",AlloMap
31.0,"0.586 (0.587, 0.587)","0.539 (0.537, 0.537)","0.606 (0.596, 0.596)","0.537 (0.535, 0.535)","0.029 (0.027, 0.027)",AlloMap
32.0,"0.586 (0.587, 0.587)","0.607 (0.606, 0.606)","0.542 (0.481, 0.481)","0.609 (0.607, 0.607)","0.030 (0.026, 0.026)",AlloMap
33.0,"0.586 (0.587, 0.587)","0.678 (0.672, 0.672)","0.470 (0.442, 0.442)","0.683 (0.677, 0.677)","0.032 (0.030, 0.030)",AlloMap
34.0,"0.586 (0.587, 0.587)","0.750 (0.746, 0.746)","0.368 (0.328, 0.328)","0.759 (0.754, 0.754)","0.033 (0.033, 0.033)",AlloMap
35.0,"0.586 (0.587, 0.587)","0.818 (0.813, 0.813)","0.287 (0.277, 0.277)","0.830 (0.826, 0.826)","0.037 (0.034, 0.034)",AlloMap
36.0,"0.586 (0.587, 0.587)","0.878 (0.875, 0.875)","0.211 (0.180, 0.180)","0.894 (0.887, 0.887)","0.043 (0.036, 0.036)",AlloMap
37.0,"0.586 (0.587, 0.587)","0.927 (0.922, 0.922)","0.117 (0.085, 0.085)","0.945 (0.937, 0.937)","0.045 (0.031, 0.031)",AlloMap
38.0,"0.586 (0.587, 0.587)","0.964 (0.963, 0.963)","0.053 (0.015, 0.015)","0.985 (0.980, 0.980)","0.066 (0.020, 0.020)",AlloMap
39.0,"0.586 (0.587, 0.587)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",AlloMap
0.0,"0.634 (0.626, 0.626)","0.022 (0.020, 0.020)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.020, 0.020)",Logistic Regression
0.01,"0.634 (0.626, 0.626)","0.022 (0.021, 0.021)","0.996 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.020, 0.020)",Logistic Regression
0.02,"0.634 (0.626, 0.626)","0.368 (0.359, 0.359)","0.739 (0.731, 0.731)","0.360 (0.351, 0.351)","0.025 (0.023, 0.023)",Logistic Regression
0.03,"0.634 (0.626, 0.626)","0.947 (0.944, 0.944)","0.140 (0.096, 0.096)","0.965 (0.962, 0.962)","0.082 (0.068, 0.068)",Logistic Regression
0.04,"0.634 (0.626, 0.626)","0.964 (0.963, 0.963)","0.070 (0.058, 0.058)","0.985 (0.982, 0.982)","0.095 (0.083, 0.083)",Logistic Regression
0.05,"0.634 (0.626, 0.626)","0.969 (0.967, 0.967)","0.054 (0.033, 0.033)","0.990 (0.989, 0.989)","0.107 (0.065, 0.065)",Logistic Regression
0.06,"0.634 (0.626, 0.626)","0.972 (0.970, 0.970)","0.042 (0.016, 0.016)","0.993 (0.992, 0.992)","0.116 (0.053, 0.053)",Logistic Regression
0.07,"0.634 (0.626, 0.626)","0.973 (0.972, 0.972)","0.038 (0.016, 0.016)","0.994 (0.993, 0.993)","0.137 (0.059, 0.059)",Logistic Regression
0.08,"0.634 (0.626, 0.626)","0.974 (0.972, 0.972)","0.027 (0.000, 0.000)","0.995 (0.995, 0.995)","0.113 (0.000, 0.000)",Logistic Regression
0.09,"0.634 (0.626, 0.626)","0.975 (0.972, 0.972)","0.027 (0.000, 0.000)","0.996 (0.996, 0.996)","0.127 (0.000, 0.000)",Logistic Regression
0.1,"0.634 (0.626, 0.626)","0.975 (0.972, 0.972)","0.021 (0.000, 0.000)","0.997 (0.996, 0.996)","0.123 (0.000, 0.000)",Logistic Regression
0.11,"0.634 (0.626, 0.626)","0.975 (0.972, 0.972)","0.014 (0.000, 0.000)","0.997 (0.997, 0.997)","0.102 (0.000, 0.000)",Logistic Regression
0.12,"0.634 (0.626, 0.626)","0.976 (0.972, 0.972)","0.014 (0.000, 0.000)","0.998 (0.997, 0.997)","0.135 (0.000, 0.000)",Logistic Regression
0.13,"0.634 (0.626, 0.626)","0.976 (0.973, 0.973)","0.011 (0.000, 0.000)","0.998 (0.997, 0.997)","0.117 (0.000, 0.000)",Logistic Regression
0.14,"0.634 (0.626, 0.626)","0.976 (0.973, 0.973)","0.004 (0.000, 0.000)","0.998 (0.998, 0.998)","0.029 (0.000, 0.000)",Logistic Regression
0.15,"0.634 (0.626, 0.626)","0.976 (0.973, 0.973)","0.004 (0.000, 0.000)","0.998 (0.998, 0.998)","0.033 (0.000, 0.000)",Logistic Regression
0.16,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.998, 0.998)","0.040 (0.000, 0.000)",Logistic Regression
0.17,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.998, 0.998)","0.040 (0.000, 0.000)",Logistic Regression
0.18,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.998, 0.998)","0.040 (0.000, 0.000)",Logistic Regression
0.19,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.2,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.21,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.22,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.23,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.24,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.25,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.26,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.27,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.28,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.29,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.3,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.31,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.32,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.33,"0.634 (0.626, 0.626)","0.977 (0.974, 0.974)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.34,"0.634 (0.626, 0.626)","0.978 (0.974, 0.974)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.200 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.36,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.37,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.38,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.39,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.4,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.42,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.43,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.44,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.45,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.46,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.48,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.49,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.5,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.51,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.52,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.53,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.54,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.55,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.56,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.58,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.59,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.6,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.61,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.62,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.634 (0.626, 0.626)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
