,Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Dataset
0,0.1,0.8269560305826753,0.9183035356369759,0.5391705069124424,0.9391811876163085,0.3280373831775701,Full Dataset
1,0.2,0.8269560305826753,0.9462839733825062,0.445468509984639,0.973862290644561,0.48414023372287146,Full Dataset
2,0.30000000000000004,0.8269560305826753,0.9520564419145354,0.3486943164362519,0.9852816782270344,0.5660847880299252,Full Dataset
3,0.4,0.8269560305826753,0.9541409444399904,0.2749615975422427,0.9915411943833531,0.6415770609318996,Full Dataset
4,0.5,0.8269560305826753,0.9540607712659345,0.19815668202764977,0.9956860091355101,0.7166666666666667,Full Dataset
5,0.1,0.8293180559416984,0.9053080821552414,0.5801526717557252,0.929739030685403,0.38287153652392947,Test Dataset
6,0.2,0.8293180559416984,0.9346492397972793,0.4847328244274809,0.9684542586750788,0.5358649789029536,Test Dataset
7,0.30000000000000004,0.8293180559416984,0.9389170445452121,0.37404580152671757,0.9813593346716375,0.6012269938650306,Test Dataset
8,0.4,0.8293180559416984,0.9386503067484663,0.2748091603053435,0.9885288213363923,0.6428571428571429,Test Dataset
9,0.5,0.8293180559416984,0.9381168311549747,0.18702290076335878,0.9945511901347863,0.7205882352941176,Test Dataset
