Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.35000000000000003,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Model
0.36,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Model
0.37,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Model
0.38,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Model
0.39,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Model
0.4,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.41000000000000003,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.42,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.43,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.44,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.45,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.46,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.47000000000000003,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.48,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.49,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.51,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.52,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.53,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.54,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.55,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.56,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.694 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.667 (0.637, 0.637)","0.064 (0.058, 0.058)","0.981 (0.963, 0.963)","0.043 (0.037, 0.037)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.667 (0.637, 0.637)","0.129 (0.118, 0.118)","0.934 (0.906, 0.906)","0.111 (0.099, 0.099)","0.023 (0.022, 0.022)",AlloSure
0.02,"0.667 (0.637, 0.637)","0.213 (0.195, 0.195)","0.906 (0.860, 0.860)","0.197 (0.179, 0.179)","0.025 (0.024, 0.024)",AlloSure
0.03,"0.667 (0.637, 0.637)","0.302 (0.277, 0.277)","0.878 (0.833, 0.833)","0.289 (0.267, 0.267)","0.027 (0.026, 0.026)",AlloSure
0.04,"0.667 (0.637, 0.637)","0.382 (0.355, 0.355)","0.783 (0.760, 0.760)","0.373 (0.345, 0.345)","0.027 (0.027, 0.027)",AlloSure
0.05,"0.667 (0.637, 0.637)","0.454 (0.424, 0.424)","0.751 (0.728, 0.728)","0.447 (0.415, 0.415)","0.030 (0.029, 0.029)",AlloSure
0.06,"0.667 (0.637, 0.637)","0.515 (0.483, 0.483)","0.701 (0.650, 0.650)","0.510 (0.475, 0.475)","0.031 (0.031, 0.031)",AlloSure
0.07,"0.667 (0.637, 0.637)","0.564 (0.540, 0.540)","0.680 (0.644, 0.644)","0.562 (0.536, 0.536)","0.033 (0.033, 0.033)",AlloSure
0.08,"0.667 (0.637, 0.637)","0.607 (0.583, 0.583)","0.628 (0.587, 0.587)","0.606 (0.580, 0.580)","0.034 (0.033, 0.033)",AlloSure
0.09,"0.667 (0.637, 0.637)","0.644 (0.621, 0.621)","0.603 (0.530, 0.530)","0.645 (0.620, 0.620)","0.036 (0.030, 0.030)",AlloSure
0.1,"0.667 (0.637, 0.637)","0.675 (0.647, 0.647)","0.576 (0.521, 0.521)","0.677 (0.647, 0.647)","0.038 (0.032, 0.032)",AlloSure
0.11,"0.667 (0.637, 0.637)","0.699 (0.673, 0.673)","0.566 (0.493, 0.493)","0.702 (0.674, 0.674)","0.041 (0.034, 0.034)",AlloSure
0.12,"0.667 (0.637, 0.637)","0.718 (0.691, 0.691)","0.551 (0.493, 0.493)","0.722 (0.692, 0.692)","0.043 (0.036, 0.036)",AlloSure
0.13,"0.667 (0.637, 0.637)","0.735 (0.709, 0.709)","0.545 (0.493, 0.493)","0.739 (0.712, 0.712)","0.045 (0.038, 0.038)",AlloSure
0.14,"0.667 (0.637, 0.637)","0.750 (0.725, 0.725)","0.512 (0.458, 0.458)","0.755 (0.728, 0.728)","0.046 (0.035, 0.035)",AlloSure
0.15,"0.667 (0.637, 0.637)","0.764 (0.738, 0.738)","0.504 (0.458, 0.458)","0.769 (0.743, 0.743)","0.047 (0.038, 0.038)",AlloSure
0.16,"0.667 (0.637, 0.637)","0.777 (0.755, 0.755)","0.497 (0.458, 0.458)","0.783 (0.761, 0.761)","0.050 (0.039, 0.039)",AlloSure
0.17,"0.667 (0.637, 0.637)","0.786 (0.763, 0.763)","0.473 (0.427, 0.427)","0.793 (0.770, 0.770)","0.050 (0.039, 0.039)",AlloSure
0.18,"0.667 (0.637, 0.637)","0.796 (0.773, 0.773)","0.443 (0.390, 0.390)","0.803 (0.780, 0.780)","0.050 (0.038, 0.038)",AlloSure
0.19,"0.667 (0.637, 0.637)","0.805 (0.783, 0.783)","0.431 (0.364, 0.364)","0.813 (0.791, 0.791)","0.051 (0.037, 0.037)",AlloSure
0.2,"0.667 (0.637, 0.637)","0.814 (0.792, 0.792)","0.427 (0.355, 0.355)","0.822 (0.800, 0.800)","0.053 (0.039, 0.039)",AlloSure
0.21,"0.667 (0.637, 0.637)","0.820 (0.798, 0.798)","0.394 (0.345, 0.345)","0.829 (0.807, 0.807)","0.051 (0.039, 0.039)",AlloSure
0.22,"0.667 (0.637, 0.637)","0.825 (0.804, 0.804)","0.372 (0.308, 0.308)","0.835 (0.813, 0.813)","0.049 (0.037, 0.037)",AlloSure
0.23,"0.667 (0.637, 0.637)","0.832 (0.811, 0.811)","0.365 (0.308, 0.308)","0.842 (0.819, 0.819)","0.050 (0.038, 0.038)",AlloSure
0.24,"0.667 (0.637, 0.637)","0.837 (0.817, 0.817)","0.343 (0.308, 0.308)","0.847 (0.827, 0.827)","0.051 (0.039, 0.039)",AlloSure
0.25,"0.667 (0.637, 0.637)","0.841 (0.824, 0.824)","0.339 (0.308, 0.308)","0.852 (0.833, 0.833)","0.052 (0.039, 0.039)",AlloSure
0.26,"0.667 (0.637, 0.637)","0.846 (0.830, 0.830)","0.331 (0.308, 0.308)","0.857 (0.840, 0.840)","0.052 (0.041, 0.041)",AlloSure
0.27,"0.667 (0.637, 0.637)","0.850 (0.835, 0.835)","0.321 (0.308, 0.308)","0.861 (0.847, 0.847)","0.052 (0.040, 0.040)",AlloSure
0.28,"0.667 (0.637, 0.637)","0.853 (0.841, 0.841)","0.314 (0.308, 0.308)","0.865 (0.853, 0.853)","0.053 (0.041, 0.041)",AlloSure
0.29,"0.667 (0.637, 0.637)","0.856 (0.845, 0.845)","0.308 (0.308, 0.308)","0.868 (0.856, 0.856)","0.053 (0.042, 0.042)",AlloSure
0.3,"0.667 (0.637, 0.637)","0.859 (0.846, 0.846)","0.299 (0.308, 0.308)","0.871 (0.858, 0.858)","0.053 (0.043, 0.043)",AlloSure
0.31,"0.667 (0.637, 0.637)","0.862 (0.848, 0.848)","0.299 (0.308, 0.308)","0.874 (0.860, 0.860)","0.054 (0.045, 0.045)",AlloSure
0.32,"0.667 (0.637, 0.637)","0.865 (0.851, 0.851)","0.296 (0.308, 0.308)","0.877 (0.864, 0.864)","0.054 (0.046, 0.046)",AlloSure
0.33,"0.667 (0.637, 0.637)","0.868 (0.855, 0.855)","0.293 (0.308, 0.308)","0.880 (0.867, 0.867)","0.055 (0.048, 0.048)",AlloSure
0.34,"0.667 (0.637, 0.637)","0.871 (0.860, 0.860)","0.288 (0.308, 0.308)","0.883 (0.872, 0.872)","0.055 (0.049, 0.049)",AlloSure
0.35000000000000003,"0.667 (0.637, 0.637)","0.873 (0.860, 0.860)","0.282 (0.308, 0.308)","0.886 (0.872, 0.872)","0.055 (0.050, 0.050)",AlloSure
0.36,"0.667 (0.637, 0.637)","0.876 (0.862, 0.862)","0.279 (0.308, 0.308)","0.889 (0.875, 0.875)","0.056 (0.052, 0.052)",AlloSure
0.37,"0.667 (0.637, 0.637)","0.879 (0.865, 0.865)","0.279 (0.308, 0.308)","0.891 (0.877, 0.877)","0.057 (0.054, 0.054)",AlloSure
0.38,"0.667 (0.637, 0.637)","0.880 (0.866, 0.866)","0.279 (0.308, 0.308)","0.893 (0.879, 0.879)","0.058 (0.054, 0.054)",AlloSure
0.39,"0.667 (0.637, 0.637)","0.883 (0.868, 0.868)","0.279 (0.308, 0.308)","0.896 (0.881, 0.881)","0.059 (0.055, 0.055)",AlloSure
0.4,"0.667 (0.637, 0.637)","0.884 (0.869, 0.869)","0.272 (0.284, 0.284)","0.898 (0.882, 0.882)","0.059 (0.051, 0.051)",AlloSure
0.41000000000000003,"0.667 (0.637, 0.637)","0.886 (0.871, 0.871)","0.272 (0.284, 0.284)","0.899 (0.884, 0.884)","0.060 (0.052, 0.052)",AlloSure
0.42,"0.667 (0.637, 0.637)","0.888 (0.874, 0.874)","0.272 (0.284, 0.284)","0.901 (0.887, 0.887)","0.062 (0.052, 0.052)",AlloSure
0.43,"0.667 (0.637, 0.637)","0.889 (0.875, 0.875)","0.272 (0.284, 0.284)","0.903 (0.888, 0.888)","0.062 (0.053, 0.053)",AlloSure
0.44,"0.667 (0.637, 0.637)","0.891 (0.878, 0.878)","0.269 (0.271, 0.271)","0.904 (0.890, 0.890)","0.063 (0.054, 0.054)",AlloSure
0.45,"0.667 (0.637, 0.637)","0.892 (0.880, 0.880)","0.252 (0.211, 0.211)","0.906 (0.893, 0.893)","0.059 (0.055, 0.055)",AlloSure
0.46,"0.667 (0.637, 0.637)","0.894 (0.882, 0.882)","0.252 (0.211, 0.211)","0.908 (0.894, 0.894)","0.060 (0.055, 0.055)",AlloSure
0.47000000000000003,"0.667 (0.637, 0.637)","0.896 (0.885, 0.885)","0.249 (0.211, 0.211)","0.910 (0.896, 0.896)","0.062 (0.055, 0.055)",AlloSure
0.48,"0.667 (0.637, 0.637)","0.898 (0.887, 0.887)","0.249 (0.211, 0.211)","0.912 (0.897, 0.897)","0.063 (0.056, 0.056)",AlloSure
0.49,"0.667 (0.637, 0.637)","0.899 (0.888, 0.888)","0.242 (0.211, 0.211)","0.913 (0.899, 0.899)","0.062 (0.057, 0.057)",AlloSure
0.5,"0.667 (0.637, 0.637)","0.900 (0.888, 0.888)","0.242 (0.211, 0.211)","0.915 (0.900, 0.900)","0.063 (0.057, 0.057)",AlloSure
0.51,"0.667 (0.637, 0.637)","0.901 (0.889, 0.889)","0.236 (0.203, 0.203)","0.916 (0.901, 0.901)","0.062 (0.058, 0.058)",AlloSure
0.52,"0.667 (0.637, 0.637)","0.903 (0.890, 0.890)","0.233 (0.203, 0.203)","0.917 (0.903, 0.903)","0.062 (0.054, 0.054)",AlloSure
0.53,"0.667 (0.637, 0.637)","0.904 (0.892, 0.892)","0.222 (0.196, 0.196)","0.919 (0.906, 0.906)","0.061 (0.051, 0.051)",AlloSure
0.54,"0.667 (0.637, 0.637)","0.906 (0.893, 0.893)","0.218 (0.196, 0.196)","0.921 (0.907, 0.907)","0.061 (0.052, 0.052)",AlloSure
0.55,"0.667 (0.637, 0.637)","0.907 (0.896, 0.896)","0.215 (0.196, 0.196)","0.922 (0.909, 0.909)","0.061 (0.053, 0.053)",AlloSure
0.56,"0.667 (0.637, 0.637)","0.909 (0.897, 0.897)","0.215 (0.196, 0.196)","0.924 (0.910, 0.910)","0.062 (0.053, 0.053)",AlloSure
0.5700000000000001,"0.667 (0.637, 0.637)","0.910 (0.899, 0.899)","0.215 (0.196, 0.196)","0.925 (0.911, 0.911)","0.063 (0.054, 0.054)",AlloSure
0.58,"0.667 (0.637, 0.637)","0.911 (0.899, 0.899)","0.215 (0.196, 0.196)","0.926 (0.912, 0.912)","0.064 (0.054, 0.054)",AlloSure
0.59,"0.667 (0.637, 0.637)","0.912 (0.900, 0.900)","0.211 (0.196, 0.196)","0.927 (0.913, 0.913)","0.064 (0.056, 0.056)",AlloSure
0.6,"0.667 (0.637, 0.637)","0.913 (0.902, 0.902)","0.205 (0.196, 0.196)","0.928 (0.915, 0.915)","0.064 (0.053, 0.053)",AlloSure
0.61,"0.667 (0.637, 0.637)","0.914 (0.903, 0.903)","0.205 (0.196, 0.196)","0.929 (0.916, 0.916)","0.064 (0.053, 0.053)",AlloSure
