,Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Dataset
0,0.1,0.7461081291817172,0.6915548539857932,0.684931506849315,0.6919170898193624,0.10840761262346423,Full Dataset
1,0.2,0.7461081291817172,0.8240726124704025,0.573820395738204,0.8377590943144926,0.16208082545141875,Full Dataset
2,0.30000000000000004,0.7461081291817172,0.8664561957379637,0.4916286149162861,0.886955797885624,0.19214753123140987,Full Dataset
3,0.4,0.7461081291817172,0.888950276243094,0.4520547945205479,0.9128444185465745,0.22098214285714285,Full Dataset
4,0.5,0.7461081291817172,0.9015785319652723,0.4079147640791476,0.9285773745109465,0.23801065719360567,Full Dataset
5,0.1,0.7313536028060235,0.6812982176110668,0.6787878787878788,0.6814134668892599,0.08910103420843278,Test Dataset
6,0.2,0.7313536028060235,0.8180367118914605,0.5818181818181818,0.828881469115192,0.1350210970464135,Test Dataset
7,0.30000000000000004,0.7313536028060235,0.8632615057196062,0.503030303030303,0.8797996661101837,0.16116504854368932,Test Dataset
8,0.4,0.7313536028060235,0.8888002128225592,0.46060606060606063,0.9084585420144685,0.18765432098765433,Test Dataset
9,0.5,0.7313536028060235,0.9013035381750466,0.40606060606060607,0.9240400667779632,0.19705882352941176,Test Dataset
