Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.13,"0.698 (0.667, 0.667)","0.973 (0.970, 0.970)","0.102 (0.052, 0.052)","0.992 (0.991, 0.991)","0.213 (0.138, 0.138)",Model
0.14,"0.698 (0.667, 0.667)","0.974 (0.971, 0.971)","0.092 (0.049, 0.049)","0.994 (0.993, 0.993)","0.245 (0.127, 0.127)",Model
0.15,"0.698 (0.667, 0.667)","0.975 (0.971, 0.971)","0.086 (0.049, 0.049)","0.995 (0.994, 0.994)","0.300 (0.129, 0.129)",Model
0.16,"0.698 (0.667, 0.667)","0.976 (0.972, 0.972)","0.083 (0.049, 0.049)","0.995 (0.995, 0.995)","0.313 (0.146, 0.146)",Model
0.17,"0.698 (0.667, 0.667)","0.976 (0.973, 0.973)","0.079 (0.049, 0.049)","0.996 (0.995, 0.995)","0.327 (0.170, 0.170)",Model
0.18,"0.698 (0.667, 0.667)","0.977 (0.972, 0.972)","0.072 (0.049, 0.049)","0.997 (0.995, 0.995)","0.348 (0.181, 0.181)",Model
0.19,"0.698 (0.667, 0.667)","0.977 (0.974, 0.974)","0.061 (0.034, 0.034)","0.997 (0.996, 0.996)","0.350 (0.259, 0.259)",Model
0.2,"0.698 (0.667, 0.667)","0.977 (0.974, 0.974)","0.049 (0.033, 0.033)","0.998 (0.997, 0.997)","0.355 (0.271, 0.271)",Model
0.21,"0.698 (0.667, 0.667)","0.977 (0.975, 0.975)","0.049 (0.033, 0.033)","0.998 (0.997, 0.997)","0.398 (0.271, 0.271)",Model
0.22,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.049 (0.033, 0.033)","0.998 (0.998, 0.998)","0.402 (0.298, 0.298)",Model
0.23,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.042 (0.008, 0.008)","0.998 (0.998, 0.998)","0.394 (0.083, 0.083)",Model
0.24,"0.698 (0.667, 0.667)","0.977 (0.975, 0.975)","0.030 (0.000, 0.000)","0.999 (0.998, 0.998)","0.262 (0.000, 0.000)",Model
0.25,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.030 (0.000, 0.000)","0.999 (0.998, 0.998)","0.269 (0.000, 0.000)",Model
0.26,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.026 (0.000, 0.000)","0.999 (0.999, 0.999)","0.333 (0.000, 0.000)",Model
0.27,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.026 (0.000, 0.000)","0.999 (0.999, 0.999)","0.350 (0.000, 0.000)",Model
0.28,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.023 (0.000, 0.000)","0.999 (0.999, 0.999)","0.337 (0.000, 0.000)",Model
0.29,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.023 (0.000, 0.000)","0.999 (0.999, 0.999)","0.337 (0.000, 0.000)",Model
0.3,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.020 (0.000, 0.000)","0.999 (0.999, 0.999)","0.320 (0.000, 0.000)",Model
0.31,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.170 (0.000, 0.000)",Model
0.32,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.010 (0.000, 0.000)","0.999 (0.999, 0.999)","0.120 (0.000, 0.000)",Model
0.33,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.007 (0.000, 0.000)","0.999 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.34,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.007 (0.000, 0.000)","0.999 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.35000000000000003,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.36,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.007 (0.000, 0.000)","1.000 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.37,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.003 (0.000, 0.000)","1.000 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.38,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.003 (0.000, 0.000)","1.000 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.39,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.003 (0.000, 0.000)","1.000 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.4,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.003 (0.000, 0.000)","1.000 (0.999, 0.999)","0.050 (0.000, 0.000)",Model
0.41000000000000003,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.42,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.43,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.44,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.45,"0.698 (0.667, 0.667)","0.978 (0.976, 0.976)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.46,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.47000000000000003,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.48,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.49,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.51,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.52,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.53,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.54,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.55,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.56,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.698 (0.667, 0.667)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.667 (0.638, 0.638)","0.064 (0.058, 0.058)","0.981 (0.963, 0.963)","0.044 (0.037, 0.037)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.667 (0.638, 0.638)","0.130 (0.119, 0.119)","0.934 (0.906, 0.906)","0.111 (0.100, 0.100)","0.023 (0.022, 0.022)",AlloSure
0.02,"0.667 (0.638, 0.638)","0.213 (0.195, 0.195)","0.906 (0.860, 0.860)","0.198 (0.179, 0.179)","0.025 (0.024, 0.024)",AlloSure
0.03,"0.667 (0.638, 0.638)","0.303 (0.278, 0.278)","0.877 (0.833, 0.833)","0.290 (0.267, 0.267)","0.027 (0.026, 0.026)",AlloSure
0.04,"0.667 (0.638, 0.638)","0.383 (0.357, 0.357)","0.782 (0.760, 0.760)","0.374 (0.346, 0.346)","0.027 (0.026, 0.026)",AlloSure
0.05,"0.667 (0.638, 0.638)","0.455 (0.427, 0.427)","0.749 (0.728, 0.728)","0.449 (0.419, 0.419)","0.030 (0.028, 0.028)",AlloSure
0.06,"0.667 (0.638, 0.638)","0.516 (0.486, 0.486)","0.698 (0.644, 0.644)","0.512 (0.479, 0.479)","0.031 (0.029, 0.029)",AlloSure
0.07,"0.667 (0.638, 0.638)","0.566 (0.541, 0.541)","0.677 (0.644, 0.644)","0.564 (0.537, 0.537)","0.033 (0.032, 0.032)",AlloSure
0.08,"0.667 (0.638, 0.638)","0.609 (0.585, 0.585)","0.625 (0.580, 0.580)","0.609 (0.583, 0.583)","0.034 (0.031, 0.031)",AlloSure
0.09,"0.667 (0.638, 0.638)","0.647 (0.626, 0.626)","0.599 (0.528, 0.528)","0.648 (0.625, 0.625)","0.036 (0.028, 0.028)",AlloSure
0.1,"0.667 (0.638, 0.638)","0.678 (0.653, 0.653)","0.572 (0.497, 0.497)","0.680 (0.652, 0.652)","0.038 (0.030, 0.030)",AlloSure
0.11,"0.667 (0.638, 0.638)","0.702 (0.678, 0.678)","0.563 (0.482, 0.482)","0.705 (0.679, 0.679)","0.041 (0.032, 0.032)",AlloSure
0.12,"0.667 (0.638, 0.638)","0.721 (0.696, 0.696)","0.548 (0.482, 0.482)","0.724 (0.699, 0.699)","0.043 (0.033, 0.033)",AlloSure
0.13,"0.667 (0.638, 0.638)","0.738 (0.714, 0.714)","0.542 (0.482, 0.482)","0.742 (0.717, 0.717)","0.045 (0.035, 0.035)",AlloSure
0.14,"0.667 (0.638, 0.638)","0.752 (0.730, 0.730)","0.508 (0.458, 0.458)","0.757 (0.734, 0.734)","0.046 (0.033, 0.033)",AlloSure
0.15,"0.667 (0.638, 0.638)","0.766 (0.743, 0.743)","0.500 (0.458, 0.458)","0.772 (0.748, 0.748)","0.048 (0.035, 0.035)",AlloSure
0.16,"0.667 (0.638, 0.638)","0.779 (0.760, 0.760)","0.493 (0.458, 0.458)","0.786 (0.766, 0.766)","0.050 (0.036, 0.036)",AlloSure
0.17,"0.667 (0.638, 0.638)","0.789 (0.768, 0.768)","0.469 (0.394, 0.394)","0.796 (0.774, 0.774)","0.050 (0.035, 0.035)",AlloSure
0.18,"0.667 (0.638, 0.638)","0.798 (0.778, 0.778)","0.438 (0.356, 0.356)","0.806 (0.785, 0.785)","0.050 (0.034, 0.034)",AlloSure
0.19,"0.667 (0.638, 0.638)","0.807 (0.788, 0.788)","0.430 (0.356, 0.356)","0.815 (0.796, 0.796)","0.051 (0.036, 0.036)",AlloSure
0.2,"0.667 (0.638, 0.638)","0.816 (0.796, 0.796)","0.426 (0.346, 0.346)","0.825 (0.805, 0.805)","0.053 (0.038, 0.038)",AlloSure
0.21,"0.667 (0.638, 0.638)","0.823 (0.802, 0.802)","0.392 (0.337, 0.337)","0.832 (0.812, 0.812)","0.051 (0.038, 0.038)",AlloSure
0.22,"0.667 (0.638, 0.638)","0.827 (0.808, 0.808)","0.370 (0.299, 0.299)","0.837 (0.817, 0.817)","0.050 (0.036, 0.036)",AlloSure
0.23,"0.667 (0.638, 0.638)","0.835 (0.813, 0.813)","0.363 (0.299, 0.299)","0.845 (0.822, 0.822)","0.051 (0.037, 0.037)",AlloSure
0.24,"0.667 (0.638, 0.638)","0.840 (0.820, 0.820)","0.341 (0.299, 0.299)","0.850 (0.830, 0.830)","0.051 (0.037, 0.037)",AlloSure
0.25,"0.667 (0.638, 0.638)","0.844 (0.826, 0.826)","0.338 (0.299, 0.299)","0.854 (0.836, 0.836)","0.052 (0.038, 0.038)",AlloSure
0.26,"0.667 (0.638, 0.638)","0.849 (0.834, 0.834)","0.330 (0.299, 0.299)","0.860 (0.844, 0.844)","0.053 (0.040, 0.040)",AlloSure
0.27,"0.667 (0.638, 0.638)","0.852 (0.839, 0.839)","0.319 (0.299, 0.299)","0.864 (0.851, 0.851)","0.053 (0.038, 0.038)",AlloSure
0.28,"0.667 (0.638, 0.638)","0.856 (0.845, 0.845)","0.313 (0.299, 0.299)","0.867 (0.856, 0.856)","0.053 (0.040, 0.040)",AlloSure
0.29,"0.667 (0.638, 0.638)","0.859 (0.849, 0.849)","0.306 (0.299, 0.299)","0.871 (0.861, 0.861)","0.054 (0.041, 0.041)",AlloSure
0.3,"0.667 (0.638, 0.638)","0.861 (0.850, 0.850)","0.297 (0.299, 0.299)","0.873 (0.862, 0.862)","0.053 (0.042, 0.042)",AlloSure
0.31,"0.667 (0.638, 0.638)","0.864 (0.852, 0.852)","0.297 (0.299, 0.299)","0.877 (0.865, 0.865)","0.054 (0.043, 0.043)",AlloSure
0.32,"0.667 (0.638, 0.638)","0.867 (0.856, 0.856)","0.295 (0.299, 0.299)","0.879 (0.868, 0.868)","0.055 (0.044, 0.044)",AlloSure
0.33,"0.667 (0.638, 0.638)","0.870 (0.859, 0.859)","0.291 (0.299, 0.299)","0.883 (0.871, 0.871)","0.056 (0.046, 0.046)",AlloSure
0.34,"0.667 (0.638, 0.638)","0.873 (0.863, 0.863)","0.287 (0.299, 0.299)","0.886 (0.875, 0.875)","0.056 (0.047, 0.047)",AlloSure
0.35000000000000003,"0.667 (0.638, 0.638)","0.875 (0.863, 0.863)","0.281 (0.299, 0.299)","0.888 (0.876, 0.876)","0.056 (0.049, 0.049)",AlloSure
0.36,"0.667 (0.638, 0.638)","0.878 (0.865, 0.865)","0.277 (0.299, 0.299)","0.891 (0.878, 0.878)","0.057 (0.050, 0.050)",AlloSure
0.37,"0.667 (0.638, 0.638)","0.881 (0.868, 0.868)","0.277 (0.299, 0.299)","0.894 (0.881, 0.881)","0.058 (0.052, 0.052)",AlloSure
0.38,"0.667 (0.638, 0.638)","0.882 (0.869, 0.869)","0.277 (0.299, 0.299)","0.895 (0.882, 0.882)","0.059 (0.052, 0.052)",AlloSure
0.39,"0.667 (0.638, 0.638)","0.885 (0.872, 0.872)","0.277 (0.299, 0.299)","0.898 (0.885, 0.885)","0.060 (0.053, 0.053)",AlloSure
0.4,"0.667 (0.638, 0.638)","0.886 (0.872, 0.872)","0.271 (0.271, 0.271)","0.900 (0.885, 0.885)","0.060 (0.049, 0.049)",AlloSure
0.41000000000000003,"0.667 (0.638, 0.638)","0.888 (0.874, 0.874)","0.271 (0.271, 0.271)","0.901 (0.886, 0.886)","0.061 (0.049, 0.049)",AlloSure
0.42,"0.667 (0.638, 0.638)","0.890 (0.877, 0.877)","0.271 (0.271, 0.271)","0.903 (0.888, 0.888)","0.062 (0.050, 0.050)",AlloSure
0.43,"0.667 (0.638, 0.638)","0.891 (0.878, 0.878)","0.271 (0.271, 0.271)","0.905 (0.890, 0.890)","0.063 (0.051, 0.051)",AlloSure
0.44,"0.667 (0.638, 0.638)","0.893 (0.880, 0.880)","0.267 (0.262, 0.262)","0.906 (0.892, 0.892)","0.063 (0.052, 0.052)",AlloSure
0.45,"0.667 (0.638, 0.638)","0.894 (0.882, 0.882)","0.250 (0.209, 0.209)","0.908 (0.894, 0.894)","0.060 (0.053, 0.053)",AlloSure
0.46,"0.667 (0.638, 0.638)","0.896 (0.885, 0.885)","0.250 (0.209, 0.209)","0.910 (0.896, 0.896)","0.061 (0.053, 0.053)",AlloSure
0.47000000000000003,"0.667 (0.638, 0.638)","0.898 (0.887, 0.887)","0.247 (0.209, 0.209)","0.912 (0.898, 0.898)","0.062 (0.053, 0.053)",AlloSure
0.48,"0.667 (0.638, 0.638)","0.900 (0.889, 0.889)","0.247 (0.209, 0.209)","0.914 (0.898, 0.898)","0.064 (0.054, 0.054)",AlloSure
0.49,"0.667 (0.638, 0.638)","0.901 (0.890, 0.890)","0.241 (0.209, 0.209)","0.915 (0.900, 0.900)","0.063 (0.055, 0.055)",AlloSure
0.5,"0.667 (0.638, 0.638)","0.902 (0.891, 0.891)","0.241 (0.209, 0.209)","0.916 (0.902, 0.902)","0.063 (0.055, 0.055)",AlloSure
0.51,"0.667 (0.638, 0.638)","0.903 (0.892, 0.892)","0.235 (0.203, 0.203)","0.918 (0.903, 0.903)","0.063 (0.056, 0.056)",AlloSure
0.52,"0.667 (0.638, 0.638)","0.905 (0.893, 0.893)","0.231 (0.200, 0.200)","0.919 (0.904, 0.904)","0.063 (0.052, 0.052)",AlloSure
0.53,"0.667 (0.638, 0.638)","0.906 (0.894, 0.894)","0.220 (0.187, 0.187)","0.921 (0.907, 0.907)","0.062 (0.048, 0.048)",AlloSure
0.54,"0.667 (0.638, 0.638)","0.908 (0.895, 0.895)","0.216 (0.187, 0.187)","0.923 (0.909, 0.909)","0.062 (0.049, 0.049)",AlloSure
0.55,"0.667 (0.638, 0.638)","0.909 (0.899, 0.899)","0.213 (0.187, 0.187)","0.924 (0.911, 0.911)","0.062 (0.050, 0.050)",AlloSure
0.56,"0.667 (0.638, 0.638)","0.911 (0.900, 0.900)","0.213 (0.187, 0.187)","0.926 (0.913, 0.913)","0.063 (0.050, 0.050)",AlloSure
0.5700000000000001,"0.667 (0.638, 0.638)","0.912 (0.901, 0.901)","0.213 (0.187, 0.187)","0.927 (0.914, 0.914)","0.064 (0.051, 0.051)",AlloSure
0.58,"0.667 (0.638, 0.638)","0.913 (0.902, 0.902)","0.213 (0.187, 0.187)","0.928 (0.914, 0.914)","0.065 (0.051, 0.051)",AlloSure
0.59,"0.667 (0.638, 0.638)","0.914 (0.902, 0.902)","0.209 (0.187, 0.187)","0.929 (0.916, 0.916)","0.065 (0.052, 0.052)",AlloSure
0.6,"0.667 (0.638, 0.638)","0.915 (0.904, 0.904)","0.203 (0.187, 0.187)","0.930 (0.916, 0.916)","0.065 (0.050, 0.050)",AlloSure
0.61,"0.667 (0.638, 0.638)","0.915 (0.906, 0.906)","0.203 (0.187, 0.187)","0.931 (0.917, 0.917)","0.065 (0.050, 0.050)",AlloSure
