Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.59,"0.580 (0.557, 0.557)","0.952 (0.950, 0.950)","0.044 (0.000, 0.000)","0.970 (0.969, 0.969)","0.041 (0.000, 0.000)",AlloSure
0.6,"0.580 (0.557, 0.557)","0.952 (0.950, 0.950)","0.044 (0.000, 0.000)","0.971 (0.969, 0.969)","0.043 (0.000, 0.000)",AlloSure
0.61,"0.580 (0.557, 0.557)","0.953 (0.951, 0.951)","0.044 (0.000, 0.000)","0.971 (0.970, 0.970)","0.044 (0.000, 0.000)",AlloSure
0.62,"0.580 (0.557, 0.557)","0.953 (0.952, 0.952)","0.044 (0.000, 0.000)","0.972 (0.970, 0.970)","0.044 (0.000, 0.000)",AlloSure
0.63,"0.580 (0.557, 0.557)","0.953 (0.952, 0.952)","0.044 (0.000, 0.000)","0.972 (0.970, 0.970)","0.044 (0.000, 0.000)",AlloSure
0.64,"0.580 (0.557, 0.557)","0.954 (0.952, 0.952)","0.044 (0.000, 0.000)","0.972 (0.971, 0.971)","0.047 (0.000, 0.000)",AlloSure
0.65,"0.580 (0.557, 0.557)","0.955 (0.952, 0.952)","0.044 (0.000, 0.000)","0.973 (0.972, 0.972)","0.047 (0.000, 0.000)",AlloSure
0.66,"0.580 (0.557, 0.557)","0.955 (0.954, 0.954)","0.036 (0.000, 0.000)","0.973 (0.972, 0.972)","0.039 (0.000, 0.000)",AlloSure
0.67,"0.580 (0.557, 0.557)","0.956 (0.954, 0.954)","0.036 (0.000, 0.000)","0.974 (0.973, 0.973)","0.040 (0.000, 0.000)",AlloSure
0.68,"0.580 (0.557, 0.557)","0.956 (0.954, 0.954)","0.036 (0.000, 0.000)","0.974 (0.973, 0.973)","0.042 (0.000, 0.000)",AlloSure
0.6900000000000001,"0.580 (0.557, 0.557)","0.957 (0.954, 0.954)","0.036 (0.000, 0.000)","0.976 (0.974, 0.974)","0.046 (0.000, 0.000)",AlloSure
0.7000000000000001,"0.580 (0.557, 0.557)","0.958 (0.954, 0.954)","0.036 (0.000, 0.000)","0.976 (0.975, 0.975)","0.046 (0.000, 0.000)",AlloSure
0.71,"0.580 (0.557, 0.557)","0.958 (0.954, 0.954)","0.036 (0.000, 0.000)","0.977 (0.975, 0.975)","0.046 (0.000, 0.000)",AlloSure
0.72,"0.580 (0.557, 0.557)","0.958 (0.954, 0.954)","0.036 (0.000, 0.000)","0.977 (0.975, 0.975)","0.046 (0.000, 0.000)",AlloSure
0.73,"0.580 (0.557, 0.557)","0.959 (0.954, 0.954)","0.036 (0.000, 0.000)","0.977 (0.975, 0.975)","0.048 (0.000, 0.000)",AlloSure
0.74,"0.580 (0.557, 0.557)","0.959 (0.954, 0.954)","0.036 (0.000, 0.000)","0.977 (0.975, 0.975)","0.048 (0.000, 0.000)",AlloSure
0.75,"0.580 (0.557, 0.557)","0.959 (0.956, 0.956)","0.036 (0.000, 0.000)","0.978 (0.975, 0.975)","0.048 (0.000, 0.000)",AlloSure
0.76,"0.580 (0.557, 0.557)","0.960 (0.957, 0.957)","0.036 (0.000, 0.000)","0.978 (0.975, 0.975)","0.048 (0.000, 0.000)",AlloSure
0.77,"0.580 (0.557, 0.557)","0.959 (0.957, 0.957)","0.028 (0.000, 0.000)","0.978 (0.975, 0.975)","0.034 (0.000, 0.000)",AlloSure
0.78,"0.580 (0.557, 0.557)","0.959 (0.957, 0.957)","0.028 (0.000, 0.000)","0.978 (0.975, 0.975)","0.034 (0.000, 0.000)",AlloSure
0.79,"0.580 (0.557, 0.557)","0.960 (0.958, 0.958)","0.028 (0.000, 0.000)","0.979 (0.976, 0.976)","0.035 (0.000, 0.000)",AlloSure
0.8,"0.580 (0.557, 0.557)","0.961 (0.959, 0.959)","0.028 (0.000, 0.000)","0.979 (0.976, 0.976)","0.038 (0.000, 0.000)",AlloSure
0.81,"0.580 (0.557, 0.557)","0.961 (0.960, 0.960)","0.028 (0.000, 0.000)","0.980 (0.977, 0.977)","0.039 (0.000, 0.000)",AlloSure
0.8200000000000001,"0.580 (0.557, 0.557)","0.962 (0.960, 0.960)","0.028 (0.000, 0.000)","0.981 (0.978, 0.978)","0.040 (0.000, 0.000)",AlloSure
0.8300000000000001,"0.580 (0.557, 0.557)","0.962 (0.961, 0.961)","0.028 (0.000, 0.000)","0.981 (0.979, 0.979)","0.040 (0.000, 0.000)",AlloSure
0.84,"0.580 (0.557, 0.557)","0.963 (0.961, 0.961)","0.028 (0.000, 0.000)","0.981 (0.980, 0.980)","0.041 (0.000, 0.000)",AlloSure
0.85,"0.580 (0.557, 0.557)","0.963 (0.962, 0.962)","0.028 (0.000, 0.000)","0.982 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.86,"0.580 (0.557, 0.557)","0.963 (0.962, 0.962)","0.028 (0.000, 0.000)","0.982 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.87,"0.580 (0.557, 0.557)","0.964 (0.964, 0.964)","0.028 (0.000, 0.000)","0.983 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.88,"0.580 (0.557, 0.557)","0.964 (0.965, 0.965)","0.028 (0.000, 0.000)","0.983 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.89,"0.580 (0.557, 0.557)","0.964 (0.965, 0.965)","0.028 (0.000, 0.000)","0.983 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.9,"0.580 (0.557, 0.557)","0.964 (0.965, 0.965)","0.028 (0.000, 0.000)","0.983 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.91,"0.580 (0.557, 0.557)","0.964 (0.965, 0.965)","0.028 (0.000, 0.000)","0.983 (0.981, 0.981)","0.042 (0.000, 0.000)",AlloSure
0.92,"0.580 (0.557, 0.557)","0.965 (0.967, 0.967)","0.028 (0.000, 0.000)","0.984 (0.981, 0.981)","0.045 (0.000, 0.000)",AlloSure
0.93,"0.580 (0.557, 0.557)","0.965 (0.967, 0.967)","0.028 (0.000, 0.000)","0.984 (0.981, 0.981)","0.045 (0.000, 0.000)",AlloSure
0.9400000000000001,"0.580 (0.557, 0.557)","0.966 (0.967, 0.967)","0.028 (0.000, 0.000)","0.985 (0.981, 0.981)","0.045 (0.000, 0.000)",AlloSure
0.9500000000000001,"0.580 (0.557, 0.557)","0.966 (0.968, 0.968)","0.028 (0.000, 0.000)","0.985 (0.982, 0.982)","0.045 (0.000, 0.000)",AlloSure
0.96,"0.580 (0.557, 0.557)","0.966 (0.968, 0.968)","0.028 (0.000, 0.000)","0.985 (0.983, 0.983)","0.045 (0.000, 0.000)",AlloSure
0.97,"0.580 (0.557, 0.557)","0.966 (0.968, 0.968)","0.028 (0.000, 0.000)","0.985 (0.983, 0.983)","0.045 (0.000, 0.000)",AlloSure
0.98,"0.580 (0.557, 0.557)","0.966 (0.968, 0.968)","0.028 (0.000, 0.000)","0.985 (0.983, 0.983)","0.045 (0.000, 0.000)",AlloSure
0.99,"0.580 (0.557, 0.557)","0.967 (0.968, 0.968)","0.028 (0.000, 0.000)","0.986 (0.984, 0.984)","0.046 (0.000, 0.000)",AlloSure
1.0,"0.580 (0.557, 0.557)","0.967 (0.968, 0.968)","0.028 (0.000, 0.000)","0.986 (0.984, 0.984)","0.046 (0.000, 0.000)",AlloSure
1.01,"0.580 (0.557, 0.557)","0.967 (0.968, 0.968)","0.028 (0.000, 0.000)","0.986 (0.984, 0.984)","0.046 (0.000, 0.000)",AlloSure
20.0,"0.543 (0.478, 0.478)","0.171 (0.170, 0.170)","0.863 (0.857, 0.857)","0.157 (0.154, 0.154)","0.020 (0.018, 0.018)",AlloMap
21.0,"0.543 (0.478, 0.478)","0.196 (0.191, 0.191)","0.815 (0.750, 0.750)","0.184 (0.175, 0.175)","0.020 (0.016, 0.016)",AlloMap
22.0,"0.543 (0.478, 0.478)","0.223 (0.213, 0.213)","0.778 (0.750, 0.750)","0.212 (0.198, 0.198)","0.019 (0.016, 0.016)",AlloMap
23.0,"0.543 (0.478, 0.478)","0.260 (0.246, 0.246)","0.762 (0.750, 0.750)","0.250 (0.232, 0.232)","0.020 (0.017, 0.017)",AlloMap
24.0,"0.543 (0.478, 0.478)","0.293 (0.274, 0.274)","0.721 (0.688, 0.688)","0.285 (0.267, 0.267)","0.019 (0.016, 0.016)",AlloMap
25.0,"0.543 (0.478, 0.478)","0.332 (0.315, 0.315)","0.701 (0.625, 0.625)","0.325 (0.308, 0.308)","0.020 (0.016, 0.016)",AlloMap
26.0,"0.543 (0.478, 0.478)","0.378 (0.363, 0.363)","0.648 (0.562, 0.562)","0.373 (0.357, 0.357)","0.020 (0.017, 0.017)",AlloMap
27.0,"0.543 (0.478, 0.478)","0.427 (0.403, 0.403)","0.601 (0.438, 0.438)","0.424 (0.397, 0.397)","0.020 (0.018, 0.018)",AlloMap
28.0,"0.543 (0.478, 0.478)","0.480 (0.455, 0.455)","0.546 (0.375, 0.375)","0.479 (0.451, 0.451)","0.020 (0.018, 0.018)",AlloMap
29.0,"0.543 (0.478, 0.478)","0.543 (0.517, 0.517)","0.506 (0.360, 0.360)","0.544 (0.515, 0.515)","0.021 (0.020, 0.020)",AlloMap
30.0,"0.543 (0.478, 0.478)","0.597 (0.580, 0.580)","0.477 (0.360, 0.360)","0.600 (0.580, 0.580)","0.023 (0.019, 0.019)",AlloMap
31.0,"0.543 (0.478, 0.478)","0.658 (0.641, 0.641)","0.426 (0.320, 0.320)","0.663 (0.644, 0.644)","0.024 (0.017, 0.017)",AlloMap
32.0,"0.543 (0.478, 0.478)","0.714 (0.703, 0.703)","0.357 (0.296, 0.296)","0.722 (0.708, 0.708)","0.025 (0.017, 0.017)",AlloMap
33.0,"0.543 (0.478, 0.478)","0.772 (0.756, 0.756)","0.327 (0.250, 0.250)","0.781 (0.762, 0.762)","0.028 (0.021, 0.021)",AlloMap
34.0,"0.543 (0.478, 0.478)","0.825 (0.818, 0.818)","0.276 (0.214, 0.214)","0.836 (0.824, 0.824)","0.031 (0.023, 0.023)",AlloMap
35.0,"0.543 (0.478, 0.478)","0.871 (0.864, 0.864)","0.209 (0.143, 0.143)","0.884 (0.879, 0.879)","0.034 (0.022, 0.022)",AlloMap
36.0,"0.543 (0.478, 0.478)","0.912 (0.905, 0.905)","0.139 (0.071, 0.071)","0.928 (0.920, 0.920)","0.035 (0.019, 0.019)",AlloMap
37.0,"0.543 (0.478, 0.478)","0.944 (0.940, 0.940)","0.079 (0.062, 0.062)","0.961 (0.960, 0.960)","0.034 (0.021, 0.021)",AlloMap
38.0,"0.543 (0.478, 0.478)","0.967 (0.967, 0.967)","0.032 (0.000, 0.000)","0.986 (0.983, 0.983)","0.047 (0.000, 0.000)",AlloMap
39.0,"0.543 (0.478, 0.478)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",AlloMap
0.0,"0.546 (0.483, 0.483)","0.020 (0.016, 0.016)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.020 (0.016, 0.016)",Logistic Regression
0.01,"0.546 (0.483, 0.483)","0.020 (0.016, 0.016)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.020 (0.016, 0.016)",Logistic Regression
0.02,"0.546 (0.483, 0.483)","0.511 (0.489, 0.489)","0.538 (0.375, 0.375)","0.511 (0.485, 0.485)","0.021 (0.019, 0.019)",Logistic Regression
0.03,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.04,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.05,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.06,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.07,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.08,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.09,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.1,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.11,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.12,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.13,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.14,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.546 (0.483, 0.483)","0.980 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
