Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.15,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Model
0.16,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","1.000 (0.999, 0.999)","0.100 (0.000, 0.000)",Model
0.17,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Model
0.18,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.19,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.2,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.21,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.22,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.23,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.24,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.25,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.26,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.27,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.28,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.29,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.3,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.31,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.32,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.33,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.34,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.35000000000000003,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.36,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.37,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.38,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.39,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.4,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.41000000000000003,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.42,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.43,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.44,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.45,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.46,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.47000000000000003,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.48,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.49,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.51,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.52,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.53,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.54,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.55,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.56,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.641 (0.631, 0.631)","0.975 (0.974, 0.974)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.672 (0.656, 0.656)","0.066 (0.058, 0.058)","0.975 (0.975, 0.975)","0.043 (0.042, 0.042)","0.025 (0.024, 0.024)",AlloSure
0.01,"0.672 (0.656, 0.656)","0.131 (0.127, 0.127)","0.942 (0.919, 0.919)","0.110 (0.108, 0.108)","0.026 (0.024, 0.024)",AlloSure
0.02,"0.672 (0.656, 0.656)","0.213 (0.211, 0.211)","0.910 (0.871, 0.871)","0.195 (0.192, 0.192)","0.028 (0.025, 0.025)",AlloSure
0.03,"0.672 (0.656, 0.656)","0.302 (0.291, 0.291)","0.891 (0.850, 0.850)","0.287 (0.273, 0.273)","0.030 (0.029, 0.029)",AlloSure
0.04,"0.672 (0.656, 0.656)","0.377 (0.368, 0.368)","0.790 (0.774, 0.774)","0.367 (0.354, 0.354)","0.030 (0.026, 0.026)",AlloSure
0.05,"0.672 (0.656, 0.656)","0.446 (0.432, 0.432)","0.763 (0.758, 0.758)","0.438 (0.421, 0.421)","0.033 (0.026, 0.026)",AlloSure
0.06,"0.672 (0.656, 0.656)","0.502 (0.492, 0.492)","0.702 (0.721, 0.721)","0.497 (0.484, 0.484)","0.034 (0.026, 0.026)",AlloSure
0.07,"0.672 (0.656, 0.656)","0.554 (0.542, 0.542)","0.688 (0.677, 0.677)","0.551 (0.536, 0.536)","0.037 (0.030, 0.030)",AlloSure
0.08,"0.672 (0.656, 0.656)","0.597 (0.587, 0.587)","0.642 (0.605, 0.605)","0.596 (0.584, 0.584)","0.038 (0.031, 0.031)",AlloSure
0.09,"0.672 (0.656, 0.656)","0.636 (0.629, 0.629)","0.606 (0.581, 0.581)","0.637 (0.626, 0.626)","0.040 (0.033, 0.033)",AlloSure
0.1,"0.672 (0.656, 0.656)","0.667 (0.654, 0.654)","0.580 (0.577, 0.577)","0.669 (0.652, 0.652)","0.042 (0.032, 0.032)",AlloSure
0.11,"0.672 (0.656, 0.656)","0.690 (0.677, 0.677)","0.572 (0.565, 0.565)","0.693 (0.679, 0.679)","0.045 (0.033, 0.033)",AlloSure
0.12,"0.672 (0.656, 0.656)","0.709 (0.695, 0.695)","0.564 (0.548, 0.548)","0.713 (0.700, 0.700)","0.047 (0.035, 0.035)",AlloSure
0.13,"0.672 (0.656, 0.656)","0.727 (0.713, 0.713)","0.556 (0.532, 0.532)","0.732 (0.719, 0.719)","0.049 (0.038, 0.038)",AlloSure
0.14,"0.672 (0.656, 0.656)","0.741 (0.730, 0.730)","0.531 (0.500, 0.500)","0.746 (0.734, 0.734)","0.049 (0.036, 0.036)",AlloSure
0.15,"0.672 (0.656, 0.656)","0.755 (0.743, 0.743)","0.518 (0.488, 0.488)","0.761 (0.749, 0.749)","0.051 (0.037, 0.037)",AlloSure
0.16,"0.672 (0.656, 0.656)","0.768 (0.758, 0.758)","0.510 (0.484, 0.484)","0.775 (0.760, 0.760)","0.054 (0.040, 0.040)",AlloSure
0.17,"0.672 (0.656, 0.656)","0.778 (0.769, 0.769)","0.491 (0.442, 0.442)","0.785 (0.772, 0.772)","0.054 (0.039, 0.039)",AlloSure
0.18,"0.672 (0.656, 0.656)","0.787 (0.777, 0.777)","0.473 (0.442, 0.442)","0.795 (0.781, 0.781)","0.055 (0.037, 0.037)",AlloSure
0.19,"0.672 (0.656, 0.656)","0.796 (0.786, 0.786)","0.464 (0.442, 0.442)","0.805 (0.791, 0.791)","0.056 (0.039, 0.039)",AlloSure
0.2,"0.672 (0.656, 0.656)","0.807 (0.799, 0.799)","0.459 (0.442, 0.442)","0.816 (0.804, 0.804)","0.059 (0.038, 0.038)",AlloSure
0.21,"0.672 (0.656, 0.656)","0.812 (0.803, 0.803)","0.414 (0.372, 0.372)","0.822 (0.810, 0.810)","0.055 (0.037, 0.037)",AlloSure
0.22,"0.672 (0.656, 0.656)","0.817 (0.807, 0.807)","0.402 (0.326, 0.326)","0.828 (0.813, 0.813)","0.055 (0.038, 0.038)",AlloSure
0.23,"0.672 (0.656, 0.656)","0.824 (0.814, 0.814)","0.394 (0.326, 0.326)","0.835 (0.821, 0.821)","0.057 (0.036, 0.036)",AlloSure
0.24,"0.672 (0.656, 0.656)","0.830 (0.823, 0.823)","0.386 (0.326, 0.326)","0.841 (0.830, 0.830)","0.058 (0.037, 0.037)",AlloSure
0.25,"0.672 (0.656, 0.656)","0.834 (0.827, 0.827)","0.378 (0.326, 0.326)","0.846 (0.835, 0.835)","0.059 (0.035, 0.035)",AlloSure
0.26,"0.672 (0.656, 0.656)","0.839 (0.833, 0.833)","0.375 (0.326, 0.326)","0.851 (0.840, 0.840)","0.060 (0.035, 0.035)",AlloSure
0.27,"0.672 (0.656, 0.656)","0.843 (0.835, 0.835)","0.367 (0.326, 0.326)","0.855 (0.844, 0.844)","0.060 (0.037, 0.037)",AlloSure
0.28,"0.672 (0.656, 0.656)","0.846 (0.841, 0.841)","0.367 (0.326, 0.326)","0.858 (0.850, 0.850)","0.062 (0.037, 0.037)",AlloSure
0.29,"0.672 (0.656, 0.656)","0.849 (0.845, 0.845)","0.356 (0.326, 0.326)","0.862 (0.853, 0.853)","0.062 (0.038, 0.038)",AlloSure
0.3,"0.672 (0.656, 0.656)","0.853 (0.851, 0.851)","0.344 (0.302, 0.302)","0.865 (0.859, 0.859)","0.062 (0.039, 0.039)",AlloSure
0.31,"0.672 (0.656, 0.656)","0.855 (0.854, 0.854)","0.344 (0.302, 0.302)","0.868 (0.863, 0.863)","0.064 (0.040, 0.040)",AlloSure
0.32,"0.672 (0.656, 0.656)","0.858 (0.859, 0.859)","0.336 (0.302, 0.302)","0.871 (0.868, 0.868)","0.064 (0.040, 0.040)",AlloSure
0.33,"0.672 (0.656, 0.656)","0.861 (0.862, 0.862)","0.332 (0.279, 0.279)","0.875 (0.871, 0.871)","0.065 (0.041, 0.041)",AlloSure
0.34,"0.672 (0.656, 0.656)","0.864 (0.864, 0.864)","0.328 (0.279, 0.279)","0.877 (0.873, 0.873)","0.066 (0.042, 0.042)",AlloSure
0.35000000000000003,"0.672 (0.656, 0.656)","0.866 (0.867, 0.867)","0.325 (0.279, 0.279)","0.880 (0.876, 0.876)","0.066 (0.042, 0.042)",AlloSure
0.36,"0.672 (0.656, 0.656)","0.869 (0.869, 0.869)","0.325 (0.279, 0.279)","0.882 (0.878, 0.878)","0.068 (0.043, 0.043)",AlloSure
0.37,"0.672 (0.656, 0.656)","0.871 (0.872, 0.872)","0.325 (0.279, 0.279)","0.885 (0.881, 0.881)","0.069 (0.043, 0.043)",AlloSure
0.38,"0.672 (0.656, 0.656)","0.872 (0.873, 0.873)","0.325 (0.279, 0.279)","0.886 (0.883, 0.883)","0.070 (0.043, 0.043)",AlloSure
0.39,"0.672 (0.656, 0.656)","0.875 (0.876, 0.876)","0.325 (0.279, 0.279)","0.889 (0.886, 0.886)","0.072 (0.045, 0.045)",AlloSure
0.4,"0.672 (0.656, 0.656)","0.877 (0.876, 0.876)","0.316 (0.256, 0.256)","0.891 (0.886, 0.886)","0.071 (0.046, 0.046)",AlloSure
0.41000000000000003,"0.672 (0.656, 0.656)","0.878 (0.876, 0.876)","0.316 (0.256, 0.256)","0.893 (0.886, 0.886)","0.072 (0.048, 0.048)",AlloSure
0.42,"0.672 (0.656, 0.656)","0.880 (0.876, 0.876)","0.316 (0.256, 0.256)","0.894 (0.886, 0.886)","0.073 (0.048, 0.048)",AlloSure
0.43,"0.672 (0.656, 0.656)","0.882 (0.879, 0.879)","0.316 (0.256, 0.256)","0.896 (0.889, 0.889)","0.074 (0.050, 0.050)",AlloSure
0.44,"0.672 (0.656, 0.656)","0.884 (0.880, 0.880)","0.311 (0.256, 0.256)","0.898 (0.891, 0.891)","0.074 (0.051, 0.051)",AlloSure
0.45,"0.672 (0.656, 0.656)","0.885 (0.882, 0.882)","0.292 (0.233, 0.233)","0.900 (0.892, 0.892)","0.070 (0.046, 0.046)",AlloSure
0.46,"0.672 (0.656, 0.656)","0.886 (0.883, 0.883)","0.292 (0.233, 0.233)","0.902 (0.894, 0.894)","0.071 (0.047, 0.047)",AlloSure
0.47000000000000003,"0.672 (0.656, 0.656)","0.888 (0.887, 0.887)","0.284 (0.233, 0.233)","0.904 (0.898, 0.898)","0.072 (0.049, 0.049)",AlloSure
0.48,"0.672 (0.656, 0.656)","0.890 (0.889, 0.889)","0.284 (0.233, 0.233)","0.905 (0.900, 0.900)","0.073 (0.050, 0.050)",AlloSure
0.49,"0.672 (0.656, 0.656)","0.891 (0.891, 0.891)","0.276 (0.233, 0.233)","0.907 (0.902, 0.902)","0.071 (0.044, 0.044)",AlloSure
0.5,"0.672 (0.656, 0.656)","0.892 (0.893, 0.893)","0.276 (0.233, 0.233)","0.908 (0.904, 0.904)","0.072 (0.045, 0.045)",AlloSure
0.51,"0.672 (0.656, 0.656)","0.894 (0.894, 0.894)","0.267 (0.233, 0.233)","0.910 (0.906, 0.906)","0.071 (0.039, 0.039)",AlloSure
0.52,"0.672 (0.656, 0.656)","0.895 (0.897, 0.897)","0.264 (0.233, 0.233)","0.911 (0.908, 0.908)","0.071 (0.039, 0.039)",AlloSure
0.53,"0.672 (0.656, 0.656)","0.897 (0.897, 0.897)","0.251 (0.226, 0.226)","0.913 (0.908, 0.908)","0.069 (0.033, 0.033)",AlloSure
0.54,"0.672 (0.656, 0.656)","0.898 (0.899, 0.899)","0.246 (0.226, 0.226)","0.915 (0.911, 0.911)","0.069 (0.034, 0.034)",AlloSure
0.55,"0.672 (0.656, 0.656)","0.900 (0.902, 0.902)","0.243 (0.210, 0.210)","0.917 (0.914, 0.914)","0.069 (0.035, 0.035)",AlloSure
0.56,"0.672 (0.656, 0.656)","0.902 (0.902, 0.902)","0.243 (0.210, 0.210)","0.919 (0.914, 0.914)","0.071 (0.036, 0.036)",AlloSure
0.5700000000000001,"0.672 (0.656, 0.656)","0.903 (0.903, 0.903)","0.243 (0.210, 0.210)","0.920 (0.915, 0.915)","0.071 (0.037, 0.037)",AlloSure
0.58,"0.672 (0.656, 0.656)","0.904 (0.904, 0.904)","0.243 (0.210, 0.210)","0.921 (0.916, 0.916)","0.072 (0.038, 0.038)",AlloSure
0.59,"0.672 (0.656, 0.656)","0.905 (0.905, 0.905)","0.239 (0.209, 0.209)","0.922 (0.918, 0.918)","0.072 (0.038, 0.038)",AlloSure
0.6,"0.672 (0.656, 0.656)","0.906 (0.906, 0.906)","0.231 (0.186, 0.186)","0.923 (0.921, 0.921)","0.070 (0.039, 0.039)",AlloSure
0.61,"0.672 (0.656, 0.656)","0.907 (0.907, 0.907)","0.231 (0.186, 0.186)","0.924 (0.922, 0.922)","0.071 (0.039, 0.039)",AlloSure
