Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.6,"0.673 (0.638, 0.638)","0.875 (0.867, 0.867)","0.269 (0.292, 0.292)","0.897 (0.890, 0.890)","0.097 (0.087, 0.087)",AlloSure
0.61,"0.673 (0.638, 0.638)","0.875 (0.868, 0.868)","0.269 (0.292, 0.292)","0.898 (0.891, 0.891)","0.098 (0.087, 0.087)",AlloSure
0.62,"0.673 (0.638, 0.638)","0.875 (0.870, 0.870)","0.252 (0.250, 0.250)","0.898 (0.893, 0.893)","0.092 (0.086, 0.086)",AlloSure
0.63,"0.673 (0.638, 0.638)","0.875 (0.870, 0.870)","0.252 (0.250, 0.250)","0.898 (0.893, 0.893)","0.092 (0.087, 0.087)",AlloSure
0.64,"0.673 (0.638, 0.638)","0.876 (0.870, 0.870)","0.244 (0.250, 0.250)","0.899 (0.893, 0.893)","0.089 (0.088, 0.088)",AlloSure
0.65,"0.673 (0.638, 0.638)","0.877 (0.872, 0.872)","0.244 (0.250, 0.250)","0.900 (0.895, 0.895)","0.089 (0.088, 0.088)",AlloSure
0.66,"0.673 (0.638, 0.638)","0.878 (0.874, 0.874)","0.244 (0.250, 0.250)","0.902 (0.897, 0.897)","0.091 (0.089, 0.089)",AlloSure
0.67,"0.673 (0.638, 0.638)","0.879 (0.874, 0.874)","0.244 (0.250, 0.250)","0.903 (0.897, 0.897)","0.092 (0.090, 0.090)",AlloSure
0.68,"0.673 (0.638, 0.638)","0.880 (0.874, 0.874)","0.244 (0.250, 0.250)","0.904 (0.897, 0.897)","0.094 (0.091, 0.091)",AlloSure
0.6900000000000001,"0.673 (0.638, 0.638)","0.882 (0.875, 0.875)","0.244 (0.250, 0.250)","0.905 (0.897, 0.897)","0.095 (0.094, 0.094)",AlloSure
0.7000000000000001,"0.673 (0.638, 0.638)","0.883 (0.875, 0.875)","0.244 (0.250, 0.250)","0.906 (0.899, 0.899)","0.096 (0.094, 0.094)",AlloSure
0.71,"0.673 (0.638, 0.638)","0.884 (0.875, 0.875)","0.244 (0.250, 0.250)","0.907 (0.899, 0.899)","0.097 (0.095, 0.095)",AlloSure
0.72,"0.673 (0.638, 0.638)","0.884 (0.875, 0.875)","0.235 (0.208, 0.208)","0.908 (0.899, 0.899)","0.095 (0.085, 0.085)",AlloSure
0.73,"0.673 (0.638, 0.638)","0.885 (0.877, 0.877)","0.235 (0.208, 0.208)","0.909 (0.900, 0.900)","0.096 (0.086, 0.086)",AlloSure
0.74,"0.673 (0.638, 0.638)","0.886 (0.877, 0.877)","0.235 (0.208, 0.208)","0.910 (0.900, 0.900)","0.096 (0.086, 0.086)",AlloSure
0.75,"0.673 (0.638, 0.638)","0.887 (0.877, 0.877)","0.235 (0.208, 0.208)","0.911 (0.900, 0.900)","0.097 (0.088, 0.088)",AlloSure
0.76,"0.673 (0.638, 0.638)","0.887 (0.877, 0.877)","0.235 (0.208, 0.208)","0.911 (0.900, 0.900)","0.098 (0.088, 0.088)",AlloSure
0.77,"0.673 (0.638, 0.638)","0.887 (0.877, 0.877)","0.227 (0.167, 0.167)","0.912 (0.900, 0.900)","0.095 (0.071, 0.071)",AlloSure
0.78,"0.673 (0.638, 0.638)","0.889 (0.877, 0.877)","0.227 (0.167, 0.167)","0.913 (0.900, 0.900)","0.097 (0.073, 0.073)",AlloSure
0.79,"0.673 (0.638, 0.638)","0.890 (0.877, 0.877)","0.227 (0.167, 0.167)","0.915 (0.900, 0.900)","0.100 (0.073, 0.073)",AlloSure
0.8,"0.673 (0.638, 0.638)","0.891 (0.877, 0.877)","0.227 (0.167, 0.167)","0.915 (0.900, 0.900)","0.100 (0.075, 0.075)",AlloSure
0.81,"0.673 (0.638, 0.638)","0.891 (0.877, 0.877)","0.227 (0.167, 0.167)","0.916 (0.900, 0.900)","0.101 (0.075, 0.075)",AlloSure
0.8200000000000001,"0.673 (0.638, 0.638)","0.892 (0.879, 0.879)","0.220 (0.167, 0.167)","0.917 (0.902, 0.902)","0.099 (0.078, 0.078)",AlloSure
0.8300000000000001,"0.673 (0.638, 0.638)","0.893 (0.879, 0.879)","0.220 (0.167, 0.167)","0.918 (0.902, 0.902)","0.101 (0.078, 0.078)",AlloSure
0.84,"0.673 (0.638, 0.638)","0.894 (0.879, 0.879)","0.220 (0.167, 0.167)","0.919 (0.902, 0.902)","0.101 (0.078, 0.078)",AlloSure
0.85,"0.673 (0.638, 0.638)","0.894 (0.879, 0.879)","0.220 (0.167, 0.167)","0.919 (0.902, 0.902)","0.101 (0.078, 0.078)",AlloSure
0.86,"0.673 (0.638, 0.638)","0.895 (0.879, 0.879)","0.220 (0.167, 0.167)","0.920 (0.902, 0.902)","0.104 (0.082, 0.082)",AlloSure
0.87,"0.673 (0.638, 0.638)","0.896 (0.880, 0.880)","0.220 (0.167, 0.167)","0.921 (0.904, 0.904)","0.105 (0.085, 0.085)",AlloSure
0.88,"0.673 (0.638, 0.638)","0.897 (0.882, 0.882)","0.220 (0.167, 0.167)","0.922 (0.906, 0.906)","0.105 (0.085, 0.085)",AlloSure
0.89,"0.673 (0.638, 0.638)","0.898 (0.885, 0.885)","0.220 (0.167, 0.167)","0.923 (0.909, 0.909)","0.107 (0.089, 0.089)",AlloSure
0.9,"0.673 (0.638, 0.638)","0.898 (0.885, 0.885)","0.220 (0.167, 0.167)","0.923 (0.909, 0.909)","0.107 (0.089, 0.089)",AlloSure
0.91,"0.673 (0.638, 0.638)","0.899 (0.885, 0.885)","0.220 (0.167, 0.167)","0.924 (0.909, 0.909)","0.107 (0.089, 0.089)",AlloSure
0.92,"0.673 (0.638, 0.638)","0.899 (0.887, 0.887)","0.220 (0.167, 0.167)","0.925 (0.911, 0.911)","0.108 (0.089, 0.089)",AlloSure
0.93,"0.673 (0.638, 0.638)","0.900 (0.887, 0.887)","0.220 (0.167, 0.167)","0.926 (0.911, 0.911)","0.109 (0.091, 0.091)",AlloSure
0.9400000000000001,"0.673 (0.638, 0.638)","0.902 (0.887, 0.887)","0.220 (0.167, 0.167)","0.927 (0.911, 0.911)","0.111 (0.093, 0.093)",AlloSure
0.9500000000000001,"0.673 (0.638, 0.638)","0.902 (0.887, 0.887)","0.220 (0.167, 0.167)","0.927 (0.911, 0.911)","0.112 (0.093, 0.093)",AlloSure
0.96,"0.673 (0.638, 0.638)","0.903 (0.887, 0.887)","0.220 (0.167, 0.167)","0.929 (0.911, 0.911)","0.113 (0.100, 0.100)",AlloSure
0.97,"0.673 (0.638, 0.638)","0.904 (0.889, 0.889)","0.211 (0.167, 0.167)","0.930 (0.913, 0.913)","0.109 (0.100, 0.100)",AlloSure
0.98,"0.673 (0.638, 0.638)","0.904 (0.889, 0.889)","0.203 (0.167, 0.167)","0.930 (0.913, 0.913)","0.105 (0.100, 0.100)",AlloSure
0.99,"0.673 (0.638, 0.638)","0.905 (0.889, 0.889)","0.203 (0.167, 0.167)","0.931 (0.913, 0.913)","0.106 (0.103, 0.103)",AlloSure
1.0,"0.673 (0.638, 0.638)","0.906 (0.891, 0.891)","0.203 (0.167, 0.167)","0.932 (0.915, 0.915)","0.108 (0.105, 0.105)",AlloSure
1.01,"0.673 (0.638, 0.638)","0.906 (0.891, 0.891)","0.203 (0.167, 0.167)","0.932 (0.915, 0.915)","0.108 (0.105, 0.105)",AlloSure
0.0,"0.646 (0.607, 0.607)","0.036 (0.035, 0.035)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.035, 0.035)",Logistic Regression
0.01,"0.646 (0.607, 0.607)","0.036 (0.035, 0.035)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.035, 0.035)",Logistic Regression
0.02,"0.646 (0.607, 0.607)","0.044 (0.042, 0.042)","0.971 (0.957, 0.957)","0.009 (0.009, 0.009)","0.036 (0.034, 0.034)",Logistic Regression
0.03,"0.646 (0.607, 0.607)","0.256 (0.246, 0.246)","0.805 (0.783, 0.783)","0.234 (0.220, 0.220)","0.039 (0.036, 0.036)",Logistic Regression
0.04,"0.646 (0.607, 0.607)","0.847 (0.838, 0.838)","0.388 (0.391, 0.391)","0.864 (0.856, 0.856)","0.102 (0.100, 0.100)",Logistic Regression
0.05,"0.646 (0.607, 0.607)","0.928 (0.921, 0.921)","0.133 (0.083, 0.083)","0.958 (0.947, 0.947)","0.114 (0.111, 0.111)",Logistic Regression
0.06,"0.646 (0.607, 0.607)","0.942 (0.937, 0.937)","0.093 (0.059, 0.059)","0.974 (0.965, 0.965)","0.114 (0.043, 0.043)",Logistic Regression
0.07,"0.646 (0.607, 0.607)","0.946 (0.944, 0.944)","0.055 (0.000, 0.000)","0.980 (0.970, 0.970)","0.093 (0.000, 0.000)",Logistic Regression
0.08,"0.646 (0.607, 0.607)","0.951 (0.948, 0.948)","0.047 (0.000, 0.000)","0.985 (0.981, 0.981)","0.084 (0.000, 0.000)",Logistic Regression
0.09,"0.646 (0.607, 0.607)","0.953 (0.953, 0.953)","0.047 (0.000, 0.000)","0.987 (0.984, 0.984)","0.101 (0.000, 0.000)",Logistic Regression
0.1,"0.646 (0.607, 0.607)","0.956 (0.954, 0.954)","0.047 (0.000, 0.000)","0.989 (0.989, 0.989)","0.111 (0.000, 0.000)",Logistic Regression
0.11,"0.646 (0.607, 0.607)","0.957 (0.956, 0.956)","0.040 (0.000, 0.000)","0.991 (0.990, 0.990)","0.122 (0.000, 0.000)",Logistic Regression
0.12,"0.646 (0.607, 0.607)","0.959 (0.957, 0.957)","0.040 (0.000, 0.000)","0.993 (0.990, 0.990)","0.150 (0.000, 0.000)",Logistic Regression
0.13,"0.646 (0.607, 0.607)","0.960 (0.957, 0.957)","0.040 (0.000, 0.000)","0.994 (0.992, 0.992)","0.157 (0.000, 0.000)",Logistic Regression
0.14,"0.646 (0.607, 0.607)","0.960 (0.956, 0.956)","0.015 (0.000, 0.000)","0.996 (0.995, 0.995)","0.080 (0.000, 0.000)",Logistic Regression
0.15,"0.646 (0.607, 0.607)","0.960 (0.956, 0.956)","0.015 (0.000, 0.000)","0.996 (0.995, 0.995)","0.080 (0.000, 0.000)",Logistic Regression
0.16,"0.646 (0.607, 0.607)","0.961 (0.957, 0.957)","0.015 (0.000, 0.000)","0.996 (0.995, 0.995)","0.080 (0.000, 0.000)",Logistic Regression
0.17,"0.646 (0.607, 0.607)","0.961 (0.957, 0.957)","0.000 (0.000, 0.000)","0.997 (0.996, 0.996)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.646 (0.607, 0.607)","0.961 (0.957, 0.957)","0.000 (0.000, 0.000)","0.997 (0.996, 0.996)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.646 (0.607, 0.607)","0.962 (0.957, 0.957)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.646 (0.607, 0.607)","0.963 (0.957, 0.957)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.646 (0.607, 0.607)","0.963 (0.959, 0.959)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.98,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.99,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.0,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.01,"0.646 (0.607, 0.607)","0.964 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.0,"0.645 (0.605, 0.605)","0.036 (0.035, 0.035)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.035, 0.035)",Logistic Regression w/ rej
0.01,"0.645 (0.605, 0.605)","0.036 (0.035, 0.035)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.036 (0.035, 0.035)",Logistic Regression w/ rej
0.02,"0.645 (0.605, 0.605)","0.041 (0.042, 0.042)","0.971 (0.957, 0.957)","0.006 (0.005, 0.005)","0.035 (0.034, 0.034)",Logistic Regression w/ rej
0.03,"0.645 (0.605, 0.605)","0.226 (0.219, 0.219)","0.822 (0.792, 0.792)","0.203 (0.193, 0.193)","0.038 (0.034, 0.034)",Logistic Regression w/ rej
0.04,"0.645 (0.605, 0.605)","0.842 (0.826, 0.826)","0.387 (0.304, 0.304)","0.858 (0.847, 0.847)","0.097 (0.075, 0.075)",Logistic Regression w/ rej
0.05,"0.645 (0.605, 0.605)","0.931 (0.924, 0.924)","0.116 (0.059, 0.059)","0.961 (0.950, 0.950)","0.103 (0.091, 0.091)",Logistic Regression w/ rej
0.06,"0.645 (0.605, 0.605)","0.944 (0.940, 0.940)","0.076 (0.042, 0.042)","0.977 (0.966, 0.966)","0.103 (0.043, 0.043)",Logistic Regression w/ rej
0.07,"0.645 (0.605, 0.605)","0.950 (0.946, 0.946)","0.055 (0.000, 0.000)","0.983 (0.979, 0.979)","0.101 (0.000, 0.000)",Logistic Regression w/ rej
0.08,"0.645 (0.605, 0.605)","0.953 (0.951, 0.951)","0.047 (0.000, 0.000)","0.987 (0.984, 0.984)","0.095 (0.000, 0.000)",Logistic Regression w/ rej
0.09,"0.645 (0.605, 0.605)","0.956 (0.954, 0.954)","0.047 (0.000, 0.000)","0.989 (0.989, 0.989)","0.111 (0.000, 0.000)",Logistic Regression w/ rej
0.1,"0.645 (0.605, 0.605)","0.958 (0.957, 0.957)","0.040 (0.000, 0.000)","0.992 (0.990, 0.990)","0.136 (0.000, 0.000)",Logistic Regression w/ rej
0.11,"0.645 (0.605, 0.605)","0.960 (0.957, 0.957)","0.040 (0.000, 0.000)","0.994 (0.992, 0.992)","0.157 (0.000, 0.000)",Logistic Regression w/ rej
0.12,"0.645 (0.605, 0.605)","0.960 (0.956, 0.956)","0.015 (0.000, 0.000)","0.996 (0.995, 0.995)","0.080 (0.000, 0.000)",Logistic Regression w/ rej
