,Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Dataset
0,0.1,0.7693347785477211,0.9707367914695743,0.20437956204379562,0.9879498319534388,0.27586206896551724,Full Dataset
1,0.2,0.7693347785477211,0.9782730698308346,0.13503649635036497,0.9972128863021559,0.5211267605633803,Full Dataset
2,0.30000000000000004,0.7693347785477211,0.9781928966567787,0.08394160583941605,0.9982785474219198,0.5227272727272727,Full Dataset
3,0.4,0.7693347785477211,0.9789144552232822,0.06934306569343066,0.9993442085416837,0.7037037037037037,Full Dataset
4,0.5,0.7693347785477211,0.9787541088751703,0.04744525547445255,0.9996721042708419,0.7647058823529411,Full Dataset
5,0.1,0.7747719379313429,0.9746599093091491,0.2054794520547945,0.9899347116430903,0.28846153846153844,Test Dataset
6,0.2,0.7747719379313429,0.9815950920245399,0.1643835616438356,0.9978237214363439,0.6,Test Dataset
7,0.30000000000000004,0.7747719379313429,0.9815950920245399,0.1095890410958904,0.998911860718172,0.6666666666666666,Test Dataset
8,0.4,0.7747719379313429,0.9815950920245399,0.0958904109589041,0.999183895538629,0.7,Test Dataset
9,0.5,0.7747719379313429,0.9815950920245399,0.0684931506849315,0.999727965179543,0.8333333333333334,Test Dataset
