Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.55,"0.666 (0.612, 0.612)","0.900 (0.894, 0.894)","0.241 (0.231, 0.231)","0.917 (0.911, 0.911)","0.070 (0.063, 0.063)",AlloSure
0.56,"0.666 (0.612, 0.612)","0.902 (0.895, 0.895)","0.241 (0.231, 0.231)","0.919 (0.913, 0.913)","0.072 (0.065, 0.065)",AlloSure
0.5700000000000001,"0.666 (0.612, 0.612)","0.903 (0.897, 0.897)","0.241 (0.231, 0.231)","0.920 (0.915, 0.915)","0.073 (0.065, 0.065)",AlloSure
0.58,"0.666 (0.612, 0.612)","0.904 (0.898, 0.898)","0.241 (0.231, 0.231)","0.921 (0.915, 0.915)","0.074 (0.067, 0.067)",AlloSure
0.59,"0.666 (0.612, 0.612)","0.905 (0.898, 0.898)","0.237 (0.231, 0.231)","0.923 (0.915, 0.915)","0.074 (0.068, 0.068)",AlloSure
0.6,"0.666 (0.612, 0.612)","0.906 (0.899, 0.899)","0.227 (0.222, 0.222)","0.924 (0.916, 0.916)","0.072 (0.069, 0.069)",AlloSure
0.61,"0.666 (0.612, 0.612)","0.907 (0.901, 0.901)","0.227 (0.222, 0.222)","0.925 (0.918, 0.918)","0.073 (0.070, 0.070)",AlloSure
0.62,"0.666 (0.612, 0.612)","0.908 (0.901, 0.901)","0.213 (0.200, 0.200)","0.925 (0.918, 0.918)","0.070 (0.063, 0.063)",AlloSure
0.63,"0.666 (0.612, 0.612)","0.908 (0.901, 0.901)","0.213 (0.200, 0.200)","0.926 (0.918, 0.918)","0.070 (0.063, 0.063)",AlloSure
0.64,"0.666 (0.612, 0.612)","0.909 (0.902, 0.902)","0.209 (0.200, 0.200)","0.927 (0.919, 0.919)","0.069 (0.064, 0.064)",AlloSure
0.65,"0.666 (0.612, 0.612)","0.910 (0.903, 0.903)","0.209 (0.200, 0.200)","0.928 (0.919, 0.919)","0.070 (0.064, 0.064)",AlloSure
0.66,"0.666 (0.612, 0.612)","0.910 (0.904, 0.904)","0.204 (0.200, 0.200)","0.929 (0.920, 0.920)","0.070 (0.065, 0.065)",AlloSure
0.67,"0.666 (0.612, 0.612)","0.911 (0.905, 0.905)","0.204 (0.200, 0.200)","0.930 (0.921, 0.921)","0.070 (0.066, 0.066)",AlloSure
0.68,"0.666 (0.612, 0.612)","0.912 (0.906, 0.906)","0.204 (0.200, 0.200)","0.930 (0.922, 0.922)","0.071 (0.067, 0.067)",AlloSure
0.6900000000000001,"0.666 (0.612, 0.612)","0.914 (0.907, 0.907)","0.204 (0.200, 0.200)","0.932 (0.926, 0.926)","0.073 (0.070, 0.070)",AlloSure
0.7000000000000001,"0.666 (0.612, 0.612)","0.915 (0.907, 0.907)","0.204 (0.200, 0.200)","0.933 (0.927, 0.927)","0.074 (0.070, 0.070)",AlloSure
0.71,"0.666 (0.612, 0.612)","0.916 (0.910, 0.910)","0.204 (0.200, 0.200)","0.935 (0.929, 0.929)","0.076 (0.071, 0.071)",AlloSure
0.72,"0.666 (0.612, 0.612)","0.917 (0.910, 0.910)","0.199 (0.200, 0.200)","0.936 (0.929, 0.929)","0.075 (0.073, 0.073)",AlloSure
0.73,"0.666 (0.612, 0.612)","0.918 (0.910, 0.910)","0.194 (0.189, 0.189)","0.937 (0.929, 0.929)","0.075 (0.066, 0.066)",AlloSure
0.74,"0.666 (0.612, 0.612)","0.918 (0.910, 0.910)","0.194 (0.189, 0.189)","0.937 (0.931, 0.931)","0.075 (0.067, 0.067)",AlloSure
0.75,"0.666 (0.612, 0.612)","0.919 (0.912, 0.912)","0.194 (0.189, 0.189)","0.938 (0.933, 0.933)","0.076 (0.068, 0.068)",AlloSure
0.76,"0.666 (0.612, 0.612)","0.920 (0.913, 0.913)","0.194 (0.189, 0.189)","0.939 (0.934, 0.934)","0.077 (0.070, 0.070)",AlloSure
0.77,"0.666 (0.612, 0.612)","0.920 (0.914, 0.914)","0.190 (0.180, 0.180)","0.939 (0.934, 0.934)","0.076 (0.070, 0.070)",AlloSure
0.78,"0.666 (0.612, 0.612)","0.921 (0.915, 0.915)","0.190 (0.180, 0.180)","0.940 (0.936, 0.936)","0.077 (0.071, 0.071)",AlloSure
0.79,"0.666 (0.612, 0.612)","0.922 (0.917, 0.917)","0.190 (0.180, 0.180)","0.941 (0.937, 0.937)","0.078 (0.073, 0.073)",AlloSure
0.8,"0.666 (0.612, 0.612)","0.923 (0.919, 0.919)","0.190 (0.180, 0.180)","0.942 (0.939, 0.939)","0.079 (0.075, 0.075)",AlloSure
0.81,"0.666 (0.612, 0.612)","0.924 (0.919, 0.919)","0.190 (0.180, 0.180)","0.943 (0.940, 0.940)","0.080 (0.076, 0.076)",AlloSure
0.8200000000000001,"0.666 (0.612, 0.612)","0.924 (0.920, 0.920)","0.185 (0.179, 0.179)","0.943 (0.941, 0.941)","0.079 (0.077, 0.077)",AlloSure
0.8300000000000001,"0.666 (0.612, 0.612)","0.925 (0.922, 0.922)","0.185 (0.179, 0.179)","0.944 (0.942, 0.942)","0.080 (0.079, 0.079)",AlloSure
0.84,"0.666 (0.612, 0.612)","0.925 (0.922, 0.922)","0.185 (0.179, 0.179)","0.945 (0.942, 0.942)","0.080 (0.079, 0.079)",AlloSure
0.85,"0.666 (0.612, 0.612)","0.926 (0.923, 0.923)","0.185 (0.179, 0.179)","0.945 (0.944, 0.944)","0.081 (0.082, 0.082)",AlloSure
0.86,"0.666 (0.612, 0.612)","0.927 (0.923, 0.923)","0.185 (0.179, 0.179)","0.946 (0.946, 0.946)","0.082 (0.083, 0.083)",AlloSure
0.87,"0.666 (0.612, 0.612)","0.928 (0.924, 0.924)","0.185 (0.179, 0.179)","0.947 (0.946, 0.946)","0.083 (0.083, 0.083)",AlloSure
0.88,"0.666 (0.612, 0.612)","0.928 (0.924, 0.924)","0.185 (0.179, 0.179)","0.948 (0.946, 0.946)","0.084 (0.083, 0.083)",AlloSure
0.89,"0.666 (0.612, 0.612)","0.929 (0.925, 0.925)","0.185 (0.179, 0.179)","0.948 (0.947, 0.947)","0.085 (0.085, 0.085)",AlloSure
0.9,"0.666 (0.612, 0.612)","0.930 (0.926, 0.926)","0.185 (0.179, 0.179)","0.949 (0.947, 0.947)","0.086 (0.086, 0.086)",AlloSure
0.91,"0.666 (0.612, 0.612)","0.930 (0.926, 0.926)","0.185 (0.179, 0.179)","0.949 (0.948, 0.948)","0.087 (0.087, 0.087)",AlloSure
0.92,"0.666 (0.612, 0.612)","0.931 (0.927, 0.927)","0.185 (0.179, 0.179)","0.950 (0.949, 0.949)","0.088 (0.088, 0.088)",AlloSure
0.93,"0.666 (0.612, 0.612)","0.932 (0.927, 0.927)","0.185 (0.179, 0.179)","0.951 (0.950, 0.950)","0.089 (0.090, 0.090)",AlloSure
0.9400000000000001,"0.666 (0.612, 0.612)","0.932 (0.928, 0.928)","0.185 (0.179, 0.179)","0.952 (0.950, 0.950)","0.090 (0.090, 0.090)",AlloSure
0.9500000000000001,"0.666 (0.612, 0.612)","0.933 (0.929, 0.929)","0.185 (0.179, 0.179)","0.952 (0.950, 0.950)","0.091 (0.090, 0.090)",AlloSure
0.96,"0.666 (0.612, 0.612)","0.934 (0.929, 0.929)","0.185 (0.179, 0.179)","0.953 (0.950, 0.950)","0.093 (0.091, 0.091)",AlloSure
0.97,"0.666 (0.612, 0.612)","0.934 (0.930, 0.930)","0.181 (0.178, 0.178)","0.953 (0.950, 0.950)","0.091 (0.091, 0.091)",AlloSure
0.98,"0.666 (0.612, 0.612)","0.935 (0.930, 0.930)","0.177 (0.160, 0.160)","0.954 (0.951, 0.951)","0.091 (0.081, 0.081)",AlloSure
0.99,"0.666 (0.612, 0.612)","0.935 (0.931, 0.931)","0.177 (0.160, 0.160)","0.955 (0.952, 0.952)","0.092 (0.083, 0.083)",AlloSure
1.0,"0.666 (0.612, 0.612)","0.936 (0.931, 0.931)","0.177 (0.160, 0.160)","0.955 (0.953, 0.953)","0.093 (0.084, 0.084)",AlloSure
1.01,"0.666 (0.612, 0.612)","0.936 (0.931, 0.931)","0.177 (0.160, 0.160)","0.956 (0.954, 0.954)","0.094 (0.085, 0.085)",AlloSure
20.0,"0.578 (0.546, 0.546)","0.112 (0.099, 0.099)","0.895 (0.892, 0.892)","0.092 (0.082, 0.082)","0.025 (0.024, 0.024)",AlloMap
21.0,"0.578 (0.546, 0.546)","0.128 (0.117, 0.117)","0.879 (0.867, 0.867)","0.109 (0.100, 0.100)","0.025 (0.023, 0.023)",AlloMap
22.0,"0.578 (0.546, 0.546)","0.149 (0.139, 0.139)","0.856 (0.838, 0.838)","0.131 (0.124, 0.124)","0.025 (0.024, 0.024)",AlloMap
23.0,"0.578 (0.546, 0.546)","0.172 (0.159, 0.159)","0.842 (0.825, 0.825)","0.155 (0.145, 0.145)","0.025 (0.024, 0.024)",AlloMap
24.0,"0.578 (0.546, 0.546)","0.196 (0.186, 0.186)","0.824 (0.800, 0.800)","0.180 (0.172, 0.172)","0.025 (0.024, 0.024)",AlloMap
25.0,"0.578 (0.546, 0.546)","0.226 (0.215, 0.215)","0.814 (0.775, 0.775)","0.211 (0.202, 0.202)","0.026 (0.024, 0.024)",AlloMap
26.0,"0.578 (0.546, 0.546)","0.264 (0.252, 0.252)","0.784 (0.757, 0.757)","0.251 (0.240, 0.240)","0.026 (0.025, 0.025)",AlloMap
27.0,"0.578 (0.546, 0.546)","0.308 (0.298, 0.298)","0.751 (0.730, 0.730)","0.297 (0.289, 0.289)","0.027 (0.024, 0.024)",AlloMap
28.0,"0.578 (0.546, 0.546)","0.357 (0.348, 0.348)","0.722 (0.676, 0.676)","0.347 (0.338, 0.338)","0.028 (0.025, 0.025)",AlloMap
29.0,"0.578 (0.546, 0.546)","0.413 (0.399, 0.399)","0.681 (0.622, 0.622)","0.406 (0.391, 0.391)","0.029 (0.025, 0.025)",AlloMap
30.0,"0.578 (0.546, 0.546)","0.472 (0.466, 0.466)","0.660 (0.622, 0.622)","0.467 (0.462, 0.462)","0.031 (0.027, 0.027)",AlloMap
31.0,"0.578 (0.546, 0.546)","0.539 (0.530, 0.530)","0.599 (0.595, 0.595)","0.538 (0.528, 0.528)","0.032 (0.029, 0.029)",AlloMap
32.0,"0.578 (0.546, 0.546)","0.606 (0.592, 0.592)","0.540 (0.514, 0.514)","0.607 (0.593, 0.593)","0.034 (0.033, 0.033)",AlloMap
33.0,"0.578 (0.546, 0.546)","0.675 (0.667, 0.667)","0.477 (0.432, 0.432)","0.680 (0.670, 0.670)","0.037 (0.035, 0.035)",AlloMap
34.0,"0.578 (0.546, 0.546)","0.742 (0.731, 0.731)","0.375 (0.356, 0.356)","0.752 (0.738, 0.738)","0.038 (0.033, 0.033)",AlloMap
35.0,"0.578 (0.546, 0.546)","0.810 (0.801, 0.801)","0.292 (0.267, 0.267)","0.823 (0.812, 0.812)","0.042 (0.032, 0.032)",AlloMap
36.0,"0.578 (0.546, 0.546)","0.872 (0.863, 0.863)","0.215 (0.179, 0.179)","0.889 (0.879, 0.879)","0.050 (0.035, 0.035)",AlloMap
37.0,"0.578 (0.546, 0.546)","0.923 (0.918, 0.918)","0.106 (0.080, 0.080)","0.944 (0.936, 0.936)","0.046 (0.047, 0.047)",AlloMap
38.0,"0.578 (0.546, 0.546)","0.961 (0.958, 0.958)","0.046 (0.027, 0.027)","0.984 (0.981, 0.981)","0.076 (0.043, 0.043)",AlloMap
39.0,"0.578 (0.546, 0.546)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",AlloMap
0.0,"0.628 (0.579, 0.579)","0.025 (0.024, 0.024)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.025 (0.024, 0.024)",Logistic Regression
0.01,"0.628 (0.579, 0.579)","0.025 (0.024, 0.024)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.025 (0.024, 0.024)",Logistic Regression
0.02,"0.628 (0.579, 0.579)","0.114 (0.101, 0.101)","0.895 (0.867, 0.867)","0.094 (0.082, 0.082)","0.025 (0.024, 0.024)",Logistic Regression
0.03,"0.628 (0.579, 0.579)","0.931 (0.925, 0.925)","0.200 (0.200, 0.200)","0.950 (0.947, 0.947)","0.093 (0.091, 0.091)",Logistic Regression
0.04,"0.628 (0.579, 0.579)","0.961 (0.957, 0.957)","0.081 (0.075, 0.075)","0.984 (0.979, 0.979)","0.114 (0.105, 0.105)",Logistic Regression
0.05,"0.628 (0.579, 0.579)","0.966 (0.964, 0.964)","0.047 (0.040, 0.040)","0.990 (0.987, 0.987)","0.114 (0.087, 0.087)",Logistic Regression
0.06,"0.628 (0.579, 0.579)","0.969 (0.968, 0.968)","0.043 (0.026, 0.026)","0.993 (0.990, 0.990)","0.170 (0.091, 0.091)",Logistic Regression
0.07,"0.628 (0.579, 0.579)","0.971 (0.971, 0.971)","0.029 (0.000, 0.000)","0.995 (0.993, 0.993)","0.120 (0.000, 0.000)",Logistic Regression
0.08,"0.628 (0.579, 0.579)","0.972 (0.972, 0.972)","0.029 (0.000, 0.000)","0.996 (0.996, 0.996)","0.132 (0.000, 0.000)",Logistic Regression
0.09,"0.628 (0.579, 0.579)","0.972 (0.972, 0.972)","0.015 (0.000, 0.000)","0.997 (0.997, 0.997)","0.083 (0.000, 0.000)",Logistic Regression
0.1,"0.628 (0.579, 0.579)","0.973 (0.972, 0.972)","0.010 (0.000, 0.000)","0.998 (0.997, 0.997)","0.089 (0.000, 0.000)",Logistic Regression
0.11,"0.628 (0.579, 0.579)","0.973 (0.972, 0.972)","0.000 (0.000, 0.000)","0.998 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.12,"0.628 (0.579, 0.579)","0.974 (0.972, 0.972)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.13,"0.628 (0.579, 0.579)","0.974 (0.972, 0.972)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.14,"0.628 (0.579, 0.579)","0.974 (0.972, 0.972)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.628 (0.579, 0.579)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.628 (0.579, 0.579)","0.975 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
