Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.62,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.006 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.63,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.033 (0.000, 0.000)",Model
0.64,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.003 (0.000, 0.000)","1.000 (1.000, 1.000)","0.033 (0.000, 0.000)",Model
0.65,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.696 (0.691, 0.691)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.668 (0.636, 0.636)","0.064 (0.059, 0.059)","0.974 (0.959, 0.959)","0.043 (0.040, 0.040)","0.023 (0.020, 0.020)",AlloSure
0.01,"0.668 (0.636, 0.636)","0.128 (0.120, 0.120)","0.946 (0.938, 0.938)","0.110 (0.103, 0.103)","0.024 (0.021, 0.021)",AlloSure
0.02,"0.668 (0.636, 0.636)","0.212 (0.192, 0.192)","0.918 (0.907, 0.907)","0.196 (0.178, 0.178)","0.025 (0.022, 0.022)",AlloSure
0.03,"0.668 (0.636, 0.636)","0.302 (0.284, 0.284)","0.885 (0.852, 0.852)","0.289 (0.271, 0.271)","0.028 (0.024, 0.024)",AlloSure
0.04,"0.668 (0.636, 0.636)","0.381 (0.369, 0.369)","0.785 (0.721, 0.721)","0.372 (0.359, 0.359)","0.028 (0.023, 0.023)",AlloSure
0.05,"0.668 (0.636, 0.636)","0.453 (0.439, 0.439)","0.753 (0.721, 0.721)","0.447 (0.433, 0.433)","0.030 (0.025, 0.025)",AlloSure
0.06,"0.668 (0.636, 0.636)","0.514 (0.495, 0.495)","0.697 (0.667, 0.667)","0.510 (0.490, 0.490)","0.032 (0.028, 0.028)",AlloSure
0.07,"0.668 (0.636, 0.636)","0.563 (0.546, 0.546)","0.672 (0.628, 0.628)","0.561 (0.544, 0.544)","0.034 (0.030, 0.030)",AlloSure
0.08,"0.668 (0.636, 0.636)","0.606 (0.590, 0.590)","0.617 (0.602, 0.602)","0.606 (0.591, 0.591)","0.035 (0.032, 0.032)",AlloSure
0.09,"0.668 (0.636, 0.636)","0.644 (0.632, 0.632)","0.596 (0.566, 0.566)","0.645 (0.633, 0.633)","0.037 (0.033, 0.033)",AlloSure
0.1,"0.668 (0.636, 0.636)","0.674 (0.660, 0.660)","0.575 (0.525, 0.525)","0.676 (0.662, 0.662)","0.039 (0.035, 0.035)",AlloSure
0.11,"0.668 (0.636, 0.636)","0.698 (0.688, 0.688)","0.565 (0.525, 0.525)","0.701 (0.691, 0.691)","0.041 (0.035, 0.035)",AlloSure
0.12,"0.668 (0.636, 0.636)","0.717 (0.707, 0.707)","0.555 (0.505, 0.505)","0.721 (0.711, 0.711)","0.043 (0.036, 0.036)",AlloSure
0.13,"0.668 (0.636, 0.636)","0.735 (0.723, 0.723)","0.547 (0.505, 0.505)","0.739 (0.729, 0.729)","0.046 (0.036, 0.036)",AlloSure
0.14,"0.668 (0.636, 0.636)","0.749 (0.737, 0.737)","0.517 (0.480, 0.480)","0.754 (0.742, 0.742)","0.046 (0.036, 0.036)",AlloSure
0.15,"0.668 (0.636, 0.636)","0.763 (0.750, 0.750)","0.506 (0.449, 0.449)","0.769 (0.756, 0.756)","0.048 (0.038, 0.038)",AlloSure
0.16,"0.668 (0.636, 0.636)","0.776 (0.764, 0.764)","0.500 (0.449, 0.449)","0.782 (0.771, 0.771)","0.050 (0.038, 0.038)",AlloSure
0.17,"0.668 (0.636, 0.636)","0.786 (0.777, 0.777)","0.482 (0.449, 0.449)","0.792 (0.785, 0.785)","0.050 (0.040, 0.040)",AlloSure
0.18,"0.668 (0.636, 0.636)","0.795 (0.789, 0.789)","0.456 (0.405, 0.405)","0.803 (0.798, 0.798)","0.050 (0.041, 0.041)",AlloSure
0.19,"0.668 (0.636, 0.636)","0.804 (0.797, 0.797)","0.446 (0.376, 0.376)","0.812 (0.805, 0.805)","0.052 (0.043, 0.043)",AlloSure
0.2,"0.668 (0.636, 0.636)","0.813 (0.805, 0.805)","0.442 (0.364, 0.364)","0.822 (0.813, 0.813)","0.054 (0.042, 0.042)",AlloSure
0.21,"0.668 (0.636, 0.636)","0.820 (0.810, 0.810)","0.408 (0.336, 0.336)","0.829 (0.818, 0.818)","0.052 (0.041, 0.041)",AlloSure
0.22,"0.668 (0.636, 0.636)","0.825 (0.814, 0.814)","0.384 (0.308, 0.308)","0.835 (0.823, 0.823)","0.051 (0.040, 0.040)",AlloSure
0.23,"0.668 (0.636, 0.636)","0.832 (0.824, 0.824)","0.375 (0.308, 0.308)","0.842 (0.832, 0.832)","0.052 (0.041, 0.041)",AlloSure
0.24,"0.668 (0.636, 0.636)","0.837 (0.828, 0.828)","0.363 (0.308, 0.308)","0.848 (0.839, 0.839)","0.052 (0.039, 0.039)",AlloSure
0.25,"0.668 (0.636, 0.636)","0.841 (0.832, 0.832)","0.359 (0.308, 0.308)","0.852 (0.843, 0.843)","0.053 (0.038, 0.038)",AlloSure
0.26,"0.668 (0.636, 0.636)","0.846 (0.838, 0.838)","0.350 (0.284, 0.284)","0.857 (0.849, 0.849)","0.054 (0.035, 0.035)",AlloSure
0.27,"0.668 (0.636, 0.636)","0.850 (0.842, 0.842)","0.339 (0.284, 0.284)","0.861 (0.853, 0.853)","0.054 (0.036, 0.036)",AlloSure
0.28,"0.668 (0.636, 0.636)","0.854 (0.844, 0.844)","0.332 (0.271, 0.271)","0.865 (0.857, 0.857)","0.054 (0.038, 0.038)",AlloSure
0.29,"0.668 (0.636, 0.636)","0.857 (0.847, 0.847)","0.323 (0.271, 0.271)","0.869 (0.859, 0.859)","0.054 (0.040, 0.040)",AlloSure
0.3,"0.668 (0.636, 0.636)","0.859 (0.849, 0.849)","0.310 (0.271, 0.271)","0.872 (0.861, 0.861)","0.053 (0.041, 0.041)",AlloSure
0.31,"0.668 (0.636, 0.636)","0.862 (0.851, 0.851)","0.310 (0.271, 0.271)","0.875 (0.863, 0.863)","0.055 (0.041, 0.041)",AlloSure
0.32,"0.668 (0.636, 0.636)","0.865 (0.856, 0.856)","0.307 (0.242, 0.242)","0.877 (0.869, 0.869)","0.055 (0.039, 0.039)",AlloSure
0.33,"0.668 (0.636, 0.636)","0.868 (0.858, 0.858)","0.303 (0.242, 0.242)","0.881 (0.871, 0.871)","0.056 (0.041, 0.041)",AlloSure
0.34,"0.668 (0.636, 0.636)","0.871 (0.860, 0.860)","0.299 (0.242, 0.242)","0.884 (0.874, 0.874)","0.057 (0.041, 0.041)",AlloSure
0.35000000000000003,"0.668 (0.636, 0.636)","0.873 (0.862, 0.862)","0.293 (0.238, 0.238)","0.886 (0.876, 0.876)","0.057 (0.041, 0.041)",AlloSure
0.36,"0.668 (0.636, 0.636)","0.877 (0.866, 0.866)","0.291 (0.238, 0.238)","0.890 (0.880, 0.880)","0.058 (0.043, 0.043)",AlloSure
0.37,"0.668 (0.636, 0.636)","0.879 (0.868, 0.868)","0.291 (0.238, 0.238)","0.892 (0.881, 0.881)","0.059 (0.045, 0.045)",AlloSure
0.38,"0.668 (0.636, 0.636)","0.881 (0.869, 0.869)","0.291 (0.238, 0.238)","0.894 (0.884, 0.884)","0.060 (0.045, 0.045)",AlloSure
0.39,"0.668 (0.636, 0.636)","0.883 (0.871, 0.871)","0.291 (0.238, 0.238)","0.897 (0.886, 0.886)","0.062 (0.047, 0.047)",AlloSure
0.4,"0.668 (0.636, 0.636)","0.885 (0.872, 0.872)","0.283 (0.215, 0.215)","0.898 (0.887, 0.887)","0.061 (0.046, 0.046)",AlloSure
0.41000000000000003,"0.668 (0.636, 0.636)","0.886 (0.875, 0.875)","0.283 (0.215, 0.215)","0.900 (0.890, 0.890)","0.062 (0.047, 0.047)",AlloSure
0.42,"0.668 (0.636, 0.636)","0.888 (0.877, 0.877)","0.283 (0.215, 0.215)","0.902 (0.891, 0.891)","0.062 (0.048, 0.048)",AlloSure
0.43,"0.668 (0.636, 0.636)","0.890 (0.877, 0.877)","0.283 (0.215, 0.215)","0.903 (0.891, 0.891)","0.064 (0.048, 0.048)",AlloSure
0.44,"0.668 (0.636, 0.636)","0.891 (0.879, 0.879)","0.278 (0.215, 0.215)","0.905 (0.894, 0.894)","0.064 (0.050, 0.050)",AlloSure
0.45,"0.668 (0.636, 0.636)","0.893 (0.880, 0.880)","0.260 (0.205, 0.205)","0.907 (0.896, 0.896)","0.061 (0.048, 0.048)",AlloSure
0.46,"0.668 (0.636, 0.636)","0.895 (0.881, 0.881)","0.260 (0.205, 0.205)","0.909 (0.897, 0.897)","0.062 (0.049, 0.049)",AlloSure
0.47000000000000003,"0.668 (0.636, 0.636)","0.897 (0.884, 0.884)","0.257 (0.205, 0.205)","0.911 (0.899, 0.899)","0.063 (0.050, 0.050)",AlloSure
0.48,"0.668 (0.636, 0.636)","0.898 (0.885, 0.885)","0.257 (0.205, 0.205)","0.913 (0.901, 0.901)","0.064 (0.051, 0.051)",AlloSure
0.49,"0.668 (0.636, 0.636)","0.899 (0.887, 0.887)","0.254 (0.205, 0.205)","0.914 (0.902, 0.902)","0.064 (0.051, 0.051)",AlloSure
0.5,"0.668 (0.636, 0.636)","0.901 (0.888, 0.888)","0.254 (0.205, 0.205)","0.915 (0.903, 0.903)","0.065 (0.052, 0.052)",AlloSure
0.51,"0.668 (0.636, 0.636)","0.902 (0.890, 0.890)","0.247 (0.205, 0.205)","0.917 (0.904, 0.904)","0.064 (0.052, 0.052)",AlloSure
0.52,"0.668 (0.636, 0.636)","0.903 (0.891, 0.891)","0.244 (0.196, 0.196)","0.918 (0.906, 0.906)","0.064 (0.050, 0.050)",AlloSure
0.53,"0.668 (0.636, 0.636)","0.905 (0.893, 0.893)","0.234 (0.196, 0.196)","0.920 (0.908, 0.908)","0.063 (0.051, 0.051)",AlloSure
0.54,"0.668 (0.636, 0.636)","0.907 (0.894, 0.894)","0.230 (0.196, 0.196)","0.922 (0.909, 0.909)","0.064 (0.052, 0.052)",AlloSure
0.55,"0.668 (0.636, 0.636)","0.908 (0.895, 0.895)","0.226 (0.196, 0.196)","0.923 (0.912, 0.912)","0.063 (0.049, 0.049)",AlloSure
0.56,"0.668 (0.636, 0.636)","0.910 (0.897, 0.897)","0.226 (0.196, 0.196)","0.925 (0.913, 0.913)","0.064 (0.050, 0.050)",AlloSure
0.5700000000000001,"0.668 (0.636, 0.636)","0.911 (0.899, 0.899)","0.226 (0.196, 0.196)","0.926 (0.915, 0.915)","0.065 (0.051, 0.051)",AlloSure
0.58,"0.668 (0.636, 0.636)","0.912 (0.901, 0.901)","0.226 (0.196, 0.196)","0.927 (0.916, 0.916)","0.066 (0.052, 0.052)",AlloSure
0.59,"0.668 (0.636, 0.636)","0.913 (0.901, 0.901)","0.224 (0.196, 0.196)","0.928 (0.917, 0.917)","0.066 (0.053, 0.053)",AlloSure
0.6,"0.668 (0.636, 0.636)","0.914 (0.903, 0.903)","0.217 (0.193, 0.193)","0.929 (0.917, 0.917)","0.065 (0.053, 0.053)",AlloSure
0.61,"0.668 (0.636, 0.636)","0.915 (0.903, 0.903)","0.217 (0.193, 0.193)","0.930 (0.918, 0.918)","0.066 (0.054, 0.054)",AlloSure
