Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.61,"0.668 (0.693, 0.693)","0.885 (0.874, 0.874)","0.252 (0.227, 0.227)","0.907 (0.898, 0.898)","0.088 (0.054, 0.054)",AlloSure
0.62,"0.668 (0.693, 0.693)","0.885 (0.873, 0.873)","0.237 (0.227, 0.227)","0.907 (0.898, 0.898)","0.084 (0.054, 0.054)",AlloSure
0.63,"0.668 (0.693, 0.693)","0.885 (0.874, 0.874)","0.237 (0.227, 0.227)","0.907 (0.900, 0.900)","0.084 (0.054, 0.054)",AlloSure
0.64,"0.668 (0.693, 0.693)","0.886 (0.874, 0.874)","0.228 (0.227, 0.227)","0.908 (0.900, 0.900)","0.081 (0.054, 0.054)",AlloSure
0.65,"0.668 (0.693, 0.693)","0.887 (0.876, 0.876)","0.228 (0.227, 0.227)","0.909 (0.902, 0.902)","0.083 (0.054, 0.054)",AlloSure
0.66,"0.668 (0.693, 0.693)","0.888 (0.876, 0.876)","0.228 (0.227, 0.227)","0.910 (0.902, 0.902)","0.084 (0.054, 0.054)",AlloSure
0.67,"0.668 (0.693, 0.693)","0.889 (0.876, 0.876)","0.228 (0.227, 0.227)","0.911 (0.902, 0.902)","0.084 (0.055, 0.055)",AlloSure
0.68,"0.668 (0.693, 0.693)","0.889 (0.878, 0.878)","0.228 (0.227, 0.227)","0.912 (0.904, 0.904)","0.085 (0.055, 0.055)",AlloSure
0.6900000000000001,"0.668 (0.693, 0.693)","0.891 (0.880, 0.880)","0.228 (0.227, 0.227)","0.914 (0.906, 0.906)","0.087 (0.056, 0.056)",AlloSure
0.7000000000000001,"0.668 (0.693, 0.693)","0.892 (0.884, 0.884)","0.228 (0.227, 0.227)","0.914 (0.907, 0.907)","0.088 (0.056, 0.056)",AlloSure
0.71,"0.668 (0.693, 0.693)","0.893 (0.886, 0.886)","0.228 (0.227, 0.227)","0.916 (0.909, 0.909)","0.089 (0.057, 0.057)",AlloSure
0.72,"0.668 (0.693, 0.693)","0.894 (0.886, 0.886)","0.222 (0.227, 0.227)","0.917 (0.909, 0.909)","0.088 (0.058, 0.058)",AlloSure
0.73,"0.668 (0.693, 0.693)","0.895 (0.886, 0.886)","0.222 (0.227, 0.227)","0.918 (0.909, 0.909)","0.089 (0.060, 0.060)",AlloSure
0.74,"0.668 (0.693, 0.693)","0.895 (0.887, 0.887)","0.222 (0.227, 0.227)","0.918 (0.909, 0.909)","0.090 (0.060, 0.060)",AlloSure
0.75,"0.668 (0.693, 0.693)","0.896 (0.887, 0.887)","0.222 (0.227, 0.227)","0.919 (0.910, 0.910)","0.091 (0.060, 0.060)",AlloSure
0.76,"0.668 (0.693, 0.693)","0.896 (0.887, 0.887)","0.222 (0.227, 0.227)","0.920 (0.911, 0.911)","0.091 (0.060, 0.060)",AlloSure
0.77,"0.668 (0.693, 0.693)","0.897 (0.887, 0.887)","0.215 (0.227, 0.227)","0.920 (0.913, 0.913)","0.088 (0.061, 0.061)",AlloSure
0.78,"0.668 (0.693, 0.693)","0.898 (0.890, 0.890)","0.215 (0.227, 0.227)","0.922 (0.914, 0.914)","0.089 (0.062, 0.062)",AlloSure
0.79,"0.668 (0.693, 0.693)","0.899 (0.890, 0.890)","0.215 (0.227, 0.227)","0.923 (0.917, 0.917)","0.090 (0.062, 0.062)",AlloSure
0.8,"0.668 (0.693, 0.693)","0.900 (0.890, 0.890)","0.215 (0.227, 0.227)","0.924 (0.917, 0.917)","0.091 (0.062, 0.062)",AlloSure
0.81,"0.668 (0.693, 0.693)","0.901 (0.890, 0.890)","0.215 (0.227, 0.227)","0.924 (0.917, 0.917)","0.092 (0.062, 0.062)",AlloSure
0.8200000000000001,"0.668 (0.693, 0.693)","0.901 (0.891, 0.891)","0.206 (0.227, 0.227)","0.925 (0.917, 0.917)","0.089 (0.063, 0.063)",AlloSure
0.8300000000000001,"0.668 (0.693, 0.693)","0.903 (0.893, 0.893)","0.206 (0.227, 0.227)","0.926 (0.918, 0.918)","0.090 (0.064, 0.064)",AlloSure
0.84,"0.668 (0.693, 0.693)","0.903 (0.893, 0.893)","0.206 (0.227, 0.227)","0.927 (0.920, 0.920)","0.090 (0.065, 0.065)",AlloSure
0.85,"0.668 (0.693, 0.693)","0.903 (0.893, 0.893)","0.206 (0.227, 0.227)","0.927 (0.920, 0.920)","0.091 (0.065, 0.065)",AlloSure
0.86,"0.668 (0.693, 0.693)","0.904 (0.897, 0.897)","0.206 (0.227, 0.227)","0.928 (0.920, 0.920)","0.092 (0.065, 0.065)",AlloSure
0.87,"0.668 (0.693, 0.693)","0.905 (0.898, 0.898)","0.206 (0.227, 0.227)","0.929 (0.921, 0.921)","0.094 (0.065, 0.065)",AlloSure
0.88,"0.668 (0.693, 0.693)","0.906 (0.898, 0.898)","0.206 (0.227, 0.227)","0.930 (0.921, 0.921)","0.094 (0.068, 0.068)",AlloSure
0.89,"0.668 (0.693, 0.693)","0.907 (0.899, 0.899)","0.206 (0.227, 0.227)","0.931 (0.922, 0.922)","0.096 (0.068, 0.068)",AlloSure
0.9,"0.668 (0.693, 0.693)","0.907 (0.899, 0.899)","0.206 (0.227, 0.227)","0.931 (0.924, 0.924)","0.096 (0.068, 0.068)",AlloSure
0.91,"0.668 (0.693, 0.693)","0.908 (0.900, 0.900)","0.206 (0.227, 0.227)","0.932 (0.924, 0.924)","0.098 (0.068, 0.068)",AlloSure
0.92,"0.668 (0.693, 0.693)","0.909 (0.900, 0.900)","0.206 (0.227, 0.227)","0.933 (0.924, 0.924)","0.098 (0.070, 0.070)",AlloSure
0.93,"0.668 (0.693, 0.693)","0.910 (0.900, 0.900)","0.206 (0.227, 0.227)","0.934 (0.924, 0.924)","0.099 (0.072, 0.072)",AlloSure
0.9400000000000001,"0.668 (0.693, 0.693)","0.911 (0.902, 0.902)","0.206 (0.227, 0.227)","0.935 (0.926, 0.926)","0.101 (0.075, 0.075)",AlloSure
0.9500000000000001,"0.668 (0.693, 0.693)","0.911 (0.902, 0.902)","0.206 (0.227, 0.227)","0.935 (0.928, 0.928)","0.101 (0.075, 0.075)",AlloSure
0.96,"0.668 (0.693, 0.693)","0.912 (0.903, 0.903)","0.206 (0.227, 0.227)","0.937 (0.929, 0.929)","0.103 (0.076, 0.076)",AlloSure
0.97,"0.668 (0.693, 0.693)","0.913 (0.907, 0.907)","0.200 (0.227, 0.227)","0.938 (0.929, 0.929)","0.102 (0.079, 0.079)",AlloSure
0.98,"0.668 (0.693, 0.693)","0.914 (0.910, 0.910)","0.195 (0.222, 0.222)","0.938 (0.930, 0.930)","0.101 (0.083, 0.083)",AlloSure
0.99,"0.668 (0.693, 0.693)","0.914 (0.910, 0.910)","0.195 (0.222, 0.222)","0.939 (0.931, 0.931)","0.101 (0.085, 0.085)",AlloSure
1.0,"0.668 (0.693, 0.693)","0.915 (0.911, 0.911)","0.195 (0.222, 0.222)","0.940 (0.932, 0.932)","0.103 (0.086, 0.086)",AlloSure
1.01,"0.668 (0.693, 0.693)","0.915 (0.911, 0.911)","0.195 (0.222, 0.222)","0.940 (0.932, 0.932)","0.103 (0.086, 0.086)",AlloSure
0.0,"0.638 (0.631, 0.631)","0.033 (0.028, 0.028)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.033 (0.028, 0.028)",Logistic Regression
0.01,"0.638 (0.631, 0.631)","0.033 (0.028, 0.028)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.033 (0.028, 0.028)",Logistic Regression
0.02,"0.638 (0.631, 0.631)","0.048 (0.038, 0.038)","0.960 (0.955, 0.955)","0.017 (0.010, 0.010)","0.033 (0.028, 0.028)",Logistic Regression
0.03,"0.638 (0.631, 0.631)","0.351 (0.321, 0.321)","0.753 (0.714, 0.714)","0.337 (0.309, 0.309)","0.039 (0.029, 0.029)",Logistic Regression
0.04,"0.638 (0.631, 0.631)","0.911 (0.902, 0.902)","0.233 (0.227, 0.227)","0.934 (0.927, 0.927)","0.112 (0.074, 0.074)",Logistic Regression
0.05,"0.638 (0.631, 0.631)","0.943 (0.939, 0.939)","0.104 (0.083, 0.083)","0.972 (0.968, 0.968)","0.130 (0.087, 0.087)",Logistic Regression
0.06,"0.638 (0.631, 0.631)","0.952 (0.949, 0.949)","0.074 (0.048, 0.048)","0.982 (0.978, 0.978)","0.149 (0.071, 0.071)",Logistic Regression
0.07,"0.638 (0.631, 0.631)","0.956 (0.957, 0.957)","0.051 (0.000, 0.000)","0.987 (0.985, 0.985)","0.120 (0.000, 0.000)",Logistic Regression
0.08,"0.638 (0.631, 0.631)","0.958 (0.958, 0.958)","0.051 (0.000, 0.000)","0.990 (0.987, 0.987)","0.167 (0.000, 0.000)",Logistic Regression
0.09,"0.638 (0.631, 0.631)","0.960 (0.959, 0.959)","0.038 (0.000, 0.000)","0.992 (0.991, 0.991)","0.119 (0.000, 0.000)",Logistic Regression
0.1,"0.638 (0.631, 0.631)","0.962 (0.959, 0.959)","0.038 (0.000, 0.000)","0.994 (0.993, 0.993)","0.143 (0.000, 0.000)",Logistic Regression
0.11,"0.638 (0.631, 0.631)","0.963 (0.959, 0.959)","0.018 (0.000, 0.000)","0.996 (0.995, 0.995)","0.080 (0.000, 0.000)",Logistic Regression
0.12,"0.638 (0.631, 0.631)","0.964 (0.960, 0.960)","0.018 (0.000, 0.000)","0.996 (0.995, 0.995)","0.100 (0.000, 0.000)",Logistic Regression
0.13,"0.638 (0.631, 0.631)","0.964 (0.960, 0.960)","0.009 (0.000, 0.000)","0.997 (0.996, 0.996)","0.067 (0.000, 0.000)",Logistic Regression
0.14,"0.638 (0.631, 0.631)","0.964 (0.960, 0.960)","0.000 (0.000, 0.000)","0.997 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.638 (0.631, 0.631)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.638 (0.631, 0.631)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.638 (0.631, 0.631)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.638 (0.631, 0.631)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.638 (0.631, 0.631)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.638 (0.631, 0.631)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.638 (0.631, 0.631)","0.965 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.638 (0.631, 0.631)","0.965 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.638 (0.631, 0.631)","0.965 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.638 (0.631, 0.631)","0.965 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.638 (0.631, 0.631)","0.966 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.98,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.99,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.0,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.01,"0.638 (0.631, 0.631)","0.967 (0.961, 0.961)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.0,"0.635 (0.624, 0.624)","0.033 (0.028, 0.028)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.033 (0.028, 0.028)",Logistic Regression w/ rej
0.01,"0.635 (0.624, 0.624)","0.033 (0.028, 0.028)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.033 (0.028, 0.028)",Logistic Regression w/ rej
0.02,"0.635 (0.624, 0.624)","0.048 (0.038, 0.038)","0.960 (0.955, 0.955)","0.017 (0.010, 0.010)","0.033 (0.028, 0.028)",Logistic Regression w/ rej
0.03,"0.635 (0.624, 0.624)","0.314 (0.287, 0.287)","0.766 (0.714, 0.714)","0.298 (0.273, 0.273)","0.037 (0.027, 0.027)",Logistic Regression w/ rej
0.04,"0.635 (0.624, 0.624)","0.911 (0.901, 0.901)","0.249 (0.238, 0.238)","0.933 (0.925, 0.925)","0.118 (0.086, 0.086)",Logistic Regression w/ rej
0.05,"0.635 (0.624, 0.624)","0.948 (0.945, 0.945)","0.088 (0.048, 0.048)","0.977 (0.974, 0.974)","0.144 (0.059, 0.059)",Logistic Regression w/ rej
0.06,"0.635 (0.624, 0.624)","0.955 (0.957, 0.957)","0.058 (0.000, 0.000)","0.986 (0.985, 0.985)","0.140 (0.000, 0.000)",Logistic Regression w/ rej
0.07,"0.635 (0.624, 0.624)","0.959 (0.958, 0.958)","0.051 (0.000, 0.000)","0.990 (0.989, 0.989)","0.167 (0.000, 0.000)",Logistic Regression w/ rej
0.08,"0.635 (0.624, 0.624)","0.961 (0.959, 0.959)","0.038 (0.000, 0.000)","0.993 (0.992, 0.992)","0.136 (0.000, 0.000)",Logistic Regression w/ rej
0.09,"0.635 (0.624, 0.624)","0.963 (0.959, 0.959)","0.018 (0.000, 0.000)","0.996 (0.995, 0.995)","0.080 (0.000, 0.000)",Logistic Regression w/ rej
0.1,"0.635 (0.624, 0.624)","0.964 (0.960, 0.960)","0.018 (0.000, 0.000)","0.997 (0.996, 0.996)","0.100 (0.000, 0.000)",Logistic Regression w/ rej
0.11,"0.635 (0.624, 0.624)","0.964 (0.960, 0.960)","0.009 (0.000, 0.000)","0.997 (0.997, 0.997)","0.067 (0.000, 0.000)",Logistic Regression w/ rej
0.12,"0.635 (0.624, 0.624)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
0.13,"0.635 (0.624, 0.624)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression w/ rej
