,Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Dataset
0,0.1,0.7720605613838156,0.9680109035516716,0.24452554744525548,0.9842610050004099,0.25868725868725867,Full Dataset
1,0.2,0.7720605613838156,0.9745049306502045,0.14963503649635038,0.9930322157553898,0.3253968253968254,Full Dataset
2,0.30000000000000004,0.7720605613838156,0.9771506453940512,0.0948905109489051,0.9969669645052873,0.4126984126984127,Full Dataset
3,0.4,0.7720605613838156,0.9785135893530025,0.058394160583941604,0.9991802606771046,0.6153846153846154,Full Dataset
4,0.5,0.7720605613838156,0.9785135893530025,0.029197080291970802,0.9998360521354209,0.8,Full Dataset
5,0.1,0.7666407053527509,0.9730594825286744,0.3287671232876712,0.985854189336235,0.3157894736842105,Test Dataset
6,0.2,0.7666407053527509,0.9789277140570819,0.1780821917808219,0.9948313384113167,0.40625,Test Dataset
7,0.30000000000000004,0.7666407053527509,0.9802614030408109,0.1232876712328767,0.9972796517954298,0.47368421052631576,Test Dataset
8,0.4,0.7666407053527509,0.9813283542277941,0.0821917808219178,0.999183895538629,0.6666666666666666,Test Dataset
9,0.5,0.7666407053527509,0.9810616164310483,0.0410958904109589,0.999727965179543,0.75,Test Dataset
