Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.17,"0.710 (0.709, 0.709)","0.974 (0.973, 0.973)","0.077 (0.054, 0.054)","0.994 (0.992, 0.992)","0.246 (0.188, 0.188)",Model
0.18,"0.710 (0.709, 0.709)","0.974 (0.973, 0.973)","0.077 (0.054, 0.054)","0.994 (0.992, 0.992)","0.255 (0.214, 0.214)",Model
0.19,"0.710 (0.709, 0.709)","0.975 (0.974, 0.974)","0.073 (0.045, 0.045)","0.995 (0.994, 0.994)","0.276 (0.167, 0.167)",Model
0.2,"0.710 (0.709, 0.709)","0.976 (0.975, 0.975)","0.073 (0.045, 0.045)","0.996 (0.996, 0.996)","0.298 (0.167, 0.167)",Model
0.21,"0.710 (0.709, 0.709)","0.976 (0.975, 0.975)","0.073 (0.045, 0.045)","0.996 (0.996, 0.996)","0.324 (0.200, 0.200)",Model
0.22,"0.710 (0.709, 0.709)","0.976 (0.975, 0.975)","0.070 (0.038, 0.038)","0.997 (0.996, 0.996)","0.334 (0.250, 0.250)",Model
0.23,"0.710 (0.709, 0.709)","0.977 (0.975, 0.975)","0.067 (0.038, 0.038)","0.997 (0.997, 0.997)","0.365 (0.286, 0.286)",Model
0.24,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.063 (0.038, 0.038)","0.997 (0.997, 0.997)","0.375 (0.333, 0.333)",Model
0.25,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.060 (0.038, 0.038)","0.998 (0.997, 0.997)","0.370 (0.333, 0.333)",Model
0.26,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.053 (0.038, 0.038)","0.998 (0.998, 0.998)","0.354 (0.250, 0.250)",Model
0.27,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.053 (0.038, 0.038)","0.998 (0.998, 0.998)","0.354 (0.250, 0.250)",Model
0.28,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.053 (0.038, 0.038)","0.998 (0.998, 0.998)","0.377 (0.250, 0.250)",Model
0.29,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.043 (0.023, 0.023)","0.998 (0.998, 0.998)","0.347 (0.250, 0.250)",Model
0.3,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.039 (0.023, 0.023)","0.998 (0.998, 0.998)","0.406 (0.429, 0.429)",Model
0.31,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.036 (0.023, 0.023)","0.998 (0.998, 0.998)","0.394 (0.429, 0.429)",Model
0.32,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.036 (0.023, 0.023)","0.999 (0.998, 0.998)","0.408 (0.429, 0.429)",Model
0.33,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.036 (0.023, 0.023)","0.999 (0.998, 0.998)","0.408 (0.429, 0.429)",Model
0.34,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.029 (0.023, 0.023)","0.999 (0.998, 0.998)","0.422 (0.333, 0.333)",Model
0.35000000000000003,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.023 (0.018, 0.018)","0.999 (0.998, 0.998)","0.356 (0.111, 0.111)",Model
0.36,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.019 (0.018, 0.018)","0.999 (0.998, 0.998)","0.322 (0.111, 0.111)",Model
0.37,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.019 (0.018, 0.018)","0.999 (0.998, 0.998)","0.322 (0.111, 0.111)",Model
0.38,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.015 (0.018, 0.018)","0.999 (0.998, 0.998)","0.292 (0.125, 0.125)",Model
0.39,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.129 (0.000, 0.000)",Model
0.4,"0.710 (0.709, 0.709)","0.977 (0.976, 0.976)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.129 (0.000, 0.000)",Model
0.41000000000000003,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.42,"0.710 (0.709, 0.709)","0.977 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.43,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.44,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.45,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.46,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","0.999 (0.999, 0.999)","0.140 (0.000, 0.000)",Model
0.47000000000000003,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.48,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.49,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.5,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.51,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.52,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.53,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.54,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.55,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.140 (0.000, 0.000)",Model
0.56,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.150 (0.000, 0.000)",Model
0.5700000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.008 (0.000, 0.000)","1.000 (1.000, 1.000)","0.150 (0.000, 0.000)",Model
0.58,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.59,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.6,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.61,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.62,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.63,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.64,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.050 (0.000, 0.000)",Model
0.65,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.067 (0.000, 0.000)",Model
0.66,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.067 (0.000, 0.000)",Model
0.67,"0.710 (0.709, 0.709)","0.978 (0.976, 0.976)","0.005 (0.000, 0.000)","1.000 (1.000, 1.000)","0.067 (0.000, 0.000)",Model
0.68,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.710 (0.709, 0.709)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.668 (0.667, 0.667)","0.064 (0.057, 0.057)","0.979 (0.964, 0.964)","0.043 (0.037, 0.037)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.668 (0.667, 0.667)","0.129 (0.124, 0.124)","0.939 (0.932, 0.932)","0.111 (0.105, 0.105)","0.023 (0.022, 0.022)",AlloSure
0.02,"0.668 (0.667, 0.667)","0.213 (0.207, 0.207)","0.910 (0.895, 0.895)","0.197 (0.190, 0.190)","0.025 (0.024, 0.024)",AlloSure
0.03,"0.668 (0.667, 0.667)","0.302 (0.291, 0.291)","0.881 (0.860, 0.860)","0.289 (0.277, 0.277)","0.027 (0.026, 0.026)",AlloSure
0.04,"0.668 (0.667, 0.667)","0.381 (0.364, 0.364)","0.786 (0.750, 0.750)","0.372 (0.354, 0.354)","0.028 (0.026, 0.026)",AlloSure
0.05,"0.668 (0.667, 0.667)","0.453 (0.439, 0.439)","0.752 (0.705, 0.705)","0.446 (0.431, 0.431)","0.030 (0.027, 0.027)",AlloSure
0.06,"0.668 (0.667, 0.667)","0.514 (0.498, 0.498)","0.697 (0.673, 0.673)","0.510 (0.495, 0.495)","0.031 (0.030, 0.030)",AlloSure
0.07,"0.668 (0.667, 0.667)","0.564 (0.545, 0.545)","0.676 (0.659, 0.659)","0.561 (0.543, 0.543)","0.034 (0.032, 0.032)",AlloSure
0.08,"0.668 (0.667, 0.667)","0.606 (0.587, 0.587)","0.622 (0.607, 0.607)","0.606 (0.585, 0.585)","0.034 (0.033, 0.033)",AlloSure
0.09,"0.668 (0.667, 0.667)","0.644 (0.619, 0.619)","0.595 (0.568, 0.568)","0.645 (0.620, 0.620)","0.037 (0.035, 0.035)",AlloSure
0.1,"0.668 (0.667, 0.667)","0.674 (0.650, 0.650)","0.571 (0.523, 0.523)","0.677 (0.653, 0.653)","0.039 (0.037, 0.037)",AlloSure
0.11,"0.668 (0.667, 0.667)","0.698 (0.670, 0.670)","0.561 (0.523, 0.523)","0.701 (0.673, 0.673)","0.041 (0.040, 0.040)",AlloSure
0.12,"0.668 (0.667, 0.667)","0.717 (0.691, 0.691)","0.550 (0.519, 0.519)","0.721 (0.694, 0.694)","0.043 (0.041, 0.041)",AlloSure
0.13,"0.668 (0.667, 0.667)","0.734 (0.712, 0.712)","0.543 (0.519, 0.519)","0.739 (0.716, 0.716)","0.045 (0.042, 0.042)",AlloSure
0.14,"0.668 (0.667, 0.667)","0.749 (0.725, 0.725)","0.518 (0.481, 0.481)","0.754 (0.729, 0.729)","0.046 (0.042, 0.042)",AlloSure
0.15,"0.668 (0.667, 0.667)","0.763 (0.736, 0.736)","0.508 (0.477, 0.477)","0.769 (0.741, 0.741)","0.048 (0.045, 0.045)",AlloSure
0.16,"0.668 (0.667, 0.667)","0.776 (0.750, 0.750)","0.500 (0.477, 0.477)","0.782 (0.755, 0.755)","0.050 (0.047, 0.047)",AlloSure
0.17,"0.668 (0.667, 0.667)","0.786 (0.761, 0.761)","0.482 (0.455, 0.455)","0.792 (0.766, 0.766)","0.051 (0.047, 0.047)",AlloSure
0.18,"0.668 (0.667, 0.667)","0.795 (0.770, 0.770)","0.457 (0.432, 0.432)","0.803 (0.776, 0.776)","0.050 (0.048, 0.048)",AlloSure
0.19,"0.668 (0.667, 0.667)","0.804 (0.781, 0.781)","0.446 (0.432, 0.432)","0.812 (0.787, 0.787)","0.051 (0.049, 0.049)",AlloSure
0.2,"0.668 (0.667, 0.667)","0.813 (0.789, 0.789)","0.443 (0.432, 0.432)","0.821 (0.796, 0.796)","0.054 (0.052, 0.052)",AlloSure
0.21,"0.668 (0.667, 0.667)","0.819 (0.795, 0.795)","0.410 (0.409, 0.409)","0.828 (0.803, 0.803)","0.052 (0.049, 0.049)",AlloSure
0.22,"0.668 (0.667, 0.667)","0.824 (0.801, 0.801)","0.389 (0.409, 0.409)","0.834 (0.809, 0.809)","0.050 (0.042, 0.042)",AlloSure
0.23,"0.668 (0.667, 0.667)","0.831 (0.808, 0.808)","0.382 (0.404, 0.404)","0.841 (0.818, 0.818)","0.052 (0.045, 0.045)",AlloSure
0.24,"0.668 (0.667, 0.667)","0.836 (0.814, 0.814)","0.369 (0.364, 0.364)","0.847 (0.823, 0.823)","0.052 (0.047, 0.047)",AlloSure
0.25,"0.668 (0.667, 0.667)","0.840 (0.819, 0.819)","0.365 (0.364, 0.364)","0.851 (0.827, 0.827)","0.054 (0.048, 0.048)",AlloSure
0.26,"0.668 (0.667, 0.667)","0.846 (0.822, 0.822)","0.358 (0.364, 0.364)","0.857 (0.832, 0.832)","0.054 (0.046, 0.046)",AlloSure
0.27,"0.668 (0.667, 0.667)","0.849 (0.825, 0.825)","0.348 (0.357, 0.357)","0.861 (0.835, 0.835)","0.054 (0.048, 0.048)",AlloSure
0.28,"0.668 (0.667, 0.667)","0.853 (0.831, 0.831)","0.340 (0.339, 0.339)","0.864 (0.842, 0.842)","0.055 (0.049, 0.049)",AlloSure
0.29,"0.668 (0.667, 0.667)","0.856 (0.834, 0.834)","0.332 (0.318, 0.318)","0.868 (0.845, 0.845)","0.055 (0.050, 0.050)",AlloSure
0.3,"0.668 (0.667, 0.667)","0.859 (0.838, 0.838)","0.320 (0.295, 0.295)","0.871 (0.849, 0.849)","0.055 (0.052, 0.052)",AlloSure
0.31,"0.668 (0.667, 0.667)","0.862 (0.842, 0.842)","0.320 (0.295, 0.295)","0.874 (0.854, 0.854)","0.056 (0.053, 0.053)",AlloSure
0.32,"0.668 (0.667, 0.667)","0.864 (0.845, 0.845)","0.317 (0.295, 0.295)","0.876 (0.856, 0.856)","0.056 (0.054, 0.054)",AlloSure
0.33,"0.668 (0.667, 0.667)","0.867 (0.850, 0.850)","0.314 (0.295, 0.295)","0.880 (0.861, 0.861)","0.057 (0.051, 0.051)",AlloSure
0.34,"0.668 (0.667, 0.667)","0.870 (0.852, 0.852)","0.310 (0.295, 0.295)","0.883 (0.864, 0.864)","0.058 (0.048, 0.048)",AlloSure
0.35000000000000003,"0.668 (0.667, 0.667)","0.872 (0.856, 0.856)","0.303 (0.295, 0.295)","0.885 (0.868, 0.868)","0.058 (0.049, 0.049)",AlloSure
0.36,"0.668 (0.667, 0.667)","0.876 (0.860, 0.860)","0.299 (0.295, 0.295)","0.888 (0.872, 0.872)","0.058 (0.046, 0.046)",AlloSure
0.37,"0.668 (0.667, 0.667)","0.878 (0.862, 0.862)","0.299 (0.295, 0.295)","0.891 (0.875, 0.875)","0.060 (0.047, 0.047)",AlloSure
0.38,"0.668 (0.667, 0.667)","0.880 (0.864, 0.864)","0.299 (0.295, 0.295)","0.893 (0.876, 0.876)","0.061 (0.049, 0.049)",AlloSure
0.39,"0.668 (0.667, 0.667)","0.882 (0.866, 0.866)","0.299 (0.295, 0.295)","0.895 (0.879, 0.879)","0.062 (0.051, 0.051)",AlloSure
0.4,"0.668 (0.667, 0.667)","0.884 (0.869, 0.869)","0.291 (0.273, 0.273)","0.897 (0.882, 0.882)","0.062 (0.051, 0.051)",AlloSure
0.41000000000000003,"0.668 (0.667, 0.667)","0.885 (0.871, 0.871)","0.291 (0.273, 0.273)","0.899 (0.884, 0.884)","0.063 (0.052, 0.052)",AlloSure
0.42,"0.668 (0.667, 0.667)","0.887 (0.873, 0.873)","0.291 (0.273, 0.273)","0.901 (0.886, 0.886)","0.064 (0.053, 0.053)",AlloSure
0.43,"0.668 (0.667, 0.667)","0.889 (0.875, 0.875)","0.291 (0.273, 0.273)","0.902 (0.888, 0.888)","0.065 (0.054, 0.054)",AlloSure
0.44,"0.668 (0.667, 0.667)","0.891 (0.877, 0.877)","0.288 (0.273, 0.273)","0.904 (0.890, 0.890)","0.066 (0.056, 0.056)",AlloSure
0.45,"0.668 (0.667, 0.667)","0.892 (0.878, 0.878)","0.272 (0.273, 0.273)","0.906 (0.891, 0.891)","0.063 (0.056, 0.056)",AlloSure
0.46,"0.668 (0.667, 0.667)","0.894 (0.879, 0.879)","0.272 (0.273, 0.273)","0.908 (0.892, 0.892)","0.064 (0.058, 0.058)",AlloSure
0.47000000000000003,"0.668 (0.667, 0.667)","0.896 (0.881, 0.881)","0.267 (0.250, 0.250)","0.910 (0.895, 0.895)","0.065 (0.060, 0.060)",AlloSure
0.48,"0.668 (0.667, 0.667)","0.898 (0.883, 0.883)","0.267 (0.250, 0.250)","0.912 (0.896, 0.896)","0.067 (0.061, 0.061)",AlloSure
0.49,"0.668 (0.667, 0.667)","0.898 (0.885, 0.885)","0.261 (0.250, 0.250)","0.913 (0.898, 0.898)","0.066 (0.061, 0.061)",AlloSure
0.5,"0.668 (0.667, 0.667)","0.900 (0.885, 0.885)","0.261 (0.250, 0.250)","0.914 (0.899, 0.899)","0.067 (0.063, 0.063)",AlloSure
0.51,"0.668 (0.667, 0.667)","0.901 (0.887, 0.887)","0.254 (0.250, 0.250)","0.916 (0.900, 0.900)","0.066 (0.063, 0.063)",AlloSure
0.52,"0.668 (0.667, 0.667)","0.902 (0.889, 0.889)","0.250 (0.250, 0.250)","0.917 (0.903, 0.903)","0.066 (0.064, 0.064)",AlloSure
0.53,"0.668 (0.667, 0.667)","0.904 (0.891, 0.891)","0.240 (0.232, 0.232)","0.919 (0.906, 0.906)","0.065 (0.061, 0.061)",AlloSure
0.54,"0.668 (0.667, 0.667)","0.905 (0.892, 0.892)","0.236 (0.232, 0.232)","0.920 (0.907, 0.907)","0.065 (0.058, 0.058)",AlloSure
0.55,"0.668 (0.667, 0.667)","0.907 (0.894, 0.894)","0.232 (0.232, 0.232)","0.922 (0.909, 0.909)","0.065 (0.059, 0.059)",AlloSure
0.56,"0.668 (0.667, 0.667)","0.908 (0.897, 0.897)","0.232 (0.232, 0.232)","0.923 (0.912, 0.912)","0.066 (0.061, 0.061)",AlloSure
0.5700000000000001,"0.668 (0.667, 0.667)","0.909 (0.899, 0.899)","0.232 (0.232, 0.232)","0.925 (0.914, 0.914)","0.067 (0.062, 0.062)",AlloSure
0.58,"0.668 (0.667, 0.667)","0.911 (0.899, 0.899)","0.232 (0.232, 0.232)","0.926 (0.914, 0.914)","0.068 (0.062, 0.062)",AlloSure
0.59,"0.668 (0.667, 0.667)","0.911 (0.900, 0.900)","0.229 (0.228, 0.228)","0.927 (0.916, 0.916)","0.068 (0.060, 0.060)",AlloSure
0.6,"0.668 (0.667, 0.667)","0.912 (0.901, 0.901)","0.220 (0.205, 0.205)","0.928 (0.917, 0.917)","0.068 (0.060, 0.060)",AlloSure
0.61,"0.668 (0.667, 0.667)","0.913 (0.902, 0.902)","0.220 (0.205, 0.205)","0.929 (0.918, 0.918)","0.068 (0.061, 0.061)",AlloSure
