Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.61,"0.674 (0.635, 0.635)","0.886 (0.875, 0.875)","0.281 (0.222, 0.222)","0.905 (0.896, 0.896)","0.081 (0.073, 0.073)",AlloSure
0.62,"0.674 (0.635, 0.635)","0.886 (0.875, 0.875)","0.268 (0.194, 0.194)","0.906 (0.897, 0.897)","0.077 (0.074, 0.074)",AlloSure
0.63,"0.674 (0.635, 0.635)","0.886 (0.874, 0.874)","0.259 (0.194, 0.194)","0.906 (0.897, 0.897)","0.076 (0.075, 0.075)",AlloSure
0.64,"0.674 (0.635, 0.635)","0.886 (0.876, 0.876)","0.252 (0.194, 0.194)","0.907 (0.897, 0.897)","0.075 (0.069, 0.069)",AlloSure
0.65,"0.674 (0.635, 0.635)","0.887 (0.876, 0.876)","0.252 (0.194, 0.194)","0.908 (0.899, 0.899)","0.075 (0.071, 0.071)",AlloSure
0.66,"0.674 (0.635, 0.635)","0.888 (0.877, 0.877)","0.252 (0.194, 0.194)","0.909 (0.901, 0.901)","0.076 (0.072, 0.072)",AlloSure
0.67,"0.674 (0.635, 0.635)","0.889 (0.877, 0.877)","0.252 (0.194, 0.194)","0.910 (0.902, 0.902)","0.077 (0.074, 0.074)",AlloSure
0.68,"0.674 (0.635, 0.635)","0.890 (0.879, 0.879)","0.252 (0.194, 0.194)","0.911 (0.904, 0.904)","0.078 (0.074, 0.074)",AlloSure
0.6900000000000001,"0.674 (0.635, 0.635)","0.892 (0.880, 0.880)","0.252 (0.194, 0.194)","0.912 (0.905, 0.905)","0.079 (0.078, 0.078)",AlloSure
0.7000000000000001,"0.674 (0.635, 0.635)","0.892 (0.881, 0.881)","0.252 (0.194, 0.194)","0.913 (0.905, 0.905)","0.079 (0.079, 0.079)",AlloSure
0.71,"0.674 (0.635, 0.635)","0.894 (0.883, 0.883)","0.252 (0.194, 0.194)","0.915 (0.908, 0.908)","0.081 (0.079, 0.079)",AlloSure
0.72,"0.674 (0.635, 0.635)","0.895 (0.884, 0.884)","0.246 (0.167, 0.167)","0.916 (0.909, 0.909)","0.080 (0.079, 0.079)",AlloSure
0.73,"0.674 (0.635, 0.635)","0.896 (0.885, 0.885)","0.241 (0.154, 0.154)","0.917 (0.911, 0.911)","0.079 (0.080, 0.080)",AlloSure
0.74,"0.674 (0.635, 0.635)","0.896 (0.886, 0.886)","0.241 (0.154, 0.154)","0.917 (0.912, 0.912)","0.079 (0.080, 0.080)",AlloSure
0.75,"0.674 (0.635, 0.635)","0.897 (0.886, 0.886)","0.241 (0.154, 0.154)","0.918 (0.912, 0.912)","0.080 (0.083, 0.083)",AlloSure
0.76,"0.674 (0.635, 0.635)","0.898 (0.888, 0.888)","0.241 (0.154, 0.154)","0.919 (0.912, 0.912)","0.081 (0.084, 0.084)",AlloSure
0.77,"0.674 (0.635, 0.635)","0.899 (0.889, 0.889)","0.233 (0.154, 0.154)","0.920 (0.912, 0.912)","0.080 (0.079, 0.079)",AlloSure
0.78,"0.674 (0.635, 0.635)","0.900 (0.891, 0.891)","0.233 (0.154, 0.154)","0.921 (0.913, 0.913)","0.081 (0.080, 0.080)",AlloSure
0.79,"0.674 (0.635, 0.635)","0.901 (0.892, 0.892)","0.233 (0.154, 0.154)","0.923 (0.914, 0.914)","0.082 (0.080, 0.080)",AlloSure
0.8,"0.674 (0.635, 0.635)","0.902 (0.892, 0.892)","0.228 (0.139, 0.139)","0.923 (0.915, 0.915)","0.080 (0.078, 0.078)",AlloSure
0.81,"0.674 (0.635, 0.635)","0.902 (0.892, 0.892)","0.228 (0.139, 0.139)","0.924 (0.918, 0.918)","0.080 (0.078, 0.078)",AlloSure
0.8200000000000001,"0.674 (0.635, 0.635)","0.903 (0.894, 0.894)","0.221 (0.139, 0.139)","0.925 (0.921, 0.921)","0.078 (0.069, 0.069)",AlloSure
0.8300000000000001,"0.674 (0.635, 0.635)","0.904 (0.894, 0.894)","0.221 (0.139, 0.139)","0.926 (0.922, 0.922)","0.079 (0.069, 0.069)",AlloSure
0.84,"0.674 (0.635, 0.635)","0.904 (0.894, 0.894)","0.221 (0.139, 0.139)","0.926 (0.922, 0.922)","0.080 (0.070, 0.070)",AlloSure
0.85,"0.674 (0.635, 0.635)","0.905 (0.897, 0.897)","0.221 (0.139, 0.139)","0.927 (0.925, 0.925)","0.080 (0.070, 0.070)",AlloSure
0.86,"0.674 (0.635, 0.635)","0.906 (0.901, 0.901)","0.221 (0.139, 0.139)","0.928 (0.929, 0.929)","0.082 (0.070, 0.070)",AlloSure
0.87,"0.674 (0.635, 0.635)","0.907 (0.901, 0.901)","0.221 (0.139, 0.139)","0.929 (0.929, 0.929)","0.082 (0.071, 0.071)",AlloSure
0.88,"0.674 (0.635, 0.635)","0.907 (0.901, 0.901)","0.221 (0.139, 0.139)","0.929 (0.929, 0.929)","0.083 (0.071, 0.071)",AlloSure
0.89,"0.674 (0.635, 0.635)","0.908 (0.901, 0.901)","0.221 (0.139, 0.139)","0.930 (0.929, 0.929)","0.084 (0.072, 0.072)",AlloSure
0.9,"0.674 (0.635, 0.635)","0.909 (0.901, 0.901)","0.221 (0.139, 0.139)","0.931 (0.929, 0.929)","0.085 (0.075, 0.075)",AlloSure
0.91,"0.674 (0.635, 0.635)","0.910 (0.902, 0.902)","0.221 (0.139, 0.139)","0.932 (0.930, 0.930)","0.086 (0.075, 0.075)",AlloSure
0.92,"0.674 (0.635, 0.635)","0.910 (0.903, 0.903)","0.221 (0.139, 0.139)","0.933 (0.931, 0.931)","0.087 (0.075, 0.075)",AlloSure
0.93,"0.674 (0.635, 0.635)","0.911 (0.904, 0.904)","0.221 (0.139, 0.139)","0.933 (0.932, 0.932)","0.088 (0.075, 0.075)",AlloSure
0.9400000000000001,"0.674 (0.635, 0.635)","0.912 (0.906, 0.906)","0.221 (0.139, 0.139)","0.935 (0.934, 0.934)","0.089 (0.075, 0.075)",AlloSure
0.9500000000000001,"0.674 (0.635, 0.635)","0.913 (0.906, 0.906)","0.221 (0.139, 0.139)","0.935 (0.934, 0.934)","0.090 (0.075, 0.075)",AlloSure
0.96,"0.674 (0.635, 0.635)","0.914 (0.908, 0.908)","0.221 (0.139, 0.139)","0.936 (0.936, 0.936)","0.092 (0.076, 0.076)",AlloSure
0.97,"0.674 (0.635, 0.635)","0.915 (0.908, 0.908)","0.215 (0.128, 0.128)","0.937 (0.937, 0.937)","0.090 (0.077, 0.077)",AlloSure
0.98,"0.674 (0.635, 0.635)","0.916 (0.910, 0.910)","0.206 (0.128, 0.128)","0.938 (0.939, 0.939)","0.090 (0.078, 0.078)",AlloSure
0.99,"0.674 (0.635, 0.635)","0.916 (0.911, 0.911)","0.206 (0.128, 0.128)","0.939 (0.940, 0.940)","0.090 (0.078, 0.078)",AlloSure
1.0,"0.674 (0.635, 0.635)","0.917 (0.912, 0.912)","0.206 (0.128, 0.128)","0.940 (0.940, 0.940)","0.091 (0.078, 0.078)",AlloSure
1.01,"0.674 (0.635, 0.635)","0.917 (0.913, 0.913)","0.206 (0.128, 0.128)","0.940 (0.940, 0.940)","0.092 (0.078, 0.078)",AlloSure
0.0,"0.642 (0.641, 0.641)","0.031 (0.027, 0.027)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.027, 0.027)",Logistic Regression
0.01,"0.642 (0.641, 0.641)","0.031 (0.027, 0.027)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.027, 0.027)",Logistic Regression
0.02,"0.642 (0.641, 0.641)","0.076 (0.072, 0.072)","0.952 (0.926, 0.926)","0.048 (0.048, 0.048)","0.031 (0.026, 0.026)",Logistic Regression
0.03,"0.642 (0.641, 0.641)","0.540 (0.517, 0.517)","0.664 (0.630, 0.630)","0.537 (0.511, 0.511)","0.044 (0.038, 0.038)",Logistic Regression
0.04,"0.642 (0.641, 0.641)","0.931 (0.926, 0.926)","0.170 (0.111, 0.111)","0.955 (0.953, 0.953)","0.099 (0.080, 0.080)",Logistic Regression
0.05,"0.642 (0.641, 0.641)","0.949 (0.948, 0.948)","0.075 (0.051, 0.051)","0.977 (0.976, 0.976)","0.088 (0.091, 0.091)",Logistic Regression
0.06,"0.642 (0.641, 0.641)","0.956 (0.954, 0.954)","0.057 (0.028, 0.028)","0.984 (0.981, 0.981)","0.101 (0.071, 0.071)",Logistic Regression
0.07,"0.642 (0.641, 0.641)","0.959 (0.955, 0.955)","0.052 (0.026, 0.026)","0.988 (0.985, 0.985)","0.099 (0.083, 0.083)",Logistic Regression
0.08,"0.642 (0.641, 0.641)","0.961 (0.957, 0.957)","0.043 (0.026, 0.026)","0.990 (0.988, 0.988)","0.107 (0.100, 0.100)",Logistic Regression
0.09,"0.642 (0.641, 0.641)","0.964 (0.960, 0.960)","0.038 (0.000, 0.000)","0.993 (0.990, 0.990)","0.095 (0.000, 0.000)",Logistic Regression
0.1,"0.642 (0.641, 0.641)","0.966 (0.961, 0.961)","0.038 (0.000, 0.000)","0.995 (0.995, 0.995)","0.135 (0.000, 0.000)",Logistic Regression
0.11,"0.642 (0.641, 0.641)","0.965 (0.961, 0.961)","0.015 (0.000, 0.000)","0.995 (0.995, 0.995)","0.057 (0.000, 0.000)",Logistic Regression
0.12,"0.642 (0.641, 0.641)","0.967 (0.962, 0.962)","0.015 (0.000, 0.000)","0.997 (0.996, 0.996)","0.080 (0.000, 0.000)",Logistic Regression
0.13,"0.642 (0.641, 0.641)","0.967 (0.962, 0.962)","0.007 (0.000, 0.000)","0.997 (0.996, 0.996)","0.050 (0.000, 0.000)",Logistic Regression
0.14,"0.642 (0.641, 0.641)","0.967 (0.963, 0.963)","0.000 (0.000, 0.000)","0.997 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.642 (0.641, 0.641)","0.967 (0.963, 0.963)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.642 (0.641, 0.641)","0.967 (0.963, 0.963)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.642 (0.641, 0.641)","0.967 (0.963, 0.963)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.642 (0.641, 0.641)","0.968 (0.964, 0.964)","0.000 (0.000, 0.000)","0.998 (0.997, 0.997)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.642 (0.641, 0.641)","0.968 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.642 (0.641, 0.641)","0.968 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.642 (0.641, 0.641)","0.968 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.642 (0.641, 0.641)","0.968 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.642 (0.641, 0.641)","0.968 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.642 (0.641, 0.641)","0.969 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.642 (0.641, 0.641)","0.969 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.642 (0.641, 0.641)","0.969 (0.964, 0.964)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.98,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.99,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.0,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.01,"0.642 (0.641, 0.641)","0.969 (0.965, 0.965)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.0,"0.652 (0.585, 0.585)","0.031 (0.027, 0.027)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.027, 0.027)",Logistic Regression w/ rej
0.01,"0.652 (0.585, 0.585)","0.031 (0.027, 0.027)","0.991 (1.000, 1.000)","0.000 (0.000, 0.000)","0.030 (0.027, 0.027)",Logistic Regression w/ rej
0.02,"0.652 (0.585, 0.585)","0.202 (0.198, 0.198)","0.885 (0.846, 0.846)","0.180 (0.175, 0.175)","0.033 (0.027, 0.027)",Logistic Regression w/ rej
0.03,"0.652 (0.585, 0.585)","0.466 (0.435, 0.435)","0.665 (0.590, 0.590)","0.460 (0.431, 0.431)","0.037 (0.035, 0.035)",Logistic Regression w/ rej
0.04,"0.652 (0.585, 0.585)","0.910 (0.907, 0.907)","0.259 (0.222, 0.222)","0.930 (0.929, 0.929)","0.100 (0.087, 0.087)",Logistic Regression w/ rej
0.05,"0.652 (0.585, 0.585)","0.937 (0.938, 0.938)","0.181 (0.148, 0.148)","0.961 (0.959, 0.959)","0.126 (0.103, 0.103)",Logistic Regression w/ rej
0.06,"0.652 (0.585, 0.585)","0.953 (0.952, 0.952)","0.102 (0.074, 0.074)","0.980 (0.976, 0.976)","0.150 (0.091, 0.091)",Logistic Regression w/ rej
0.07,"0.652 (0.585, 0.585)","0.960 (0.956, 0.956)","0.071 (0.051, 0.051)","0.988 (0.984, 0.984)","0.139 (0.111, 0.111)",Logistic Regression w/ rej
0.08,"0.652 (0.585, 0.585)","0.961 (0.957, 0.957)","0.035 (0.026, 0.026)","0.990 (0.988, 0.988)","0.099 (0.077, 0.077)",Logistic Regression w/ rej
0.09,"0.652 (0.585, 0.585)","0.963 (0.960, 0.960)","0.030 (0.000, 0.000)","0.993 (0.989, 0.989)","0.076 (0.000, 0.000)",Logistic Regression w/ rej
0.1,"0.652 (0.585, 0.585)","0.965 (0.961, 0.961)","0.030 (0.000, 0.000)","0.994 (0.994, 0.994)","0.095 (0.000, 0.000)",Logistic Regression w/ rej
0.11,"0.652 (0.585, 0.585)","0.965 (0.962, 0.962)","0.022 (0.000, 0.000)","0.995 (0.995, 0.995)","0.096 (0.000, 0.000)",Logistic Regression w/ rej
0.12,"0.652 (0.585, 0.585)","0.967 (0.963, 0.963)","0.022 (0.000, 0.000)","0.996 (0.996, 0.996)","0.129 (0.000, 0.000)",Logistic Regression w/ rej
0.13,"0.652 (0.585, 0.585)","0.967 (0.963, 0.963)","0.022 (0.000, 0.000)","0.997 (0.996, 0.996)","0.133 (0.000, 0.000)",Logistic Regression w/ rej
