Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.62,"0.663 (0.654, 0.654)","0.923 (0.917, 0.917)","0.193 (0.163, 0.163)","0.939 (0.933, 0.933)","0.068 (0.050, 0.050)",AlloSure
0.63,"0.663 (0.654, 0.654)","0.923 (0.918, 0.918)","0.193 (0.163, 0.163)","0.939 (0.934, 0.934)","0.068 (0.051, 0.051)",AlloSure
0.64,"0.663 (0.654, 0.654)","0.924 (0.918, 0.918)","0.189 (0.163, 0.163)","0.940 (0.935, 0.935)","0.067 (0.051, 0.051)",AlloSure
0.65,"0.663 (0.654, 0.654)","0.924 (0.919, 0.919)","0.189 (0.163, 0.163)","0.941 (0.936, 0.936)","0.068 (0.052, 0.052)",AlloSure
0.66,"0.663 (0.654, 0.654)","0.925 (0.920, 0.920)","0.181 (0.163, 0.163)","0.941 (0.937, 0.937)","0.067 (0.053, 0.053)",AlloSure
0.67,"0.663 (0.654, 0.654)","0.926 (0.921, 0.921)","0.181 (0.163, 0.163)","0.942 (0.938, 0.938)","0.068 (0.053, 0.053)",AlloSure
0.68,"0.663 (0.654, 0.654)","0.926 (0.921, 0.921)","0.181 (0.163, 0.163)","0.943 (0.938, 0.938)","0.068 (0.053, 0.053)",AlloSure
0.6900000000000001,"0.663 (0.654, 0.654)","0.927 (0.921, 0.921)","0.181 (0.163, 0.163)","0.944 (0.938, 0.938)","0.069 (0.054, 0.054)",AlloSure
0.7000000000000001,"0.663 (0.654, 0.654)","0.928 (0.922, 0.922)","0.181 (0.163, 0.163)","0.945 (0.939, 0.939)","0.070 (0.054, 0.054)",AlloSure
0.71,"0.663 (0.654, 0.654)","0.929 (0.924, 0.924)","0.181 (0.163, 0.163)","0.946 (0.940, 0.940)","0.071 (0.056, 0.056)",AlloSure
0.72,"0.663 (0.654, 0.654)","0.930 (0.925, 0.925)","0.177 (0.160, 0.160)","0.947 (0.942, 0.942)","0.071 (0.057, 0.057)",AlloSure
0.73,"0.663 (0.654, 0.654)","0.931 (0.926, 0.926)","0.177 (0.160, 0.160)","0.948 (0.943, 0.943)","0.072 (0.058, 0.058)",AlloSure
0.74,"0.663 (0.654, 0.654)","0.931 (0.927, 0.927)","0.177 (0.160, 0.160)","0.948 (0.943, 0.943)","0.072 (0.058, 0.058)",AlloSure
0.75,"0.663 (0.654, 0.654)","0.932 (0.928, 0.928)","0.177 (0.160, 0.160)","0.949 (0.945, 0.945)","0.073 (0.060, 0.060)",AlloSure
0.76,"0.663 (0.654, 0.654)","0.933 (0.928, 0.928)","0.177 (0.160, 0.160)","0.949 (0.945, 0.945)","0.074 (0.060, 0.060)",AlloSure
0.77,"0.663 (0.654, 0.654)","0.933 (0.930, 0.930)","0.174 (0.150, 0.150)","0.950 (0.947, 0.947)","0.073 (0.062, 0.062)",AlloSure
0.78,"0.663 (0.654, 0.654)","0.933 (0.930, 0.930)","0.174 (0.150, 0.150)","0.950 (0.947, 0.947)","0.073 (0.062, 0.062)",AlloSure
0.79,"0.663 (0.654, 0.654)","0.934 (0.931, 0.931)","0.174 (0.150, 0.150)","0.951 (0.948, 0.948)","0.075 (0.063, 0.063)",AlloSure
0.8,"0.663 (0.654, 0.654)","0.935 (0.932, 0.932)","0.170 (0.143, 0.143)","0.952 (0.949, 0.949)","0.074 (0.057, 0.057)",AlloSure
0.81,"0.663 (0.654, 0.654)","0.936 (0.933, 0.933)","0.170 (0.143, 0.143)","0.953 (0.950, 0.950)","0.075 (0.058, 0.058)",AlloSure
0.8200000000000001,"0.663 (0.654, 0.654)","0.936 (0.934, 0.934)","0.166 (0.143, 0.143)","0.953 (0.951, 0.951)","0.074 (0.059, 0.059)",AlloSure
0.8300000000000001,"0.663 (0.654, 0.654)","0.937 (0.935, 0.935)","0.166 (0.143, 0.143)","0.954 (0.952, 0.952)","0.075 (0.060, 0.060)",AlloSure
0.84,"0.663 (0.654, 0.654)","0.938 (0.936, 0.936)","0.166 (0.143, 0.143)","0.955 (0.953, 0.953)","0.076 (0.061, 0.061)",AlloSure
0.85,"0.663 (0.654, 0.654)","0.938 (0.937, 0.937)","0.166 (0.143, 0.143)","0.955 (0.954, 0.954)","0.077 (0.062, 0.062)",AlloSure
0.86,"0.663 (0.654, 0.654)","0.939 (0.937, 0.937)","0.162 (0.143, 0.143)","0.956 (0.954, 0.954)","0.076 (0.056, 0.056)",AlloSure
0.87,"0.663 (0.654, 0.654)","0.940 (0.937, 0.937)","0.162 (0.143, 0.143)","0.957 (0.955, 0.955)","0.077 (0.057, 0.057)",AlloSure
0.88,"0.663 (0.654, 0.654)","0.940 (0.937, 0.937)","0.162 (0.143, 0.143)","0.957 (0.955, 0.955)","0.078 (0.058, 0.058)",AlloSure
0.89,"0.663 (0.654, 0.654)","0.941 (0.939, 0.939)","0.162 (0.143, 0.143)","0.958 (0.957, 0.957)","0.079 (0.059, 0.059)",AlloSure
0.9,"0.663 (0.654, 0.654)","0.941 (0.940, 0.940)","0.162 (0.143, 0.143)","0.958 (0.957, 0.957)","0.079 (0.059, 0.059)",AlloSure
0.91,"0.663 (0.654, 0.654)","0.941 (0.940, 0.940)","0.162 (0.143, 0.143)","0.958 (0.958, 0.958)","0.080 (0.060, 0.060)",AlloSure
0.92,"0.663 (0.654, 0.654)","0.942 (0.940, 0.940)","0.162 (0.143, 0.143)","0.959 (0.958, 0.958)","0.081 (0.061, 0.061)",AlloSure
0.93,"0.663 (0.654, 0.654)","0.942 (0.941, 0.941)","0.162 (0.143, 0.143)","0.959 (0.959, 0.959)","0.082 (0.063, 0.063)",AlloSure
0.9400000000000001,"0.663 (0.654, 0.654)","0.943 (0.941, 0.941)","0.162 (0.143, 0.143)","0.960 (0.959, 0.959)","0.083 (0.063, 0.063)",AlloSure
0.9500000000000001,"0.663 (0.654, 0.654)","0.943 (0.942, 0.942)","0.162 (0.143, 0.143)","0.961 (0.960, 0.960)","0.084 (0.065, 0.065)",AlloSure
0.96,"0.663 (0.654, 0.654)","0.944 (0.942, 0.942)","0.158 (0.143, 0.143)","0.961 (0.961, 0.961)","0.083 (0.066, 0.066)",AlloSure
0.97,"0.663 (0.654, 0.654)","0.944 (0.942, 0.942)","0.155 (0.133, 0.133)","0.962 (0.961, 0.961)","0.082 (0.067, 0.067)",AlloSure
0.98,"0.663 (0.654, 0.654)","0.945 (0.942, 0.942)","0.152 (0.120, 0.120)","0.962 (0.962, 0.962)","0.081 (0.068, 0.068)",AlloSure
0.99,"0.663 (0.654, 0.654)","0.945 (0.943, 0.943)","0.152 (0.120, 0.120)","0.963 (0.962, 0.962)","0.082 (0.070, 0.070)",AlloSure
1.0,"0.663 (0.654, 0.654)","0.946 (0.943, 0.943)","0.152 (0.120, 0.120)","0.963 (0.962, 0.962)","0.083 (0.070, 0.070)",AlloSure
1.01,"0.663 (0.654, 0.654)","0.946 (0.943, 0.943)","0.152 (0.120, 0.120)","0.963 (0.962, 0.962)","0.083 (0.071, 0.071)",AlloSure
0.0,"0.627 (0.604, 0.604)","0.022 (0.021, 0.021)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.021, 0.021)",Logistic Regression
0.01,"0.627 (0.604, 0.604)","0.022 (0.021, 0.021)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.021, 0.021)",Logistic Regression
0.02,"0.627 (0.604, 0.604)","0.429 (0.422, 0.422)","0.691 (0.660, 0.660)","0.423 (0.418, 0.418)","0.026 (0.025, 0.025)",Logistic Regression
0.03,"0.627 (0.604, 0.604)","0.954 (0.951, 0.951)","0.128 (0.102, 0.102)","0.972 (0.968, 0.968)","0.090 (0.087, 0.087)",Logistic Regression
0.04,"0.627 (0.604, 0.604)","0.966 (0.965, 0.965)","0.078 (0.060, 0.060)","0.986 (0.985, 0.985)","0.105 (0.083, 0.083)",Logistic Regression
0.05,"0.627 (0.604, 0.604)","0.971 (0.969, 0.969)","0.066 (0.050, 0.050)","0.991 (0.990, 0.990)","0.131 (0.107, 0.107)",Logistic Regression
0.06,"0.627 (0.604, 0.604)","0.973 (0.971, 0.971)","0.050 (0.033, 0.033)","0.993 (0.993, 0.993)","0.132 (0.118, 0.118)",Logistic Regression
0.07,"0.627 (0.604, 0.604)","0.974 (0.973, 0.973)","0.050 (0.033, 0.033)","0.995 (0.994, 0.994)","0.169 (0.167, 0.167)",Logistic Regression
0.08,"0.627 (0.604, 0.604)","0.975 (0.973, 0.973)","0.037 (0.020, 0.020)","0.996 (0.996, 0.996)","0.163 (0.100, 0.100)",Logistic Regression
0.09,"0.627 (0.604, 0.604)","0.976 (0.974, 0.974)","0.033 (0.020, 0.020)","0.996 (0.996, 0.996)","0.165 (0.111, 0.111)",Logistic Regression
0.1,"0.627 (0.604, 0.604)","0.976 (0.974, 0.974)","0.033 (0.020, 0.020)","0.997 (0.996, 0.996)","0.189 (0.143, 0.143)",Logistic Regression
0.11,"0.627 (0.604, 0.604)","0.976 (0.974, 0.974)","0.022 (0.000, 0.000)","0.997 (0.996, 0.996)","0.140 (0.000, 0.000)",Logistic Regression
0.12,"0.627 (0.604, 0.604)","0.976 (0.974, 0.974)","0.017 (0.000, 0.000)","0.998 (0.997, 0.997)","0.130 (0.000, 0.000)",Logistic Regression
0.13,"0.627 (0.604, 0.604)","0.977 (0.974, 0.974)","0.017 (0.000, 0.000)","0.998 (0.997, 0.997)","0.153 (0.000, 0.000)",Logistic Regression
0.14,"0.627 (0.604, 0.604)","0.977 (0.975, 0.975)","0.012 (0.000, 0.000)","0.998 (0.998, 0.998)","0.140 (0.000, 0.000)",Logistic Regression
0.15,"0.627 (0.604, 0.604)","0.977 (0.975, 0.975)","0.004 (0.000, 0.000)","0.998 (0.998, 0.998)","0.050 (0.000, 0.000)",Logistic Regression
0.16,"0.627 (0.604, 0.604)","0.977 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.998, 0.998)","0.050 (0.000, 0.000)",Logistic Regression
0.17,"0.627 (0.604, 0.604)","0.977 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.998, 0.998)","0.050 (0.000, 0.000)",Logistic Regression
0.18,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Logistic Regression
0.19,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Logistic Regression
0.2,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Logistic Regression
0.21,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.050 (0.000, 0.000)",Logistic Regression
0.22,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.23,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.24,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.25,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.26,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.27,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.28,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.29,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.3,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.31,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.32,"0.627 (0.604, 0.604)","0.978 (0.975, 0.975)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.33,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.34,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","0.999 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.36,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.37,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (0.999, 0.999)","0.067 (0.000, 0.000)",Logistic Regression
0.38,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.39,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.4,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.42,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.43,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.44,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.45,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.46,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.48,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.49,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.5,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.51,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.52,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.53,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.54,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.55,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.56,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.58,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.100 (0.000, 0.000)",Logistic Regression
0.59,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.6,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.61,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.62,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.63,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.64,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.65,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.66,"0.627 (0.604, 0.604)","0.978 (0.976, 0.976)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.67,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.68,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.98,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.99,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.0,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
1.01,"0.627 (0.604, 0.604)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.0,"0.659 (0.652, 0.652)","0.022 (0.021, 0.021)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.022 (0.021, 0.021)",Logistic Regression w/ rej
0.01,"0.659 (0.652, 0.652)","0.180 (0.179, 0.179)","0.861 (0.849, 0.849)","0.165 (0.163, 0.163)","0.022 (0.022, 0.022)",Logistic Regression w/ rej
0.02,"0.659 (0.652, 0.652)","0.254 (0.253, 0.253)","0.782 (0.774, 0.774)","0.243 (0.240, 0.240)","0.022 (0.021, 0.021)",Logistic Regression w/ rej
0.03,"0.659 (0.652, 0.652)","0.943 (0.940, 0.940)","0.286 (0.265, 0.265)","0.957 (0.956, 0.956)","0.128 (0.119, 0.119)",Logistic Regression w/ rej
0.04,"0.659 (0.652, 0.652)","0.956 (0.954, 0.954)","0.254 (0.245, 0.245)","0.971 (0.971, 0.971)","0.162 (0.156, 0.156)",Logistic Regression w/ rej
0.05,"0.659 (0.652, 0.652)","0.960 (0.958, 0.958)","0.246 (0.224, 0.224)","0.976 (0.975, 0.975)","0.183 (0.169, 0.169)",Logistic Regression w/ rej
0.06,"0.659 (0.652, 0.652)","0.965 (0.962, 0.962)","0.190 (0.184, 0.184)","0.982 (0.982, 0.982)","0.189 (0.170, 0.170)",Logistic Regression w/ rej
0.07,"0.659 (0.652, 0.652)","0.974 (0.973, 0.973)","0.078 (0.060, 0.060)","0.994 (0.992, 0.992)","0.216 (0.182, 0.182)",Logistic Regression w/ rej
0.08,"0.659 (0.652, 0.652)","0.975 (0.974, 0.974)","0.055 (0.041, 0.041)","0.995 (0.994, 0.994)","0.209 (0.167, 0.167)",Logistic Regression w/ rej
0.09,"0.659 (0.652, 0.652)","0.975 (0.974, 0.974)","0.044 (0.040, 0.040)","0.996 (0.995, 0.995)","0.203 (0.143, 0.143)",Logistic Regression w/ rej
0.1,"0.659 (0.652, 0.652)","0.976 (0.974, 0.974)","0.040 (0.020, 0.020)","0.997 (0.996, 0.996)","0.223 (0.167, 0.167)",Logistic Regression w/ rej
0.11,"0.659 (0.652, 0.652)","0.976 (0.974, 0.974)","0.031 (0.020, 0.020)","0.997 (0.996, 0.996)","0.205 (0.091, 0.091)",Logistic Regression w/ rej
0.12,"0.659 (0.652, 0.652)","0.977 (0.974, 0.974)","0.031 (0.020, 0.020)","0.998 (0.996, 0.996)","0.248 (0.111, 0.111)",Logistic Regression w/ rej
0.13,"0.659 (0.652, 0.652)","0.977 (0.975, 0.975)","0.023 (0.020, 0.020)","0.998 (0.997, 0.997)","0.227 (0.143, 0.143)",Logistic Regression w/ rej
0.14,"0.659 (0.652, 0.652)","0.977 (0.975, 0.975)","0.020 (0.019, 0.019)","0.998 (0.997, 0.997)","0.224 (0.143, 0.143)",Logistic Regression w/ rej
