Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.6,"0.659 (0.614, 0.614)","0.919 (0.912, 0.912)","0.209 (0.190, 0.190)","0.935 (0.926, 0.926)","0.067 (0.044, 0.044)",AlloSure
0.61,"0.659 (0.614, 0.614)","0.920 (0.912, 0.912)","0.209 (0.190, 0.190)","0.935 (0.926, 0.926)","0.068 (0.044, 0.044)",AlloSure
0.62,"0.659 (0.614, 0.614)","0.920 (0.913, 0.913)","0.199 (0.182, 0.182)","0.936 (0.926, 0.926)","0.064 (0.044, 0.044)",AlloSure
0.63,"0.659 (0.614, 0.614)","0.921 (0.913, 0.913)","0.196 (0.182, 0.182)","0.936 (0.926, 0.926)","0.063 (0.044, 0.044)",AlloSure
0.64,"0.659 (0.614, 0.614)","0.922 (0.914, 0.914)","0.192 (0.182, 0.182)","0.937 (0.927, 0.927)","0.063 (0.045, 0.045)",AlloSure
0.65,"0.659 (0.614, 0.614)","0.922 (0.916, 0.916)","0.192 (0.182, 0.182)","0.938 (0.928, 0.928)","0.064 (0.045, 0.045)",AlloSure
0.66,"0.659 (0.614, 0.614)","0.923 (0.916, 0.916)","0.184 (0.175, 0.175)","0.939 (0.929, 0.929)","0.062 (0.045, 0.045)",AlloSure
0.67,"0.659 (0.614, 0.614)","0.924 (0.917, 0.917)","0.184 (0.175, 0.175)","0.940 (0.930, 0.930)","0.063 (0.046, 0.046)",AlloSure
0.68,"0.659 (0.614, 0.614)","0.924 (0.918, 0.918)","0.184 (0.175, 0.175)","0.940 (0.930, 0.930)","0.063 (0.047, 0.047)",AlloSure
0.6900000000000001,"0.659 (0.614, 0.614)","0.925 (0.920, 0.920)","0.184 (0.175, 0.175)","0.941 (0.932, 0.932)","0.064 (0.048, 0.048)",AlloSure
0.7000000000000001,"0.659 (0.614, 0.614)","0.926 (0.920, 0.920)","0.184 (0.175, 0.175)","0.942 (0.933, 0.933)","0.065 (0.048, 0.048)",AlloSure
0.71,"0.659 (0.614, 0.614)","0.928 (0.922, 0.922)","0.184 (0.175, 0.175)","0.944 (0.934, 0.934)","0.067 (0.049, 0.049)",AlloSure
0.72,"0.659 (0.614, 0.614)","0.929 (0.923, 0.923)","0.179 (0.150, 0.150)","0.945 (0.936, 0.936)","0.067 (0.050, 0.050)",AlloSure
0.73,"0.659 (0.614, 0.614)","0.930 (0.925, 0.925)","0.179 (0.150, 0.150)","0.946 (0.938, 0.938)","0.068 (0.051, 0.051)",AlloSure
0.74,"0.659 (0.614, 0.614)","0.930 (0.926, 0.926)","0.175 (0.150, 0.150)","0.946 (0.939, 0.939)","0.066 (0.051, 0.051)",AlloSure
0.75,"0.659 (0.614, 0.614)","0.931 (0.926, 0.926)","0.175 (0.150, 0.150)","0.947 (0.939, 0.939)","0.068 (0.052, 0.052)",AlloSure
0.76,"0.659 (0.614, 0.614)","0.931 (0.927, 0.927)","0.175 (0.150, 0.150)","0.948 (0.940, 0.940)","0.069 (0.052, 0.052)",AlloSure
0.77,"0.659 (0.614, 0.614)","0.932 (0.928, 0.928)","0.170 (0.125, 0.125)","0.948 (0.941, 0.941)","0.068 (0.053, 0.053)",AlloSure
0.78,"0.659 (0.614, 0.614)","0.932 (0.928, 0.928)","0.170 (0.125, 0.125)","0.949 (0.941, 0.941)","0.068 (0.053, 0.053)",AlloSure
0.79,"0.659 (0.614, 0.614)","0.933 (0.929, 0.929)","0.170 (0.125, 0.125)","0.950 (0.943, 0.943)","0.070 (0.054, 0.054)",AlloSure
0.8,"0.659 (0.614, 0.614)","0.934 (0.929, 0.929)","0.166 (0.125, 0.125)","0.951 (0.944, 0.944)","0.069 (0.056, 0.056)",AlloSure
0.81,"0.659 (0.614, 0.614)","0.935 (0.929, 0.929)","0.166 (0.125, 0.125)","0.951 (0.945, 0.945)","0.070 (0.057, 0.057)",AlloSure
0.8200000000000001,"0.659 (0.614, 0.614)","0.935 (0.930, 0.930)","0.162 (0.125, 0.125)","0.952 (0.946, 0.946)","0.069 (0.051, 0.051)",AlloSure
0.8300000000000001,"0.659 (0.614, 0.614)","0.936 (0.931, 0.931)","0.162 (0.125, 0.125)","0.952 (0.946, 0.946)","0.070 (0.051, 0.051)",AlloSure
0.84,"0.659 (0.614, 0.614)","0.936 (0.931, 0.931)","0.162 (0.125, 0.125)","0.953 (0.946, 0.946)","0.071 (0.052, 0.052)",AlloSure
0.85,"0.659 (0.614, 0.614)","0.937 (0.932, 0.932)","0.162 (0.125, 0.125)","0.954 (0.947, 0.947)","0.072 (0.053, 0.053)",AlloSure
0.86,"0.659 (0.614, 0.614)","0.938 (0.933, 0.933)","0.158 (0.125, 0.125)","0.954 (0.947, 0.947)","0.071 (0.054, 0.054)",AlloSure
0.87,"0.659 (0.614, 0.614)","0.939 (0.934, 0.934)","0.158 (0.125, 0.125)","0.955 (0.948, 0.948)","0.073 (0.055, 0.055)",AlloSure
0.88,"0.659 (0.614, 0.614)","0.939 (0.934, 0.934)","0.158 (0.125, 0.125)","0.956 (0.948, 0.948)","0.074 (0.055, 0.055)",AlloSure
0.89,"0.659 (0.614, 0.614)","0.939 (0.935, 0.935)","0.158 (0.125, 0.125)","0.956 (0.949, 0.949)","0.074 (0.056, 0.056)",AlloSure
0.9,"0.659 (0.614, 0.614)","0.940 (0.935, 0.935)","0.158 (0.125, 0.125)","0.957 (0.950, 0.950)","0.075 (0.056, 0.056)",AlloSure
0.91,"0.659 (0.614, 0.614)","0.940 (0.935, 0.935)","0.158 (0.125, 0.125)","0.957 (0.951, 0.951)","0.075 (0.056, 0.056)",AlloSure
0.92,"0.659 (0.614, 0.614)","0.941 (0.935, 0.935)","0.158 (0.125, 0.125)","0.957 (0.952, 0.952)","0.076 (0.056, 0.056)",AlloSure
0.93,"0.659 (0.614, 0.614)","0.941 (0.936, 0.936)","0.158 (0.125, 0.125)","0.958 (0.953, 0.953)","0.077 (0.057, 0.057)",AlloSure
0.9400000000000001,"0.659 (0.614, 0.614)","0.942 (0.936, 0.936)","0.158 (0.125, 0.125)","0.959 (0.954, 0.954)","0.078 (0.057, 0.057)",AlloSure
0.9500000000000001,"0.659 (0.614, 0.614)","0.942 (0.938, 0.938)","0.158 (0.125, 0.125)","0.959 (0.954, 0.954)","0.079 (0.059, 0.059)",AlloSure
0.96,"0.659 (0.614, 0.614)","0.943 (0.938, 0.938)","0.153 (0.103, 0.103)","0.960 (0.956, 0.956)","0.078 (0.059, 0.059)",AlloSure
0.97,"0.659 (0.614, 0.614)","0.943 (0.938, 0.938)","0.149 (0.103, 0.103)","0.960 (0.957, 0.957)","0.077 (0.060, 0.060)",AlloSure
0.98,"0.659 (0.614, 0.614)","0.944 (0.939, 0.939)","0.144 (0.103, 0.103)","0.961 (0.957, 0.957)","0.076 (0.061, 0.061)",AlloSure
0.99,"0.659 (0.614, 0.614)","0.944 (0.940, 0.940)","0.144 (0.103, 0.103)","0.961 (0.958, 0.958)","0.077 (0.062, 0.062)",AlloSure
1.0,"0.659 (0.614, 0.614)","0.944 (0.941, 0.941)","0.144 (0.103, 0.103)","0.962 (0.958, 0.958)","0.078 (0.063, 0.063)",AlloSure
1.01,"0.659 (0.614, 0.614)","0.945 (0.941, 0.941)","0.144 (0.103, 0.103)","0.962 (0.958, 0.958)","0.078 (0.063, 0.063)",AlloSure
20.0,"0.571 (0.571, 0.571)","0.107 (0.101, 0.101)","0.907 (0.908, 0.908)","0.090 (0.088, 0.088)","0.021 (0.017, 0.017)",AlloMap
21.0,"0.571 (0.571, 0.571)","0.124 (0.120, 0.120)","0.875 (0.860, 0.860)","0.108 (0.108, 0.108)","0.021 (0.016, 0.016)",AlloMap
22.0,"0.571 (0.571, 0.571)","0.144 (0.140, 0.140)","0.852 (0.840, 0.840)","0.129 (0.129, 0.129)","0.021 (0.016, 0.016)",AlloMap
23.0,"0.571 (0.571, 0.571)","0.169 (0.167, 0.167)","0.842 (0.840, 0.840)","0.154 (0.156, 0.156)","0.021 (0.017, 0.017)",AlloMap
24.0,"0.571 (0.571, 0.571)","0.193 (0.189, 0.189)","0.822 (0.831, 0.831)","0.179 (0.179, 0.179)","0.021 (0.017, 0.017)",AlloMap
25.0,"0.571 (0.571, 0.571)","0.223 (0.214, 0.214)","0.814 (0.831, 0.831)","0.210 (0.204, 0.204)","0.022 (0.018, 0.018)",AlloMap
26.0,"0.571 (0.571, 0.571)","0.260 (0.253, 0.253)","0.782 (0.785, 0.785)","0.249 (0.238, 0.238)","0.022 (0.018, 0.018)",AlloMap
27.0,"0.571 (0.571, 0.571)","0.304 (0.290, 0.290)","0.753 (0.708, 0.708)","0.294 (0.283, 0.283)","0.022 (0.019, 0.019)",AlloMap
28.0,"0.571 (0.571, 0.571)","0.354 (0.341, 0.341)","0.718 (0.692, 0.692)","0.346 (0.331, 0.331)","0.023 (0.020, 0.020)",AlloMap
29.0,"0.571 (0.571, 0.571)","0.411 (0.402, 0.402)","0.672 (0.646, 0.646)","0.406 (0.394, 0.394)","0.024 (0.020, 0.020)",AlloMap
30.0,"0.571 (0.571, 0.571)","0.471 (0.462, 0.462)","0.639 (0.631, 0.631)","0.467 (0.457, 0.457)","0.026 (0.021, 0.021)",AlloMap
31.0,"0.571 (0.571, 0.571)","0.542 (0.535, 0.535)","0.577 (0.600, 0.600)","0.541 (0.534, 0.534)","0.027 (0.024, 0.024)",AlloMap
32.0,"0.571 (0.571, 0.571)","0.609 (0.603, 0.603)","0.517 (0.508, 0.508)","0.611 (0.605, 0.605)","0.028 (0.027, 0.027)",AlloMap
33.0,"0.571 (0.571, 0.571)","0.681 (0.684, 0.684)","0.457 (0.440, 0.440)","0.685 (0.689, 0.689)","0.030 (0.029, 0.029)",AlloMap
34.0,"0.571 (0.571, 0.571)","0.752 (0.744, 0.744)","0.355 (0.338, 0.338)","0.760 (0.753, 0.753)","0.031 (0.028, 0.028)",AlloMap
35.0,"0.571 (0.571, 0.571)","0.819 (0.811, 0.811)","0.268 (0.259, 0.259)","0.831 (0.822, 0.822)","0.033 (0.031, 0.031)",AlloMap
36.0,"0.571 (0.571, 0.571)","0.880 (0.875, 0.875)","0.196 (0.155, 0.155)","0.895 (0.889, 0.889)","0.039 (0.032, 0.032)",AlloMap
37.0,"0.571 (0.571, 0.571)","0.928 (0.922, 0.922)","0.108 (0.077, 0.077)","0.946 (0.941, 0.941)","0.040 (0.035, 0.035)",AlloMap
38.0,"0.571 (0.571, 0.571)","0.965 (0.965, 0.965)","0.042 (0.034, 0.034)","0.985 (0.983, 0.983)","0.058 (0.045, 0.045)",AlloMap
39.0,"0.571 (0.571, 0.571)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",AlloMap
0.0,"0.621 (0.636, 0.636)","0.021 (0.018, 0.018)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.021 (0.018, 0.018)",Logistic Regression
0.01,"0.621 (0.636, 0.636)","0.021 (0.018, 0.018)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.021 (0.018, 0.018)",Logistic Regression
0.02,"0.621 (0.636, 0.636)","0.469 (0.469, 0.469)","0.662 (0.692, 0.692)","0.464 (0.463, 0.463)","0.026 (0.021, 0.021)",Logistic Regression
0.03,"0.621 (0.636, 0.636)","0.956 (0.953, 0.953)","0.102 (0.052, 0.052)","0.974 (0.969, 0.969)","0.079 (0.065, 0.065)",Logistic Regression
0.04,"0.621 (0.636, 0.636)","0.968 (0.966, 0.966)","0.056 (0.025, 0.025)","0.988 (0.987, 0.987)","0.098 (0.030, 0.030)",Logistic Regression
0.05,"0.621 (0.636, 0.636)","0.972 (0.970, 0.970)","0.045 (0.000, 0.000)","0.992 (0.991, 0.991)","0.110 (0.000, 0.000)",Logistic Regression
0.06,"0.621 (0.636, 0.636)","0.974 (0.972, 0.972)","0.038 (0.000, 0.000)","0.994 (0.994, 0.994)","0.132 (0.000, 0.000)",Logistic Regression
0.07,"0.621 (0.636, 0.636)","0.975 (0.974, 0.974)","0.030 (0.000, 0.000)","0.996 (0.995, 0.995)","0.149 (0.000, 0.000)",Logistic Regression
0.08,"0.621 (0.636, 0.636)","0.976 (0.974, 0.974)","0.023 (0.000, 0.000)","0.996 (0.995, 0.995)","0.149 (0.000, 0.000)",Logistic Regression
0.09,"0.621 (0.636, 0.636)","0.977 (0.975, 0.975)","0.023 (0.000, 0.000)","0.997 (0.996, 0.996)","0.186 (0.000, 0.000)",Logistic Regression
0.1,"0.621 (0.636, 0.636)","0.977 (0.975, 0.975)","0.019 (0.000, 0.000)","0.998 (0.997, 0.997)","0.180 (0.000, 0.000)",Logistic Regression
0.11,"0.621 (0.636, 0.636)","0.977 (0.974, 0.974)","0.009 (0.000, 0.000)","0.998 (0.997, 0.997)","0.086 (0.000, 0.000)",Logistic Regression
0.12,"0.621 (0.636, 0.636)","0.977 (0.975, 0.975)","0.009 (0.000, 0.000)","0.998 (0.998, 0.998)","0.100 (0.000, 0.000)",Logistic Regression
0.13,"0.621 (0.636, 0.636)","0.977 (0.975, 0.975)","0.003 (0.000, 0.000)","0.998 (0.998, 0.998)","0.050 (0.000, 0.000)",Logistic Regression
0.14,"0.621 (0.636, 0.636)","0.977 (0.975, 0.975)","0.000 (0.000, 0.000)","0.998 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.621 (0.636, 0.636)","0.978 (0.975, 0.975)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.621 (0.636, 0.636)","0.979 (0.975, 0.975)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
