Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.61,"0.665 (0.615, 0.615)","0.901 (0.895, 0.895)","0.235 (0.162, 0.162)","0.919 (0.908, 0.908)","0.071 (0.050, 0.050)",AlloSure
0.62,"0.665 (0.615, 0.615)","0.901 (0.895, 0.895)","0.225 (0.162, 0.162)","0.920 (0.909, 0.909)","0.069 (0.050, 0.050)",AlloSure
0.63,"0.665 (0.615, 0.615)","0.901 (0.895, 0.895)","0.219 (0.162, 0.162)","0.920 (0.909, 0.909)","0.068 (0.050, 0.050)",AlloSure
0.64,"0.665 (0.615, 0.615)","0.902 (0.895, 0.895)","0.215 (0.162, 0.162)","0.920 (0.910, 0.910)","0.067 (0.050, 0.050)",AlloSure
0.65,"0.665 (0.615, 0.615)","0.903 (0.897, 0.897)","0.215 (0.162, 0.162)","0.921 (0.910, 0.910)","0.068 (0.050, 0.050)",AlloSure
0.66,"0.665 (0.615, 0.615)","0.904 (0.897, 0.897)","0.215 (0.162, 0.162)","0.922 (0.913, 0.913)","0.069 (0.051, 0.051)",AlloSure
0.67,"0.665 (0.615, 0.615)","0.905 (0.900, 0.900)","0.215 (0.162, 0.162)","0.923 (0.913, 0.913)","0.069 (0.053, 0.053)",AlloSure
0.68,"0.665 (0.615, 0.615)","0.905 (0.900, 0.900)","0.215 (0.162, 0.162)","0.924 (0.914, 0.914)","0.070 (0.053, 0.053)",AlloSure
0.6900000000000001,"0.665 (0.615, 0.615)","0.907 (0.902, 0.902)","0.215 (0.162, 0.162)","0.925 (0.916, 0.916)","0.071 (0.054, 0.054)",AlloSure
0.7000000000000001,"0.665 (0.615, 0.615)","0.907 (0.903, 0.903)","0.215 (0.162, 0.162)","0.926 (0.917, 0.917)","0.072 (0.055, 0.055)",AlloSure
0.71,"0.665 (0.615, 0.615)","0.909 (0.904, 0.904)","0.215 (0.162, 0.162)","0.928 (0.917, 0.917)","0.073 (0.056, 0.056)",AlloSure
0.72,"0.665 (0.615, 0.615)","0.910 (0.905, 0.905)","0.209 (0.162, 0.162)","0.929 (0.919, 0.919)","0.072 (0.056, 0.056)",AlloSure
0.73,"0.665 (0.615, 0.615)","0.911 (0.907, 0.907)","0.205 (0.162, 0.162)","0.930 (0.920, 0.920)","0.072 (0.057, 0.057)",AlloSure
0.74,"0.665 (0.615, 0.615)","0.911 (0.907, 0.907)","0.205 (0.162, 0.162)","0.930 (0.921, 0.921)","0.072 (0.057, 0.057)",AlloSure
0.75,"0.665 (0.615, 0.615)","0.912 (0.909, 0.909)","0.205 (0.162, 0.162)","0.931 (0.922, 0.922)","0.073 (0.059, 0.059)",AlloSure
0.76,"0.665 (0.615, 0.615)","0.913 (0.909, 0.909)","0.205 (0.162, 0.162)","0.932 (0.922, 0.922)","0.074 (0.059, 0.059)",AlloSure
0.77,"0.665 (0.615, 0.615)","0.913 (0.910, 0.910)","0.199 (0.162, 0.162)","0.932 (0.924, 0.924)","0.072 (0.061, 0.061)",AlloSure
0.78,"0.665 (0.615, 0.615)","0.914 (0.912, 0.912)","0.199 (0.162, 0.162)","0.933 (0.926, 0.926)","0.073 (0.061, 0.061)",AlloSure
0.79,"0.665 (0.615, 0.615)","0.915 (0.912, 0.912)","0.199 (0.162, 0.162)","0.934 (0.927, 0.927)","0.074 (0.062, 0.062)",AlloSure
0.8,"0.665 (0.615, 0.615)","0.916 (0.912, 0.912)","0.193 (0.162, 0.162)","0.935 (0.928, 0.928)","0.073 (0.062, 0.062)",AlloSure
0.81,"0.665 (0.615, 0.615)","0.916 (0.913, 0.913)","0.193 (0.162, 0.162)","0.936 (0.928, 0.928)","0.073 (0.062, 0.062)",AlloSure
0.8200000000000001,"0.665 (0.615, 0.615)","0.917 (0.912, 0.912)","0.188 (0.135, 0.135)","0.936 (0.929, 0.929)","0.072 (0.053, 0.053)",AlloSure
0.8300000000000001,"0.665 (0.615, 0.615)","0.918 (0.912, 0.912)","0.188 (0.135, 0.135)","0.938 (0.933, 0.933)","0.073 (0.053, 0.053)",AlloSure
0.84,"0.665 (0.615, 0.615)","0.918 (0.912, 0.912)","0.188 (0.135, 0.135)","0.938 (0.934, 0.934)","0.074 (0.053, 0.053)",AlloSure
0.85,"0.665 (0.615, 0.615)","0.919 (0.912, 0.912)","0.188 (0.135, 0.135)","0.939 (0.934, 0.934)","0.075 (0.053, 0.053)",AlloSure
0.86,"0.665 (0.615, 0.615)","0.920 (0.912, 0.912)","0.188 (0.135, 0.135)","0.940 (0.934, 0.934)","0.076 (0.054, 0.054)",AlloSure
0.87,"0.665 (0.615, 0.615)","0.920 (0.912, 0.912)","0.188 (0.135, 0.135)","0.940 (0.934, 0.934)","0.077 (0.056, 0.056)",AlloSure
0.88,"0.665 (0.615, 0.615)","0.921 (0.912, 0.912)","0.188 (0.135, 0.135)","0.941 (0.934, 0.934)","0.077 (0.056, 0.056)",AlloSure
0.89,"0.665 (0.615, 0.615)","0.922 (0.912, 0.912)","0.188 (0.135, 0.135)","0.942 (0.934, 0.934)","0.078 (0.056, 0.056)",AlloSure
0.9,"0.665 (0.615, 0.615)","0.922 (0.913, 0.913)","0.188 (0.135, 0.135)","0.942 (0.934, 0.934)","0.079 (0.057, 0.057)",AlloSure
0.91,"0.665 (0.615, 0.615)","0.923 (0.915, 0.915)","0.188 (0.135, 0.135)","0.943 (0.936, 0.936)","0.080 (0.057, 0.057)",AlloSure
0.92,"0.665 (0.615, 0.615)","0.923 (0.915, 0.915)","0.188 (0.135, 0.135)","0.943 (0.937, 0.937)","0.081 (0.057, 0.057)",AlloSure
0.93,"0.665 (0.615, 0.615)","0.924 (0.917, 0.917)","0.188 (0.135, 0.135)","0.944 (0.939, 0.939)","0.082 (0.057, 0.057)",AlloSure
0.9400000000000001,"0.665 (0.615, 0.615)","0.925 (0.917, 0.917)","0.188 (0.135, 0.135)","0.945 (0.939, 0.939)","0.083 (0.058, 0.058)",AlloSure
0.9500000000000001,"0.665 (0.615, 0.615)","0.926 (0.919, 0.919)","0.188 (0.135, 0.135)","0.946 (0.940, 0.940)","0.084 (0.058, 0.058)",AlloSure
0.96,"0.665 (0.615, 0.615)","0.927 (0.920, 0.920)","0.188 (0.135, 0.135)","0.947 (0.941, 0.941)","0.085 (0.059, 0.059)",AlloSure
0.97,"0.665 (0.615, 0.615)","0.927 (0.920, 0.920)","0.182 (0.135, 0.135)","0.947 (0.941, 0.941)","0.084 (0.060, 0.060)",AlloSure
0.98,"0.665 (0.615, 0.615)","0.928 (0.920, 0.920)","0.178 (0.135, 0.135)","0.948 (0.941, 0.941)","0.083 (0.061, 0.061)",AlloSure
0.99,"0.665 (0.615, 0.615)","0.928 (0.920, 0.920)","0.178 (0.135, 0.135)","0.949 (0.942, 0.942)","0.084 (0.061, 0.061)",AlloSure
1.0,"0.665 (0.615, 0.615)","0.929 (0.921, 0.921)","0.178 (0.135, 0.135)","0.949 (0.942, 0.942)","0.084 (0.061, 0.061)",AlloSure
1.01,"0.665 (0.615, 0.615)","0.929 (0.921, 0.921)","0.178 (0.135, 0.135)","0.949 (0.942, 0.942)","0.085 (0.062, 0.062)",AlloSure
20.0,"0.599 (0.545, 0.545)","0.106 (0.106, 0.106)","0.935 (0.919, 0.919)","0.084 (0.081, 0.081)","0.027 (0.023, 0.023)",AlloMap
21.0,"0.599 (0.545, 0.545)","0.122 (0.121, 0.121)","0.907 (0.892, 0.892)","0.101 (0.098, 0.098)","0.026 (0.023, 0.023)",AlloMap
22.0,"0.599 (0.545, 0.545)","0.143 (0.139, 0.139)","0.881 (0.865, 0.865)","0.123 (0.120, 0.120)","0.026 (0.023, 0.023)",AlloMap
23.0,"0.599 (0.545, 0.545)","0.166 (0.160, 0.160)","0.871 (0.865, 0.865)","0.147 (0.141, 0.141)","0.027 (0.023, 0.023)",AlloMap
24.0,"0.599 (0.545, 0.545)","0.190 (0.188, 0.188)","0.849 (0.784, 0.784)","0.172 (0.172, 0.172)","0.027 (0.024, 0.024)",AlloMap
25.0,"0.599 (0.545, 0.545)","0.219 (0.214, 0.214)","0.843 (0.784, 0.784)","0.202 (0.199, 0.199)","0.028 (0.025, 0.025)",AlloMap
26.0,"0.599 (0.545, 0.545)","0.254 (0.246, 0.246)","0.812 (0.784, 0.784)","0.239 (0.232, 0.232)","0.028 (0.025, 0.025)",AlloMap
27.0,"0.599 (0.545, 0.545)","0.299 (0.289, 0.289)","0.777 (0.703, 0.703)","0.286 (0.273, 0.273)","0.028 (0.026, 0.026)",AlloMap
28.0,"0.599 (0.545, 0.545)","0.346 (0.345, 0.345)","0.743 (0.649, 0.649)","0.335 (0.334, 0.334)","0.029 (0.026, 0.026)",AlloMap
29.0,"0.599 (0.545, 0.545)","0.403 (0.397, 0.397)","0.701 (0.649, 0.649)","0.395 (0.393, 0.393)","0.030 (0.028, 0.028)",AlloMap
30.0,"0.599 (0.545, 0.545)","0.463 (0.451, 0.451)","0.692 (0.622, 0.622)","0.457 (0.449, 0.449)","0.033 (0.031, 0.031)",AlloMap
31.0,"0.599 (0.545, 0.545)","0.536 (0.522, 0.522)","0.612 (0.541, 0.541)","0.534 (0.518, 0.518)","0.034 (0.031, 0.031)",AlloMap
32.0,"0.599 (0.545, 0.545)","0.605 (0.596, 0.596)","0.573 (0.486, 0.486)","0.606 (0.596, 0.596)","0.038 (0.033, 0.033)",AlloMap
33.0,"0.599 (0.545, 0.545)","0.676 (0.670, 0.670)","0.502 (0.432, 0.432)","0.680 (0.676, 0.676)","0.041 (0.037, 0.037)",AlloMap
34.0,"0.599 (0.545, 0.545)","0.745 (0.739, 0.739)","0.393 (0.324, 0.324)","0.755 (0.749, 0.749)","0.041 (0.035, 0.035)",AlloMap
35.0,"0.599 (0.545, 0.545)","0.815 (0.815, 0.815)","0.327 (0.312, 0.312)","0.828 (0.827, 0.827)","0.048 (0.040, 0.040)",AlloMap
36.0,"0.599 (0.545, 0.545)","0.874 (0.870, 0.870)","0.229 (0.189, 0.189)","0.892 (0.889, 0.889)","0.054 (0.048, 0.048)",AlloMap
37.0,"0.599 (0.545, 0.545)","0.924 (0.916, 0.916)","0.114 (0.100, 0.100)","0.946 (0.943, 0.943)","0.053 (0.043, 0.043)",AlloMap
38.0,"0.599 (0.545, 0.545)","0.960 (0.956, 0.956)","0.047 (0.027, 0.027)","0.985 (0.984, 0.984)","0.069 (0.043, 0.043)",AlloMap
39.0,"0.599 (0.545, 0.545)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",AlloMap
0.0,"0.635 (0.592, 0.592)","0.026 (0.023, 0.023)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.026 (0.023, 0.023)",Logistic Regression
0.01,"0.635 (0.592, 0.592)","0.027 (0.024, 0.024)","0.983 (0.969, 0.969)","0.001 (0.001, 0.001)","0.026 (0.022, 0.022)",Logistic Regression
0.02,"0.635 (0.592, 0.592)","0.193 (0.184, 0.184)","0.858 (0.811, 0.811)","0.175 (0.168, 0.168)","0.027 (0.024, 0.024)",Logistic Regression
0.03,"0.635 (0.592, 0.592)","0.809 (0.806, 0.806)","0.443 (0.405, 0.405)","0.819 (0.814, 0.814)","0.061 (0.049, 0.049)",Logistic Regression
0.04,"0.635 (0.592, 0.592)","0.950 (0.948, 0.948)","0.110 (0.088, 0.088)","0.973 (0.971, 0.971)","0.092 (0.070, 0.070)",Logistic Regression
0.05,"0.635 (0.592, 0.592)","0.961 (0.963, 0.963)","0.063 (0.038, 0.038)","0.985 (0.983, 0.983)","0.092 (0.095, 0.095)",Logistic Regression
0.06,"0.635 (0.592, 0.592)","0.965 (0.965, 0.965)","0.044 (0.038, 0.038)","0.990 (0.990, 0.990)","0.098 (0.095, 0.095)",Logistic Regression
0.07,"0.635 (0.592, 0.592)","0.967 (0.965, 0.965)","0.038 (0.031, 0.031)","0.992 (0.991, 0.991)","0.124 (0.053, 0.053)",Logistic Regression
0.08,"0.635 (0.592, 0.592)","0.969 (0.969, 0.969)","0.032 (0.000, 0.000)","0.994 (0.992, 0.992)","0.151 (0.000, 0.000)",Logistic Regression
0.09,"0.635 (0.592, 0.592)","0.970 (0.970, 0.970)","0.028 (0.000, 0.000)","0.995 (0.993, 0.993)","0.152 (0.000, 0.000)",Logistic Regression
0.1,"0.635 (0.592, 0.592)","0.971 (0.971, 0.971)","0.023 (0.000, 0.000)","0.997 (0.996, 0.996)","0.170 (0.000, 0.000)",Logistic Regression
0.11,"0.635 (0.592, 0.592)","0.971 (0.971, 0.971)","0.013 (0.000, 0.000)","0.997 (0.996, 0.996)","0.100 (0.000, 0.000)",Logistic Regression
0.12,"0.635 (0.592, 0.592)","0.972 (0.971, 0.971)","0.013 (0.000, 0.000)","0.998 (0.997, 0.997)","0.100 (0.000, 0.000)",Logistic Regression
0.13,"0.635 (0.592, 0.592)","0.972 (0.972, 0.972)","0.007 (0.000, 0.000)","0.998 (0.997, 0.997)","0.067 (0.000, 0.000)",Logistic Regression
0.14,"0.635 (0.592, 0.592)","0.972 (0.972, 0.972)","0.000 (0.000, 0.000)","0.998 (0.998, 0.998)","0.000 (0.000, 0.000)",Logistic Regression
0.15,"0.635 (0.592, 0.592)","0.972 (0.973, 0.973)","0.000 (0.000, 0.000)","0.998 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.16,"0.635 (0.592, 0.592)","0.972 (0.973, 0.973)","0.000 (0.000, 0.000)","0.998 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.17,"0.635 (0.592, 0.592)","0.972 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.18,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.19,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.2,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.21,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.22,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.23,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.24,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.25,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.26,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.27,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.28,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.29,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.3,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.31,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.32,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.33,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.34,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.35000000000000003,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.36,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.37,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.38,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.39,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.4,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.41000000000000003,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.42,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.43,"0.635 (0.592, 0.592)","0.973 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (0.999, 0.999)","0.000 (0.000, 0.000)",Logistic Regression
0.44,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.45,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.46,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.47000000000000003,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.48,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.49,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.51,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.52,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.53,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.54,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.55,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.56,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.5700000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.58,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.59,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.61,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.62,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.63,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.64,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.65,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.66,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.67,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.68,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.6900000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.7000000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.71,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.72,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.73,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.74,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.75,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.76,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.77,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.78,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.79,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.81,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8200000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.8300000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.84,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.85,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.86,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.87,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.88,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.89,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.91,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.92,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.93,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9400000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.9500000000000001,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.96,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
0.97,"0.635 (0.592, 0.592)","0.974 (0.973, 0.973)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Logistic Regression
