Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.19,"0.683 (0.681, 0.681)","0.974 (0.974, 0.974)","0.085 (0.069, 0.069)","0.994 (0.994, 0.994)","0.246 (0.231, 0.231)",Model
0.2,"0.683 (0.681, 0.681)","0.974 (0.973, 0.973)","0.074 (0.063, 0.063)","0.995 (0.994, 0.994)","0.241 (0.202, 0.202)",Model
0.21,"0.683 (0.681, 0.681)","0.975 (0.974, 0.974)","0.074 (0.063, 0.063)","0.995 (0.994, 0.994)","0.255 (0.216, 0.216)",Model
0.22,"0.683 (0.681, 0.681)","0.975 (0.974, 0.974)","0.074 (0.063, 0.063)","0.995 (0.995, 0.995)","0.268 (0.228, 0.228)",Model
0.23,"0.683 (0.681, 0.681)","0.975 (0.974, 0.974)","0.070 (0.058, 0.058)","0.996 (0.995, 0.995)","0.275 (0.236, 0.236)",Model
0.24,"0.683 (0.681, 0.681)","0.976 (0.975, 0.975)","0.070 (0.058, 0.058)","0.996 (0.995, 0.995)","0.313 (0.255, 0.255)",Model
0.25,"0.683 (0.681, 0.681)","0.976 (0.975, 0.975)","0.059 (0.047, 0.047)","0.996 (0.995, 0.995)","0.287 (0.248, 0.248)",Model
0.26,"0.683 (0.681, 0.681)","0.976 (0.975, 0.975)","0.052 (0.041, 0.041)","0.997 (0.996, 0.996)","0.271 (0.240, 0.240)",Model
0.27,"0.683 (0.681, 0.681)","0.976 (0.975, 0.975)","0.052 (0.041, 0.041)","0.997 (0.996, 0.996)","0.296 (0.257, 0.257)",Model
0.28,"0.683 (0.681, 0.681)","0.976 (0.975, 0.975)","0.048 (0.035, 0.035)","0.997 (0.996, 0.996)","0.285 (0.240, 0.240)",Model
0.29,"0.683 (0.681, 0.681)","0.976 (0.976, 0.976)","0.048 (0.035, 0.035)","0.997 (0.996, 0.996)","0.337 (0.255, 0.255)",Model
0.3,"0.683 (0.681, 0.681)","0.977 (0.976, 0.976)","0.044 (0.029, 0.029)","0.998 (0.997, 0.997)","0.341 (0.261, 0.261)",Model
0.31,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.041 (0.029, 0.029)","0.998 (0.998, 0.998)","0.398 (0.298, 0.298)",Model
0.32,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.037 (0.023, 0.023)","0.998 (0.998, 0.998)","0.365 (0.298, 0.298)",Model
0.33,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.025 (0.012, 0.012)","0.999 (0.998, 0.998)","0.287 (0.222, 0.222)",Model
0.34,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.022 (0.006, 0.006)","0.999 (0.998, 0.998)","0.181 (0.062, 0.062)",Model
0.35000000000000003,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.998, 0.998)","0.133 (0.000, 0.000)",Model
0.36,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.998, 0.998)","0.133 (0.000, 0.000)",Model
0.37,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.133 (0.000, 0.000)",Model
0.38,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.148 (0.000, 0.000)",Model
0.39,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.148 (0.000, 0.000)",Model
0.4,"0.683 (0.681, 0.681)","0.977 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.148 (0.000, 0.000)",Model
0.41000000000000003,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.148 (0.000, 0.000)",Model
0.42,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.014 (0.000, 0.000)","0.999 (0.999, 0.999)","0.148 (0.000, 0.000)",Model
0.43,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.44,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.45,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.46,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.47000000000000003,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.48,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.49,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.5,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.51,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.52,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","0.999 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.53,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.54,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.55,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.56,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.5700000000000001,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.58,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.59,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.6,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.61,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (0.999, 0.999)","0.143 (0.000, 0.000)",Model
0.62,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.63,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.64,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.65,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.66,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.67,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.68,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.6900000000000001,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.200 (0.000, 0.000)",Model
0.7000000000000001,"0.683 (0.681, 0.681)","0.978 (0.978, 0.978)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.71,"0.683 (0.681, 0.681)","0.978 (0.978, 0.978)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.72,"0.683 (0.681, 0.681)","0.978 (0.978, 0.978)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.73,"0.683 (0.681, 0.681)","0.978 (0.978, 0.978)","0.011 (0.000, 0.000)","1.000 (1.000, 1.000)","0.250 (0.000, 0.000)",Model
0.74,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.75,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.76,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.004 (0.000, 0.000)","1.000 (1.000, 1.000)","0.167 (0.000, 0.000)",Model
0.77,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.683 (0.681, 0.681)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.671 (0.653, 0.653)","0.064 (0.064, 0.064)","0.977 (0.971, 0.971)","0.043 (0.043, 0.043)","0.023 (0.022, 0.022)",AlloSure
0.01,"0.671 (0.653, 0.653)","0.128 (0.125, 0.125)","0.946 (0.935, 0.935)","0.110 (0.107, 0.107)","0.024 (0.023, 0.023)",AlloSure
0.02,"0.671 (0.653, 0.653)","0.212 (0.207, 0.207)","0.916 (0.901, 0.901)","0.196 (0.191, 0.191)","0.025 (0.024, 0.024)",AlloSure
0.03,"0.671 (0.653, 0.653)","0.302 (0.296, 0.296)","0.886 (0.877, 0.877)","0.288 (0.282, 0.282)","0.027 (0.027, 0.027)",AlloSure
0.04,"0.671 (0.653, 0.653)","0.382 (0.375, 0.375)","0.792 (0.772, 0.772)","0.372 (0.366, 0.366)","0.028 (0.027, 0.027)",AlloSure
0.05,"0.671 (0.653, 0.653)","0.453 (0.445, 0.445)","0.758 (0.732, 0.732)","0.446 (0.438, 0.438)","0.030 (0.029, 0.029)",AlloSure
0.06,"0.671 (0.653, 0.653)","0.514 (0.508, 0.508)","0.702 (0.670, 0.670)","0.510 (0.504, 0.504)","0.032 (0.030, 0.030)",AlloSure
0.07,"0.671 (0.653, 0.653)","0.564 (0.558, 0.558)","0.679 (0.641, 0.641)","0.561 (0.556, 0.556)","0.034 (0.032, 0.032)",AlloSure
0.08,"0.671 (0.653, 0.653)","0.606 (0.602, 0.602)","0.624 (0.602, 0.602)","0.606 (0.602, 0.602)","0.035 (0.033, 0.033)",AlloSure
0.09,"0.671 (0.653, 0.653)","0.644 (0.639, 0.639)","0.601 (0.580, 0.580)","0.645 (0.640, 0.640)","0.037 (0.035, 0.035)",AlloSure
0.1,"0.671 (0.653, 0.653)","0.674 (0.672, 0.672)","0.579 (0.557, 0.557)","0.676 (0.674, 0.674)","0.039 (0.037, 0.037)",AlloSure
0.11,"0.671 (0.653, 0.653)","0.698 (0.697, 0.697)","0.568 (0.541, 0.541)","0.701 (0.701, 0.701)","0.041 (0.039, 0.039)",AlloSure
0.12,"0.671 (0.653, 0.653)","0.717 (0.715, 0.715)","0.557 (0.530, 0.530)","0.721 (0.720, 0.720)","0.043 (0.041, 0.041)",AlloSure
0.13,"0.671 (0.653, 0.653)","0.735 (0.734, 0.734)","0.549 (0.524, 0.524)","0.739 (0.738, 0.738)","0.045 (0.044, 0.044)",AlloSure
0.14,"0.671 (0.653, 0.653)","0.749 (0.747, 0.747)","0.522 (0.482, 0.482)","0.754 (0.753, 0.753)","0.046 (0.043, 0.043)",AlloSure
0.15,"0.671 (0.653, 0.653)","0.763 (0.762, 0.762)","0.510 (0.476, 0.476)","0.769 (0.768, 0.768)","0.048 (0.045, 0.045)",AlloSure
0.16,"0.671 (0.653, 0.653)","0.776 (0.775, 0.775)","0.503 (0.466, 0.466)","0.782 (0.781, 0.781)","0.050 (0.046, 0.046)",AlloSure
0.17,"0.671 (0.653, 0.653)","0.786 (0.784, 0.784)","0.484 (0.454, 0.454)","0.792 (0.790, 0.790)","0.050 (0.048, 0.048)",AlloSure
0.18,"0.671 (0.653, 0.653)","0.795 (0.794, 0.794)","0.458 (0.438, 0.438)","0.803 (0.801, 0.801)","0.050 (0.048, 0.048)",AlloSure
0.19,"0.671 (0.653, 0.653)","0.804 (0.802, 0.802)","0.451 (0.432, 0.432)","0.812 (0.810, 0.810)","0.052 (0.050, 0.050)",AlloSure
0.2,"0.671 (0.653, 0.653)","0.813 (0.811, 0.811)","0.447 (0.426, 0.426)","0.822 (0.819, 0.819)","0.054 (0.052, 0.052)",AlloSure
0.21,"0.671 (0.653, 0.653)","0.820 (0.817, 0.817)","0.414 (0.387, 0.387)","0.829 (0.825, 0.825)","0.052 (0.049, 0.049)",AlloSure
0.22,"0.671 (0.653, 0.653)","0.825 (0.822, 0.822)","0.391 (0.369, 0.369)","0.835 (0.831, 0.831)","0.051 (0.049, 0.049)",AlloSure
0.23,"0.671 (0.653, 0.653)","0.832 (0.829, 0.829)","0.383 (0.364, 0.364)","0.842 (0.838, 0.838)","0.052 (0.050, 0.050)",AlloSure
0.24,"0.671 (0.653, 0.653)","0.837 (0.835, 0.835)","0.372 (0.346, 0.346)","0.848 (0.845, 0.845)","0.052 (0.050, 0.050)",AlloSure
0.25,"0.671 (0.653, 0.653)","0.841 (0.838, 0.838)","0.368 (0.340, 0.340)","0.852 (0.849, 0.849)","0.053 (0.050, 0.050)",AlloSure
0.26,"0.671 (0.653, 0.653)","0.846 (0.844, 0.844)","0.360 (0.329, 0.329)","0.857 (0.855, 0.855)","0.054 (0.050, 0.050)",AlloSure
0.27,"0.671 (0.653, 0.653)","0.850 (0.848, 0.848)","0.349 (0.313, 0.313)","0.861 (0.859, 0.859)","0.054 (0.049, 0.049)",AlloSure
0.28,"0.671 (0.653, 0.653)","0.854 (0.852, 0.852)","0.341 (0.307, 0.307)","0.865 (0.862, 0.862)","0.054 (0.050, 0.050)",AlloSure
0.29,"0.671 (0.653, 0.653)","0.857 (0.855, 0.855)","0.334 (0.301, 0.301)","0.869 (0.866, 0.866)","0.054 (0.050, 0.050)",AlloSure
0.3,"0.671 (0.653, 0.653)","0.859 (0.858, 0.858)","0.323 (0.291, 0.291)","0.872 (0.869, 0.869)","0.054 (0.049, 0.049)",AlloSure
0.31,"0.671 (0.653, 0.653)","0.862 (0.861, 0.861)","0.323 (0.291, 0.291)","0.875 (0.873, 0.873)","0.055 (0.050, 0.050)",AlloSure
0.32,"0.671 (0.653, 0.653)","0.865 (0.864, 0.864)","0.319 (0.285, 0.285)","0.877 (0.875, 0.875)","0.056 (0.050, 0.050)",AlloSure
0.33,"0.671 (0.653, 0.653)","0.868 (0.867, 0.867)","0.316 (0.285, 0.285)","0.881 (0.879, 0.879)","0.057 (0.052, 0.052)",AlloSure
0.34,"0.671 (0.653, 0.653)","0.871 (0.870, 0.870)","0.312 (0.279, 0.279)","0.884 (0.882, 0.882)","0.057 (0.052, 0.052)",AlloSure
0.35000000000000003,"0.671 (0.653, 0.653)","0.873 (0.871, 0.871)","0.304 (0.279, 0.279)","0.886 (0.884, 0.884)","0.057 (0.053, 0.053)",AlloSure
0.36,"0.671 (0.653, 0.653)","0.876 (0.876, 0.876)","0.301 (0.279, 0.279)","0.890 (0.888, 0.888)","0.058 (0.054, 0.054)",AlloSure
0.37,"0.671 (0.653, 0.653)","0.879 (0.878, 0.878)","0.301 (0.279, 0.279)","0.892 (0.890, 0.890)","0.059 (0.056, 0.056)",AlloSure
0.38,"0.671 (0.653, 0.653)","0.881 (0.880, 0.880)","0.301 (0.279, 0.279)","0.894 (0.892, 0.892)","0.060 (0.057, 0.057)",AlloSure
0.39,"0.671 (0.653, 0.653)","0.883 (0.883, 0.883)","0.301 (0.279, 0.279)","0.897 (0.895, 0.895)","0.062 (0.058, 0.058)",AlloSure
0.4,"0.671 (0.653, 0.653)","0.885 (0.884, 0.884)","0.293 (0.279, 0.279)","0.898 (0.897, 0.897)","0.061 (0.059, 0.059)",AlloSure
0.41000000000000003,"0.671 (0.653, 0.653)","0.886 (0.885, 0.885)","0.293 (0.279, 0.279)","0.900 (0.898, 0.898)","0.062 (0.060, 0.060)",AlloSure
0.42,"0.671 (0.653, 0.653)","0.888 (0.887, 0.887)","0.293 (0.279, 0.279)","0.901 (0.900, 0.900)","0.063 (0.061, 0.061)",AlloSure
0.43,"0.671 (0.653, 0.653)","0.889 (0.889, 0.889)","0.293 (0.279, 0.279)","0.903 (0.902, 0.902)","0.064 (0.062, 0.062)",AlloSure
0.44,"0.671 (0.653, 0.653)","0.891 (0.891, 0.891)","0.290 (0.273, 0.273)","0.905 (0.904, 0.904)","0.064 (0.062, 0.062)",AlloSure
0.45,"0.671 (0.653, 0.653)","0.893 (0.892, 0.892)","0.270 (0.250, 0.250)","0.907 (0.906, 0.906)","0.062 (0.058, 0.058)",AlloSure
0.46,"0.671 (0.653, 0.653)","0.894 (0.894, 0.894)","0.270 (0.250, 0.250)","0.909 (0.908, 0.908)","0.063 (0.059, 0.059)",AlloSure
0.47000000000000003,"0.671 (0.653, 0.653)","0.897 (0.896, 0.896)","0.267 (0.244, 0.244)","0.911 (0.910, 0.910)","0.063 (0.059, 0.059)",AlloSure
0.48,"0.671 (0.653, 0.653)","0.898 (0.897, 0.897)","0.267 (0.244, 0.244)","0.913 (0.911, 0.911)","0.065 (0.061, 0.061)",AlloSure
0.49,"0.671 (0.653, 0.653)","0.899 (0.898, 0.898)","0.263 (0.239, 0.239)","0.914 (0.913, 0.913)","0.064 (0.060, 0.060)",AlloSure
0.5,"0.671 (0.653, 0.653)","0.901 (0.900, 0.900)","0.263 (0.239, 0.239)","0.915 (0.914, 0.914)","0.065 (0.061, 0.061)",AlloSure
0.51,"0.671 (0.653, 0.653)","0.902 (0.901, 0.901)","0.256 (0.234, 0.234)","0.917 (0.916, 0.916)","0.065 (0.061, 0.061)",AlloSure
0.52,"0.671 (0.653, 0.653)","0.903 (0.902, 0.902)","0.252 (0.228, 0.228)","0.918 (0.917, 0.917)","0.065 (0.060, 0.060)",AlloSure
0.53,"0.671 (0.653, 0.653)","0.905 (0.904, 0.904)","0.241 (0.212, 0.212)","0.920 (0.919, 0.919)","0.064 (0.057, 0.057)",AlloSure
0.54,"0.671 (0.653, 0.653)","0.906 (0.905, 0.905)","0.237 (0.212, 0.212)","0.922 (0.921, 0.921)","0.064 (0.059, 0.059)",AlloSure
0.55,"0.671 (0.653, 0.653)","0.908 (0.907, 0.907)","0.233 (0.206, 0.206)","0.923 (0.923, 0.923)","0.064 (0.058, 0.058)",AlloSure
0.56,"0.671 (0.653, 0.653)","0.909 (0.908, 0.908)","0.233 (0.206, 0.206)","0.925 (0.924, 0.924)","0.065 (0.060, 0.060)",AlloSure
0.5700000000000001,"0.671 (0.653, 0.653)","0.911 (0.910, 0.910)","0.233 (0.206, 0.206)","0.926 (0.925, 0.925)","0.066 (0.061, 0.061)",AlloSure
0.58,"0.671 (0.653, 0.653)","0.912 (0.911, 0.911)","0.233 (0.206, 0.206)","0.927 (0.926, 0.926)","0.067 (0.062, 0.062)",AlloSure
0.59,"0.671 (0.653, 0.653)","0.913 (0.911, 0.911)","0.230 (0.206, 0.206)","0.928 (0.927, 0.927)","0.067 (0.063, 0.063)",AlloSure
0.6,"0.671 (0.653, 0.653)","0.914 (0.912, 0.912)","0.222 (0.200, 0.200)","0.929 (0.928, 0.928)","0.066 (0.062, 0.062)",AlloSure
0.61,"0.671 (0.653, 0.653)","0.915 (0.913, 0.913)","0.222 (0.200, 0.200)","0.930 (0.929, 0.929)","0.067 (0.062, 0.062)",AlloSure
