Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.2,"0.653 (0.621, 0.621)","0.964 (0.961, 0.961)","0.023 (0.000, 0.000)","0.997 (0.996, 0.996)","0.433 (0.000, 0.000)",Model
0.21,"0.653 (0.621, 0.621)","0.965 (0.961, 0.961)","0.023 (0.000, 0.000)","0.998 (0.997, 0.997)","0.433 (0.000, 0.000)",Model
0.22,"0.653 (0.621, 0.621)","0.965 (0.961, 0.961)","0.023 (0.000, 0.000)","0.998 (0.997, 0.997)","0.433 (0.000, 0.000)",Model
0.23,"0.653 (0.621, 0.621)","0.965 (0.961, 0.961)","0.023 (0.000, 0.000)","0.998 (0.999, 0.999)","0.433 (0.000, 0.000)",Model
0.24,"0.653 (0.621, 0.621)","0.965 (0.961, 0.961)","0.014 (0.000, 0.000)","0.998 (0.999, 0.999)","0.233 (0.000, 0.000)",Model
0.25,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.007 (0.000, 0.000)","0.998 (0.999, 0.999)","0.033 (0.000, 0.000)",Model
0.26,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (0.999, 0.999)","0.000 (0.000, 0.000)",Model
0.27,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.28,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.29,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.3,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.31,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.32,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.33,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.34,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.35000000000000003,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.36,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.37,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.38,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.39,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.4,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.41000000000000003,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.42,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.43,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.44,"0.653 (0.621, 0.621)","0.965 (0.960, 0.960)","0.000 (0.000, 0.000)","0.999 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.45,"0.653 (0.621, 0.621)","0.966 (0.960, 0.960)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.46,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.47000000000000003,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.48,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.49,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.51,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.52,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.53,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.54,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.55,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.56,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.5700000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.58,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.59,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.653 (0.621, 0.621)","0.966 (0.962, 0.962)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.667 (0.639, 0.639)","0.073 (0.071, 0.071)","0.984 (0.966, 0.966)","0.041 (0.037, 0.037)","0.035 (0.030, 0.030)",AlloSure
0.01,"0.667 (0.639, 0.639)","0.130 (0.129, 0.129)","0.940 (0.926, 0.926)","0.101 (0.094, 0.094)","0.036 (0.031, 0.031)",AlloSure
0.02,"0.667 (0.639, 0.639)","0.205 (0.201, 0.201)","0.909 (0.852, 0.852)","0.180 (0.178, 0.178)","0.038 (0.034, 0.034)",AlloSure
0.03,"0.667 (0.639, 0.639)","0.288 (0.283, 0.283)","0.899 (0.852, 0.852)","0.266 (0.264, 0.264)","0.042 (0.036, 0.036)",AlloSure
0.04,"0.667 (0.639, 0.639)","0.358 (0.356, 0.356)","0.815 (0.793, 0.793)","0.341 (0.342, 0.342)","0.042 (0.036, 0.036)",AlloSure
0.05,"0.667 (0.639, 0.639)","0.423 (0.413, 0.413)","0.792 (0.762, 0.762)","0.410 (0.402, 0.402)","0.045 (0.038, 0.038)",AlloSure
0.06,"0.667 (0.639, 0.639)","0.473 (0.462, 0.462)","0.727 (0.667, 0.667)","0.464 (0.454, 0.454)","0.046 (0.038, 0.038)",AlloSure
0.07,"0.667 (0.639, 0.639)","0.524 (0.511, 0.511)","0.712 (0.667, 0.667)","0.517 (0.506, 0.506)","0.050 (0.042, 0.042)",AlloSure
0.08,"0.667 (0.639, 0.639)","0.564 (0.549, 0.549)","0.667 (0.619, 0.619)","0.560 (0.549, 0.549)","0.051 (0.043, 0.043)",AlloSure
0.09,"0.667 (0.639, 0.639)","0.600 (0.582, 0.582)","0.627 (0.571, 0.571)","0.599 (0.585, 0.585)","0.052 (0.044, 0.044)",AlloSure
0.1,"0.667 (0.639, 0.639)","0.629 (0.609, 0.609)","0.605 (0.571, 0.571)","0.630 (0.616, 0.616)","0.055 (0.047, 0.047)",AlloSure
0.11,"0.667 (0.639, 0.639)","0.651 (0.639, 0.639)","0.605 (0.571, 0.571)","0.653 (0.641, 0.641)","0.058 (0.049, 0.049)",AlloSure
0.12,"0.667 (0.639, 0.639)","0.671 (0.654, 0.654)","0.605 (0.571, 0.571)","0.673 (0.661, 0.661)","0.061 (0.053, 0.053)",AlloSure
0.13,"0.667 (0.639, 0.639)","0.688 (0.674, 0.674)","0.591 (0.571, 0.571)","0.691 (0.684, 0.684)","0.063 (0.056, 0.056)",AlloSure
0.14,"0.667 (0.639, 0.639)","0.701 (0.691, 0.691)","0.560 (0.552, 0.552)","0.706 (0.700, 0.700)","0.063 (0.058, 0.058)",AlloSure
0.15,"0.667 (0.639, 0.639)","0.716 (0.708, 0.708)","0.544 (0.524, 0.524)","0.722 (0.715, 0.715)","0.064 (0.056, 0.056)",AlloSure
0.16,"0.667 (0.639, 0.639)","0.729 (0.719, 0.719)","0.537 (0.524, 0.524)","0.736 (0.733, 0.733)","0.066 (0.058, 0.058)",AlloSure
0.17,"0.667 (0.639, 0.639)","0.738 (0.734, 0.734)","0.530 (0.517, 0.517)","0.745 (0.740, 0.740)","0.068 (0.060, 0.060)",AlloSure
0.18,"0.667 (0.639, 0.639)","0.748 (0.745, 0.745)","0.522 (0.517, 0.517)","0.756 (0.750, 0.750)","0.069 (0.061, 0.061)",AlloSure
0.19,"0.667 (0.639, 0.639)","0.757 (0.749, 0.749)","0.503 (0.429, 0.429)","0.766 (0.758, 0.758)","0.070 (0.053, 0.053)",AlloSure
0.2,"0.667 (0.639, 0.639)","0.769 (0.764, 0.764)","0.494 (0.381, 0.381)","0.778 (0.769, 0.769)","0.072 (0.050, 0.050)",AlloSure
0.21,"0.667 (0.639, 0.639)","0.775 (0.771, 0.771)","0.453 (0.381, 0.381)","0.786 (0.783, 0.783)","0.070 (0.051, 0.051)",AlloSure
0.22,"0.667 (0.639, 0.639)","0.779 (0.777, 0.777)","0.440 (0.381, 0.381)","0.791 (0.786, 0.786)","0.069 (0.052, 0.052)",AlloSure
0.23,"0.667 (0.639, 0.639)","0.786 (0.782, 0.782)","0.440 (0.381, 0.381)","0.798 (0.795, 0.795)","0.071 (0.055, 0.055)",AlloSure
0.24,"0.667 (0.639, 0.639)","0.791 (0.787, 0.787)","0.433 (0.381, 0.381)","0.804 (0.802, 0.802)","0.072 (0.058, 0.058)",AlloSure
0.25,"0.667 (0.639, 0.639)","0.797 (0.792, 0.792)","0.433 (0.381, 0.381)","0.810 (0.809, 0.809)","0.074 (0.060, 0.060)",AlloSure
0.26,"0.667 (0.639, 0.639)","0.803 (0.797, 0.797)","0.433 (0.381, 0.381)","0.816 (0.812, 0.812)","0.077 (0.062, 0.062)",AlloSure
0.27,"0.667 (0.639, 0.639)","0.807 (0.799, 0.799)","0.426 (0.379, 0.379)","0.821 (0.819, 0.819)","0.077 (0.065, 0.065)",AlloSure
0.28,"0.667 (0.639, 0.639)","0.812 (0.806, 0.806)","0.426 (0.379, 0.379)","0.826 (0.824, 0.824)","0.079 (0.066, 0.066)",AlloSure
0.29,"0.667 (0.639, 0.639)","0.814 (0.807, 0.807)","0.416 (0.379, 0.379)","0.828 (0.827, 0.827)","0.079 (0.067, 0.067)",AlloSure
0.3,"0.667 (0.639, 0.639)","0.818 (0.811, 0.811)","0.403 (0.345, 0.345)","0.833 (0.830, 0.830)","0.078 (0.069, 0.069)",AlloSure
0.31,"0.667 (0.639, 0.639)","0.820 (0.813, 0.813)","0.403 (0.345, 0.345)","0.835 (0.832, 0.832)","0.080 (0.069, 0.069)",AlloSure
0.32,"0.667 (0.639, 0.639)","0.824 (0.816, 0.816)","0.396 (0.345, 0.345)","0.839 (0.835, 0.835)","0.080 (0.071, 0.071)",AlloSure
0.33,"0.667 (0.639, 0.639)","0.828 (0.818, 0.818)","0.396 (0.345, 0.345)","0.843 (0.837, 0.837)","0.082 (0.074, 0.074)",AlloSure
0.34,"0.667 (0.639, 0.639)","0.831 (0.823, 0.823)","0.389 (0.345, 0.345)","0.847 (0.842, 0.842)","0.082 (0.076, 0.076)",AlloSure
0.35000000000000003,"0.667 (0.639, 0.639)","0.833 (0.824, 0.824)","0.382 (0.345, 0.345)","0.849 (0.843, 0.843)","0.082 (0.076, 0.076)",AlloSure
0.36,"0.667 (0.639, 0.639)","0.834 (0.826, 0.826)","0.382 (0.345, 0.345)","0.850 (0.845, 0.845)","0.082 (0.077, 0.077)",AlloSure
0.37,"0.667 (0.639, 0.639)","0.837 (0.827, 0.827)","0.382 (0.345, 0.345)","0.853 (0.846, 0.846)","0.084 (0.079, 0.079)",AlloSure
0.38,"0.667 (0.639, 0.639)","0.839 (0.828, 0.828)","0.382 (0.345, 0.345)","0.855 (0.848, 0.848)","0.085 (0.079, 0.079)",AlloSure
0.39,"0.667 (0.639, 0.639)","0.843 (0.828, 0.828)","0.382 (0.345, 0.345)","0.859 (0.848, 0.848)","0.087 (0.081, 0.081)",AlloSure
0.4,"0.667 (0.639, 0.639)","0.843 (0.828, 0.828)","0.374 (0.345, 0.345)","0.860 (0.848, 0.848)","0.086 (0.081, 0.081)",AlloSure
0.41000000000000003,"0.667 (0.639, 0.639)","0.846 (0.832, 0.832)","0.374 (0.345, 0.345)","0.863 (0.850, 0.850)","0.088 (0.083, 0.083)",AlloSure
0.42,"0.667 (0.639, 0.639)","0.847 (0.832, 0.832)","0.374 (0.345, 0.345)","0.864 (0.852, 0.852)","0.088 (0.083, 0.083)",AlloSure
0.43,"0.667 (0.639, 0.639)","0.849 (0.835, 0.835)","0.374 (0.345, 0.345)","0.866 (0.854, 0.854)","0.089 (0.084, 0.084)",AlloSure
0.44,"0.667 (0.639, 0.639)","0.852 (0.836, 0.836)","0.365 (0.345, 0.345)","0.869 (0.856, 0.856)","0.090 (0.077, 0.077)",AlloSure
0.45,"0.667 (0.639, 0.639)","0.853 (0.838, 0.838)","0.349 (0.333, 0.333)","0.871 (0.857, 0.857)","0.087 (0.078, 0.078)",AlloSure
0.46,"0.667 (0.639, 0.639)","0.855 (0.840, 0.840)","0.349 (0.333, 0.333)","0.873 (0.860, 0.860)","0.088 (0.079, 0.079)",AlloSure
0.47000000000000003,"0.667 (0.639, 0.639)","0.857 (0.841, 0.841)","0.342 (0.333, 0.333)","0.875 (0.861, 0.861)","0.088 (0.080, 0.080)",AlloSure
0.48,"0.667 (0.639, 0.639)","0.859 (0.843, 0.843)","0.342 (0.333, 0.333)","0.877 (0.863, 0.863)","0.090 (0.082, 0.082)",AlloSure
0.49,"0.667 (0.639, 0.639)","0.859 (0.844, 0.844)","0.332 (0.333, 0.333)","0.878 (0.864, 0.864)","0.088 (0.074, 0.074)",AlloSure
0.5,"0.667 (0.639, 0.639)","0.861 (0.845, 0.845)","0.332 (0.333, 0.333)","0.880 (0.865, 0.865)","0.089 (0.075, 0.075)",AlloSure
0.51,"0.667 (0.639, 0.639)","0.862 (0.849, 0.849)","0.318 (0.333, 0.333)","0.881 (0.867, 0.867)","0.086 (0.077, 0.077)",AlloSure
0.52,"0.667 (0.639, 0.639)","0.864 (0.855, 0.855)","0.310 (0.333, 0.333)","0.884 (0.871, 0.871)","0.085 (0.080, 0.080)",AlloSure
0.53,"0.667 (0.639, 0.639)","0.866 (0.857, 0.857)","0.287 (0.310, 0.310)","0.887 (0.873, 0.873)","0.081 (0.073, 0.073)",AlloSure
0.54,"0.667 (0.639, 0.639)","0.868 (0.857, 0.857)","0.280 (0.310, 0.310)","0.889 (0.873, 0.873)","0.080 (0.073, 0.073)",AlloSure
0.55,"0.667 (0.639, 0.639)","0.871 (0.859, 0.859)","0.273 (0.276, 0.276)","0.892 (0.882, 0.882)","0.080 (0.074, 0.074)",AlloSure
0.56,"0.667 (0.639, 0.639)","0.872 (0.863, 0.863)","0.273 (0.276, 0.276)","0.894 (0.886, 0.886)","0.081 (0.074, 0.074)",AlloSure
0.5700000000000001,"0.667 (0.639, 0.639)","0.873 (0.865, 0.865)","0.273 (0.276, 0.276)","0.895 (0.889, 0.889)","0.082 (0.074, 0.074)",AlloSure
0.58,"0.667 (0.639, 0.639)","0.875 (0.868, 0.868)","0.273 (0.276, 0.276)","0.896 (0.891, 0.891)","0.083 (0.074, 0.074)",AlloSure
0.59,"0.667 (0.639, 0.639)","0.876 (0.868, 0.868)","0.266 (0.276, 0.276)","0.898 (0.893, 0.893)","0.082 (0.076, 0.076)",AlloSure
0.6,"0.667 (0.639, 0.639)","0.877 (0.871, 0.871)","0.266 (0.276, 0.276)","0.899 (0.894, 0.894)","0.084 (0.077, 0.077)",AlloSure
0.61,"0.667 (0.639, 0.639)","0.879 (0.872, 0.872)","0.266 (0.276, 0.276)","0.900 (0.896, 0.896)","0.085 (0.077, 0.077)",AlloSure
