Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.62,"0.791 (0.774, 0.774)","0.926 (0.922, 0.922)","0.464 (0.450, 0.450)","0.940 (0.935, 0.935)","0.199 (0.188, 0.188)",AlloSure
0.63,"0.791 (0.774, 0.774)","0.926 (0.922, 0.922)","0.464 (0.450, 0.450)","0.941 (0.936, 0.936)","0.200 (0.189, 0.189)",AlloSure
0.64,"0.791 (0.774, 0.774)","0.927 (0.923, 0.923)","0.456 (0.442, 0.442)","0.942 (0.937, 0.937)","0.200 (0.188, 0.188)",AlloSure
0.65,"0.791 (0.774, 0.774)","0.927 (0.924, 0.924)","0.454 (0.438, 0.438)","0.942 (0.937, 0.937)","0.200 (0.188, 0.188)",AlloSure
0.66,"0.791 (0.774, 0.774)","0.928 (0.925, 0.925)","0.451 (0.434, 0.434)","0.943 (0.939, 0.939)","0.202 (0.189, 0.189)",AlloSure
0.67,"0.791 (0.774, 0.774)","0.929 (0.926, 0.926)","0.451 (0.434, 0.434)","0.944 (0.940, 0.940)","0.204 (0.192, 0.192)",AlloSure
0.68,"0.791 (0.774, 0.774)","0.929 (0.926, 0.926)","0.449 (0.430, 0.430)","0.945 (0.940, 0.940)","0.205 (0.192, 0.192)",AlloSure
0.6900000000000001,"0.791 (0.774, 0.774)","0.931 (0.927, 0.927)","0.446 (0.427, 0.427)","0.946 (0.941, 0.941)","0.208 (0.196, 0.196)",AlloSure
0.7000000000000001,"0.791 (0.774, 0.774)","0.931 (0.928, 0.928)","0.444 (0.427, 0.427)","0.947 (0.942, 0.942)","0.209 (0.198, 0.198)",AlloSure
0.71,"0.791 (0.774, 0.774)","0.932 (0.929, 0.929)","0.439 (0.420, 0.420)","0.948 (0.943, 0.943)","0.211 (0.200, 0.200)",AlloSure
0.72,"0.791 (0.774, 0.774)","0.933 (0.930, 0.930)","0.437 (0.417, 0.417)","0.949 (0.944, 0.944)","0.214 (0.204, 0.204)",AlloSure
0.73,"0.791 (0.774, 0.774)","0.934 (0.931, 0.931)","0.434 (0.413, 0.413)","0.950 (0.945, 0.945)","0.216 (0.207, 0.207)",AlloSure
0.74,"0.791 (0.774, 0.774)","0.935 (0.931, 0.931)","0.434 (0.413, 0.413)","0.950 (0.945, 0.945)","0.217 (0.209, 0.209)",AlloSure
0.75,"0.791 (0.774, 0.774)","0.935 (0.932, 0.932)","0.432 (0.409, 0.409)","0.951 (0.946, 0.946)","0.219 (0.210, 0.210)",AlloSure
0.76,"0.791 (0.774, 0.774)","0.936 (0.932, 0.932)","0.430 (0.406, 0.406)","0.952 (0.947, 0.947)","0.222 (0.211, 0.211)",AlloSure
0.77,"0.791 (0.774, 0.774)","0.937 (0.933, 0.933)","0.430 (0.406, 0.406)","0.953 (0.947, 0.947)","0.224 (0.213, 0.213)",AlloSure
0.78,"0.791 (0.774, 0.774)","0.937 (0.933, 0.933)","0.430 (0.406, 0.406)","0.953 (0.948, 0.948)","0.226 (0.215, 0.215)",AlloSure
0.79,"0.791 (0.774, 0.774)","0.938 (0.934, 0.934)","0.427 (0.402, 0.402)","0.954 (0.949, 0.949)","0.229 (0.219, 0.219)",AlloSure
0.8,"0.791 (0.774, 0.774)","0.939 (0.935, 0.935)","0.425 (0.399, 0.399)","0.955 (0.950, 0.950)","0.232 (0.220, 0.220)",AlloSure
0.81,"0.791 (0.774, 0.774)","0.939 (0.935, 0.935)","0.417 (0.387, 0.387)","0.956 (0.950, 0.950)","0.230 (0.221, 0.221)",AlloSure
0.8200000000000001,"0.791 (0.774, 0.774)","0.940 (0.936, 0.936)","0.417 (0.387, 0.387)","0.956 (0.951, 0.951)","0.232 (0.224, 0.224)",AlloSure
0.8300000000000001,"0.791 (0.774, 0.774)","0.940 (0.937, 0.937)","0.410 (0.376, 0.376)","0.957 (0.951, 0.951)","0.230 (0.224, 0.224)",AlloSure
0.84,"0.791 (0.774, 0.774)","0.940 (0.937, 0.937)","0.407 (0.376, 0.376)","0.957 (0.952, 0.952)","0.231 (0.224, 0.224)",AlloSure
0.85,"0.791 (0.774, 0.774)","0.940 (0.937, 0.937)","0.400 (0.365, 0.365)","0.958 (0.953, 0.953)","0.229 (0.222, 0.222)",AlloSure
0.86,"0.791 (0.774, 0.774)","0.941 (0.938, 0.938)","0.395 (0.358, 0.358)","0.958 (0.953, 0.953)","0.228 (0.221, 0.221)",AlloSure
0.87,"0.791 (0.774, 0.774)","0.941 (0.938, 0.938)","0.390 (0.351, 0.351)","0.959 (0.954, 0.954)","0.230 (0.225, 0.225)",AlloSure
0.88,"0.791 (0.774, 0.774)","0.941 (0.938, 0.938)","0.385 (0.347, 0.347)","0.959 (0.954, 0.954)","0.229 (0.223, 0.223)",AlloSure
0.89,"0.791 (0.774, 0.774)","0.942 (0.939, 0.939)","0.382 (0.344, 0.344)","0.960 (0.955, 0.955)","0.230 (0.224, 0.224)",AlloSure
0.9,"0.791 (0.774, 0.774)","0.942 (0.939, 0.939)","0.380 (0.340, 0.340)","0.960 (0.955, 0.955)","0.230 (0.225, 0.225)",AlloSure
0.91,"0.791 (0.774, 0.774)","0.943 (0.939, 0.939)","0.380 (0.340, 0.340)","0.960 (0.956, 0.956)","0.232 (0.225, 0.225)",AlloSure
0.92,"0.791 (0.774, 0.774)","0.943 (0.940, 0.940)","0.374 (0.340, 0.340)","0.961 (0.956, 0.956)","0.232 (0.224, 0.224)",AlloSure
0.93,"0.791 (0.774, 0.774)","0.943 (0.941, 0.941)","0.369 (0.333, 0.333)","0.961 (0.957, 0.957)","0.231 (0.227, 0.227)",AlloSure
0.9400000000000001,"0.791 (0.774, 0.774)","0.943 (0.941, 0.941)","0.359 (0.318, 0.318)","0.962 (0.957, 0.957)","0.226 (0.222, 0.222)",AlloSure
0.9500000000000001,"0.791 (0.774, 0.774)","0.943 (0.941, 0.941)","0.354 (0.311, 0.311)","0.962 (0.958, 0.958)","0.225 (0.223, 0.223)",AlloSure
0.96,"0.791 (0.774, 0.774)","0.944 (0.942, 0.942)","0.354 (0.311, 0.311)","0.963 (0.958, 0.958)","0.228 (0.226, 0.226)",AlloSure
0.97,"0.791 (0.774, 0.774)","0.945 (0.942, 0.942)","0.352 (0.307, 0.307)","0.963 (0.959, 0.959)","0.231 (0.229, 0.229)",AlloSure
0.98,"0.791 (0.774, 0.774)","0.945 (0.942, 0.942)","0.345 (0.297, 0.297)","0.964 (0.960, 0.960)","0.229 (0.228, 0.228)",AlloSure
0.99,"0.791 (0.774, 0.774)","0.945 (0.943, 0.943)","0.343 (0.293, 0.293)","0.964 (0.960, 0.960)","0.229 (0.227, 0.227)",AlloSure
1.0,"0.791 (0.774, 0.774)","0.945 (0.943, 0.943)","0.343 (0.293, 0.293)","0.965 (0.961, 0.961)","0.231 (0.227, 0.227)",AlloSure
1.01,"0.791 (0.774, 0.774)","0.946 (0.944, 0.944)","0.343 (0.293, 0.293)","0.965 (0.961, 0.961)","0.232 (0.229, 0.229)",AlloSure
20.0,"0.578 (0.565, 0.565)","0.116 (0.105, 0.105)","0.938 (0.934, 0.934)","0.090 (0.080, 0.080)","0.032 (0.029, 0.029)",AlloMap
21.0,"0.578 (0.565, 0.565)","0.133 (0.122, 0.122)","0.923 (0.918, 0.918)","0.108 (0.098, 0.098)","0.032 (0.030, 0.030)",AlloMap
22.0,"0.578 (0.565, 0.565)","0.153 (0.142, 0.142)","0.903 (0.895, 0.895)","0.129 (0.119, 0.119)","0.032 (0.030, 0.030)",AlloMap
23.0,"0.578 (0.565, 0.565)","0.176 (0.165, 0.165)","0.890 (0.884, 0.884)","0.154 (0.143, 0.143)","0.032 (0.030, 0.030)",AlloMap
24.0,"0.578 (0.565, 0.565)","0.201 (0.191, 0.191)","0.875 (0.866, 0.866)","0.180 (0.170, 0.170)","0.033 (0.031, 0.031)",AlloMap
25.0,"0.578 (0.565, 0.565)","0.230 (0.219, 0.219)","0.857 (0.844, 0.844)","0.210 (0.200, 0.200)","0.033 (0.031, 0.031)",AlloMap
26.0,"0.578 (0.565, 0.565)","0.267 (0.257, 0.257)","0.837 (0.818, 0.818)","0.249 (0.239, 0.239)","0.034 (0.032, 0.032)",AlloMap
27.0,"0.578 (0.565, 0.565)","0.309 (0.300, 0.300)","0.803 (0.782, 0.782)","0.294 (0.285, 0.285)","0.035 (0.032, 0.032)",AlloMap
28.0,"0.578 (0.565, 0.565)","0.358 (0.351, 0.351)","0.769 (0.752, 0.752)","0.345 (0.339, 0.339)","0.036 (0.033, 0.033)",AlloMap
29.0,"0.578 (0.565, 0.565)","0.414 (0.407, 0.407)","0.710 (0.696, 0.696)","0.404 (0.399, 0.399)","0.036 (0.033, 0.033)",AlloMap
30.0,"0.578 (0.565, 0.565)","0.471 (0.467, 0.467)","0.653 (0.631, 0.631)","0.465 (0.461, 0.461)","0.037 (0.034, 0.034)",AlloMap
31.0,"0.578 (0.565, 0.565)","0.540 (0.535, 0.535)","0.591 (0.566, 0.566)","0.538 (0.534, 0.534)","0.039 (0.035, 0.035)",AlloMap
32.0,"0.578 (0.565, 0.565)","0.606 (0.601, 0.601)","0.508 (0.487, 0.487)","0.609 (0.604, 0.604)","0.039 (0.035, 0.035)",AlloMap
33.0,"0.578 (0.565, 0.565)","0.675 (0.669, 0.669)","0.426 (0.403, 0.403)","0.683 (0.678, 0.678)","0.041 (0.036, 0.036)",AlloMap
34.0,"0.578 (0.565, 0.565)","0.745 (0.738, 0.738)","0.324 (0.293, 0.293)","0.758 (0.752, 0.752)","0.041 (0.035, 0.035)",AlloMap
35.0,"0.578 (0.565, 0.565)","0.811 (0.805, 0.805)","0.237 (0.222, 0.222)","0.829 (0.824, 0.824)","0.042 (0.037, 0.037)",AlloMap
36.0,"0.578 (0.565, 0.565)","0.870 (0.863, 0.863)","0.154 (0.135, 0.135)","0.893 (0.887, 0.887)","0.044 (0.036, 0.036)",AlloMap
37.0,"0.578 (0.565, 0.565)","0.919 (0.914, 0.914)","0.091 (0.080, 0.080)","0.945 (0.942, 0.942)","0.051 (0.041, 0.041)",AlloMap
38.0,"0.578 (0.565, 0.565)","0.954 (0.952, 0.952)","0.021 (0.020, 0.020)","0.984 (0.983, 0.983)","0.039 (0.037, 0.037)",AlloMap
39.0,"0.578 (0.565, 0.565)","0.969 (0.967, 0.967)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",AlloMap
0.0,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.01,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.02,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.03,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.04,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.05,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.06,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.07,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.08,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.09,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.1,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.11,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.12,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.13,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.14,"0.794 (0.787, 0.787)","0.031 (0.029, 0.029)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)","0.031 (0.029, 0.029)",Logistic Regression
0.15,"0.794 (0.787, 0.787)","0.032 (0.030, 0.030)","1.000 (1.000, 1.000)","0.002 (0.001, 0.001)","0.031 (0.029, 0.029)",Logistic Regression
0.16,"0.794 (0.787, 0.787)","0.034 (0.032, 0.032)","1.000 (1.000, 1.000)","0.004 (0.003, 0.003)","0.031 (0.029, 0.029)",Logistic Regression
0.17,"0.794 (0.787, 0.787)","0.037 (0.035, 0.035)","0.995 (0.993, 0.993)","0.007 (0.006, 0.006)","0.031 (0.029, 0.029)",Logistic Regression
0.18,"0.794 (0.787, 0.787)","0.041 (0.040, 0.040)","0.990 (0.988, 0.988)","0.011 (0.011, 0.011)","0.031 (0.029, 0.029)",Logistic Regression
0.19,"0.794 (0.787, 0.787)","0.048 (0.046, 0.046)","0.987 (0.985, 0.985)","0.018 (0.017, 0.017)","0.031 (0.029, 0.029)",Logistic Regression
0.2,"0.794 (0.787, 0.787)","0.054 (0.052, 0.052)","0.987 (0.985, 0.985)","0.024 (0.023, 0.023)","0.031 (0.029, 0.029)",Logistic Regression
0.21,"0.794 (0.787, 0.787)","0.062 (0.059, 0.059)","0.987 (0.985, 0.985)","0.033 (0.032, 0.032)","0.031 (0.030, 0.030)",Logistic Regression
0.22,"0.794 (0.787, 0.787)","0.072 (0.066, 0.066)","0.987 (0.985, 0.985)","0.043 (0.038, 0.038)","0.032 (0.030, 0.030)",Logistic Regression
0.23,"0.794 (0.787, 0.787)","0.085 (0.078, 0.078)","0.977 (0.975, 0.975)","0.057 (0.051, 0.051)","0.032 (0.030, 0.030)",Logistic Regression
0.24,"0.794 (0.787, 0.787)","0.102 (0.092, 0.092)","0.972 (0.971, 0.971)","0.075 (0.066, 0.066)","0.032 (0.030, 0.030)",Logistic Regression
0.25,"0.794 (0.787, 0.787)","0.121 (0.109, 0.109)","0.964 (0.961, 0.961)","0.095 (0.084, 0.084)","0.033 (0.030, 0.030)",Logistic Regression
0.26,"0.794 (0.787, 0.787)","0.144 (0.132, 0.132)","0.953 (0.944, 0.944)","0.119 (0.107, 0.107)","0.033 (0.031, 0.031)",Logistic Regression
0.27,"0.794 (0.787, 0.787)","0.170 (0.157, 0.157)","0.950 (0.940, 0.940)","0.145 (0.134, 0.134)","0.034 (0.032, 0.032)",Logistic Regression
0.28,"0.794 (0.787, 0.787)","0.201 (0.189, 0.189)","0.942 (0.932, 0.932)","0.178 (0.166, 0.166)","0.035 (0.033, 0.033)",Logistic Regression
0.29,"0.794 (0.787, 0.787)","0.238 (0.227, 0.227)","0.927 (0.913, 0.913)","0.216 (0.206, 0.206)","0.036 (0.034, 0.034)",Logistic Regression
0.3,"0.794 (0.787, 0.787)","0.281 (0.270, 0.270)","0.914 (0.894, 0.894)","0.261 (0.251, 0.251)","0.038 (0.036, 0.036)",Logistic Regression
0.31,"0.794 (0.787, 0.787)","0.326 (0.318, 0.318)","0.902 (0.883, 0.883)","0.308 (0.300, 0.300)","0.040 (0.038, 0.038)",Logistic Regression
0.32,"0.794 (0.787, 0.787)","0.379 (0.371, 0.371)","0.889 (0.871, 0.871)","0.363 (0.356, 0.356)","0.042 (0.040, 0.040)",Logistic Regression
0.33,"0.794 (0.787, 0.787)","0.435 (0.431, 0.431)","0.868 (0.850, 0.850)","0.421 (0.417, 0.417)","0.045 (0.043, 0.043)",Logistic Regression
0.34,"0.794 (0.787, 0.787)","0.492 (0.489, 0.489)","0.852 (0.838, 0.838)","0.481 (0.478, 0.478)","0.049 (0.047, 0.047)",Logistic Regression
0.35000000000000003,"0.794 (0.787, 0.787)","0.550 (0.547, 0.547)","0.836 (0.822, 0.822)","0.541 (0.538, 0.538)","0.054 (0.052, 0.052)",Logistic Regression
0.36,"0.794 (0.787, 0.787)","0.606 (0.604, 0.604)","0.807 (0.801, 0.801)","0.600 (0.598, 0.598)","0.060 (0.056, 0.056)",Logistic Regression
0.37,"0.794 (0.787, 0.787)","0.658 (0.658, 0.658)","0.777 (0.767, 0.767)","0.655 (0.653, 0.653)","0.067 (0.062, 0.062)",Logistic Regression
0.38,"0.794 (0.787, 0.787)","0.705 (0.701, 0.701)","0.749 (0.739, 0.739)","0.703 (0.700, 0.700)","0.074 (0.069, 0.069)",Logistic Regression
0.39,"0.794 (0.787, 0.787)","0.748 (0.744, 0.744)","0.718 (0.709, 0.709)","0.749 (0.745, 0.745)","0.083 (0.077, 0.077)",Logistic Regression
0.4,"0.794 (0.787, 0.787)","0.783 (0.780, 0.780)","0.702 (0.692, 0.692)","0.785 (0.782, 0.782)","0.094 (0.087, 0.087)",Logistic Regression
0.41000000000000003,"0.794 (0.787, 0.787)","0.808 (0.805, 0.805)","0.672 (0.659, 0.659)","0.813 (0.810, 0.810)","0.102 (0.094, 0.094)",Logistic Regression
0.42,"0.794 (0.787, 0.787)","0.826 (0.822, 0.822)","0.648 (0.627, 0.627)","0.832 (0.828, 0.828)","0.109 (0.098, 0.098)",Logistic Regression
0.43,"0.794 (0.787, 0.787)","0.844 (0.840, 0.840)","0.632 (0.609, 0.609)","0.851 (0.846, 0.846)","0.120 (0.108, 0.108)",Logistic Regression
0.44,"0.794 (0.787, 0.787)","0.856 (0.852, 0.852)","0.618 (0.592, 0.592)","0.863 (0.859, 0.859)","0.126 (0.115, 0.115)",Logistic Regression
0.45,"0.794 (0.787, 0.787)","0.867 (0.863, 0.863)","0.608 (0.584, 0.584)","0.875 (0.871, 0.871)","0.135 (0.123, 0.123)",Logistic Regression
0.46,"0.794 (0.787, 0.787)","0.876 (0.872, 0.872)","0.593 (0.573, 0.573)","0.885 (0.881, 0.881)","0.141 (0.128, 0.128)",Logistic Regression
0.47000000000000003,"0.794 (0.787, 0.787)","0.882 (0.879, 0.879)","0.583 (0.569, 0.569)","0.892 (0.888, 0.888)","0.147 (0.135, 0.135)",Logistic Regression
0.48,"0.794 (0.787, 0.787)","0.889 (0.886, 0.886)","0.569 (0.554, 0.554)","0.899 (0.895, 0.895)","0.152 (0.139, 0.139)",Logistic Regression
0.49,"0.794 (0.787, 0.787)","0.894 (0.891, 0.891)","0.569 (0.554, 0.554)","0.905 (0.901, 0.901)","0.160 (0.147, 0.147)",Logistic Regression
0.5,"0.794 (0.787, 0.787)","0.899 (0.896, 0.896)","0.561 (0.545, 0.545)","0.910 (0.906, 0.906)","0.165 (0.151, 0.151)",Logistic Regression
0.51,"0.794 (0.787, 0.787)","0.903 (0.901, 0.901)","0.544 (0.527, 0.527)","0.915 (0.912, 0.912)","0.168 (0.153, 0.153)",Logistic Regression
0.52,"0.794 (0.787, 0.787)","0.907 (0.905, 0.905)","0.533 (0.510, 0.510)","0.919 (0.916, 0.916)","0.172 (0.156, 0.156)",Logistic Regression
0.53,"0.794 (0.787, 0.787)","0.910 (0.907, 0.907)","0.528 (0.510, 0.510)","0.922 (0.919, 0.919)","0.177 (0.163, 0.163)",Logistic Regression
0.54,"0.794 (0.787, 0.787)","0.913 (0.910, 0.910)","0.513 (0.495, 0.495)","0.926 (0.922, 0.922)","0.179 (0.165, 0.165)",Logistic Regression
0.55,"0.794 (0.787, 0.787)","0.916 (0.913, 0.913)","0.501 (0.490, 0.490)","0.929 (0.925, 0.925)","0.183 (0.171, 0.171)",Logistic Regression
0.56,"0.794 (0.787, 0.787)","0.918 (0.915, 0.915)","0.492 (0.477, 0.477)","0.931 (0.927, 0.927)","0.186 (0.173, 0.173)",Logistic Regression
0.5700000000000001,"0.794 (0.787, 0.787)","0.921 (0.918, 0.918)","0.481 (0.465, 0.465)","0.935 (0.930, 0.930)","0.190 (0.176, 0.176)",Logistic Regression
0.58,"0.794 (0.787, 0.787)","0.923 (0.920, 0.920)","0.472 (0.458, 0.458)","0.937 (0.933, 0.933)","0.193 (0.181, 0.181)",Logistic Regression
0.59,"0.794 (0.787, 0.787)","0.925 (0.921, 0.921)","0.454 (0.431, 0.431)","0.939 (0.935, 0.935)","0.192 (0.177, 0.177)",Logistic Regression
0.6,"0.794 (0.787, 0.787)","0.927 (0.924, 0.924)","0.454 (0.431, 0.431)","0.942 (0.937, 0.937)","0.198 (0.182, 0.182)",Logistic Regression
0.61,"0.794 (0.787, 0.787)","0.928 (0.925, 0.925)","0.440 (0.416, 0.416)","0.944 (0.939, 0.939)","0.198 (0.184, 0.184)",Logistic Regression
0.62,"0.794 (0.787, 0.787)","0.930 (0.927, 0.927)","0.434 (0.412, 0.412)","0.946 (0.941, 0.941)","0.203 (0.190, 0.190)",Logistic Regression
0.63,"0.794 (0.787, 0.787)","0.932 (0.929, 0.929)","0.432 (0.409, 0.409)","0.948 (0.943, 0.943)","0.208 (0.196, 0.196)",Logistic Regression
0.64,"0.794 (0.787, 0.787)","0.934 (0.930, 0.930)","0.432 (0.409, 0.409)","0.949 (0.945, 0.945)","0.213 (0.200, 0.200)",Logistic Regression
0.65,"0.794 (0.787, 0.787)","0.935 (0.932, 0.932)","0.424 (0.398, 0.398)","0.951 (0.946, 0.946)","0.214 (0.199, 0.199)",Logistic Regression
0.66,"0.794 (0.787, 0.787)","0.936 (0.934, 0.934)","0.419 (0.390, 0.390)","0.953 (0.949, 0.949)","0.217 (0.202, 0.202)",Logistic Regression
0.67,"0.794 (0.787, 0.787)","0.938 (0.935, 0.935)","0.414 (0.383, 0.383)","0.954 (0.950, 0.950)","0.221 (0.208, 0.208)",Logistic Regression
0.68,"0.794 (0.787, 0.787)","0.939 (0.937, 0.937)","0.405 (0.369, 0.369)","0.956 (0.952, 0.952)","0.223 (0.213, 0.213)",Logistic Regression
0.6900000000000001,"0.794 (0.787, 0.787)","0.940 (0.938, 0.938)","0.394 (0.362, 0.362)","0.957 (0.953, 0.953)","0.224 (0.215, 0.215)",Logistic Regression
0.7000000000000001,"0.794 (0.787, 0.787)","0.942 (0.939, 0.939)","0.384 (0.351, 0.351)","0.959 (0.955, 0.955)","0.228 (0.221, 0.221)",Logistic Regression
0.71,"0.794 (0.787, 0.787)","0.943 (0.939, 0.939)","0.376 (0.343, 0.343)","0.961 (0.955, 0.955)","0.231 (0.223, 0.223)",Logistic Regression
0.72,"0.794 (0.787, 0.787)","0.943 (0.940, 0.940)","0.366 (0.329, 0.329)","0.962 (0.957, 0.957)","0.232 (0.226, 0.226)",Logistic Regression
0.73,"0.794 (0.787, 0.787)","0.944 (0.941, 0.941)","0.359 (0.318, 0.318)","0.963 (0.958, 0.958)","0.230 (0.223, 0.223)",Logistic Regression
0.74,"0.794 (0.787, 0.787)","0.945 (0.942, 0.942)","0.344 (0.300, 0.300)","0.964 (0.959, 0.959)","0.230 (0.228, 0.228)",Logistic Regression
0.75,"0.794 (0.787, 0.787)","0.946 (0.944, 0.944)","0.337 (0.290, 0.290)","0.965 (0.961, 0.961)","0.233 (0.230, 0.230)",Logistic Regression
0.76,"0.794 (0.787, 0.787)","0.947 (0.944, 0.944)","0.329 (0.282, 0.282)","0.966 (0.962, 0.962)","0.233 (0.231, 0.231)",Logistic Regression
0.77,"0.794 (0.787, 0.787)","0.947 (0.945, 0.945)","0.322 (0.271, 0.271)","0.967 (0.963, 0.963)","0.234 (0.227, 0.227)",Logistic Regression
0.78,"0.794 (0.787, 0.787)","0.949 (0.946, 0.946)","0.314 (0.264, 0.264)","0.969 (0.965, 0.965)","0.237 (0.229, 0.229)",Logistic Regression
0.79,"0.794 (0.787, 0.787)","0.949 (0.947, 0.947)","0.304 (0.249, 0.249)","0.970 (0.966, 0.966)","0.236 (0.226, 0.226)",Logistic Regression
0.8,"0.794 (0.787, 0.787)","0.950 (0.947, 0.947)","0.299 (0.246, 0.246)","0.970 (0.967, 0.967)","0.237 (0.224, 0.224)",Logistic Regression
0.81,"0.794 (0.787, 0.787)","0.951 (0.948, 0.948)","0.293 (0.242, 0.242)","0.972 (0.968, 0.968)","0.240 (0.229, 0.229)",Logistic Regression
0.8200000000000001,"0.794 (0.787, 0.787)","0.952 (0.949, 0.949)","0.293 (0.242, 0.242)","0.973 (0.969, 0.969)","0.247 (0.236, 0.236)",Logistic Regression
0.8300000000000001,"0.794 (0.787, 0.787)","0.952 (0.950, 0.950)","0.285 (0.238, 0.238)","0.974 (0.970, 0.970)","0.250 (0.242, 0.242)",Logistic Regression
0.84,"0.794 (0.787, 0.787)","0.953 (0.951, 0.951)","0.278 (0.228, 0.228)","0.975 (0.971, 0.971)","0.252 (0.242, 0.242)",Logistic Regression
0.85,"0.794 (0.787, 0.787)","0.954 (0.952, 0.952)","0.275 (0.224, 0.224)","0.976 (0.972, 0.972)","0.257 (0.247, 0.247)",Logistic Regression
0.86,"0.794 (0.787, 0.787)","0.954 (0.952, 0.952)","0.275 (0.224, 0.224)","0.976 (0.972, 0.972)","0.261 (0.252, 0.252)",Logistic Regression
0.87,"0.794 (0.787, 0.787)","0.956 (0.953, 0.953)","0.275 (0.224, 0.224)","0.977 (0.974, 0.974)","0.272 (0.262, 0.262)",Logistic Regression
0.88,"0.794 (0.787, 0.787)","0.956 (0.954, 0.954)","0.275 (0.224, 0.224)","0.978 (0.975, 0.975)","0.279 (0.271, 0.271)",Logistic Regression
0.89,"0.794 (0.787, 0.787)","0.957 (0.956, 0.956)","0.273 (0.220, 0.220)","0.979 (0.976, 0.976)","0.286 (0.280, 0.280)",Logistic Regression
0.9,"0.794 (0.787, 0.787)","0.957 (0.956, 0.956)","0.254 (0.205, 0.205)","0.980 (0.976, 0.976)","0.279 (0.275, 0.275)",Logistic Regression
0.91,"0.794 (0.787, 0.787)","0.958 (0.957, 0.957)","0.245 (0.201, 0.201)","0.981 (0.978, 0.978)","0.284 (0.280, 0.280)",Logistic Regression
0.92,"0.794 (0.787, 0.787)","0.959 (0.958, 0.958)","0.232 (0.191, 0.191)","0.982 (0.979, 0.979)","0.283 (0.277, 0.277)",Logistic Regression
0.93,"0.794 (0.787, 0.787)","0.960 (0.958, 0.958)","0.227 (0.187, 0.187)","0.983 (0.980, 0.980)","0.288 (0.278, 0.278)",Logistic Regression
0.9400000000000001,"0.794 (0.787, 0.787)","0.960 (0.959, 0.959)","0.221 (0.183, 0.183)","0.984 (0.981, 0.981)","0.290 (0.274, 0.274)",Logistic Regression
0.9500000000000001,"0.794 (0.787, 0.787)","0.960 (0.959, 0.959)","0.193 (0.170, 0.170)","0.985 (0.982, 0.982)","0.280 (0.260, 0.260)",Logistic Regression
0.96,"0.794 (0.787, 0.787)","0.961 (0.960, 0.960)","0.176 (0.152, 0.152)","0.986 (0.983, 0.983)","0.286 (0.265, 0.265)",Logistic Regression
0.97,"0.794 (0.787, 0.787)","0.962 (0.960, 0.960)","0.152 (0.125, 0.125)","0.987 (0.984, 0.984)","0.277 (0.257, 0.257)",Logistic Regression
0.98,"0.794 (0.787, 0.787)","0.962 (0.961, 0.961)","0.136 (0.112, 0.112)","0.988 (0.986, 0.986)","0.274 (0.252, 0.252)",Logistic Regression
