Threshold,AUC,Accuracy,Sensitivity,Specificity,PPV (Precision),Source
0.59,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.61,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.62,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.63,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.64,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.65,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.66,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.67,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.68,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.6900000000000001,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.7000000000000001,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.71,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.72,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.73,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.74,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.75,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.76,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.77,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.78,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.79,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.81,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8200000000000001,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.8300000000000001,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.84,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.85,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.86,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.87,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.88,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.89,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.91,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.92,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.93,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9400000000000001,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.9500000000000001,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.96,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.97,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.98,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.99,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.0,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
1.01,"0.706 (0.693, 0.693)","0.978 (0.977, 0.977)","0.000 (0.000, 0.000)","1.000 (1.000, 1.000)","0.000 (0.000, 0.000)",Model
0.0,"0.669 (0.653, 0.653)","0.064 (0.063, 0.063)","0.979 (0.973, 0.973)","0.044 (0.042, 0.042)","0.022 (0.022, 0.022)",AlloSure
0.01,"0.669 (0.653, 0.653)","0.129 (0.124, 0.124)","0.939 (0.926, 0.926)","0.111 (0.106, 0.106)","0.023 (0.023, 0.023)",AlloSure
0.02,"0.669 (0.653, 0.653)","0.213 (0.205, 0.205)","0.910 (0.894, 0.894)","0.198 (0.189, 0.189)","0.025 (0.024, 0.024)",AlloSure
0.03,"0.669 (0.653, 0.653)","0.303 (0.295, 0.295)","0.880 (0.868, 0.868)","0.290 (0.282, 0.282)","0.027 (0.026, 0.026)",AlloSure
0.04,"0.669 (0.653, 0.653)","0.383 (0.378, 0.378)","0.787 (0.784, 0.784)","0.374 (0.369, 0.369)","0.027 (0.026, 0.026)",AlloSure
0.05,"0.669 (0.653, 0.653)","0.455 (0.451, 0.451)","0.753 (0.739, 0.739)","0.448 (0.444, 0.444)","0.030 (0.028, 0.028)",AlloSure
0.06,"0.669 (0.653, 0.653)","0.516 (0.512, 0.512)","0.697 (0.671, 0.671)","0.512 (0.508, 0.508)","0.031 (0.029, 0.029)",AlloSure
0.07,"0.669 (0.653, 0.653)","0.566 (0.561, 0.561)","0.676 (0.655, 0.655)","0.563 (0.558, 0.558)","0.034 (0.031, 0.031)",AlloSure
0.08,"0.669 (0.653, 0.653)","0.609 (0.603, 0.603)","0.620 (0.592, 0.592)","0.608 (0.602, 0.602)","0.034 (0.032, 0.032)",AlloSure
0.09,"0.669 (0.653, 0.653)","0.646 (0.637, 0.637)","0.593 (0.551, 0.551)","0.647 (0.637, 0.637)","0.037 (0.033, 0.033)",AlloSure
0.1,"0.669 (0.653, 0.653)","0.677 (0.667, 0.667)","0.571 (0.523, 0.523)","0.679 (0.668, 0.668)","0.039 (0.034, 0.034)",AlloSure
0.11,"0.669 (0.653, 0.653)","0.701 (0.690, 0.690)","0.560 (0.512, 0.512)","0.704 (0.693, 0.693)","0.041 (0.036, 0.036)",AlloSure
0.12,"0.669 (0.653, 0.653)","0.720 (0.709, 0.709)","0.549 (0.500, 0.500)","0.724 (0.712, 0.712)","0.043 (0.038, 0.038)",AlloSure
0.13,"0.669 (0.653, 0.653)","0.737 (0.727, 0.727)","0.542 (0.500, 0.500)","0.742 (0.731, 0.731)","0.045 (0.040, 0.040)",AlloSure
0.14,"0.669 (0.653, 0.653)","0.752 (0.742, 0.742)","0.516 (0.471, 0.471)","0.757 (0.746, 0.746)","0.046 (0.040, 0.040)",AlloSure
0.15,"0.669 (0.653, 0.653)","0.766 (0.756, 0.756)","0.505 (0.466, 0.466)","0.772 (0.761, 0.761)","0.048 (0.042, 0.042)",AlloSure
0.16,"0.669 (0.653, 0.653)","0.779 (0.769, 0.769)","0.498 (0.455, 0.455)","0.785 (0.774, 0.774)","0.050 (0.044, 0.044)",AlloSure
0.17,"0.669 (0.653, 0.653)","0.788 (0.779, 0.779)","0.479 (0.438, 0.438)","0.795 (0.785, 0.785)","0.051 (0.044, 0.044)",AlloSure
0.18,"0.669 (0.653, 0.653)","0.798 (0.788, 0.788)","0.454 (0.415, 0.415)","0.806 (0.795, 0.795)","0.051 (0.044, 0.044)",AlloSure
0.19,"0.669 (0.653, 0.653)","0.807 (0.798, 0.798)","0.447 (0.404, 0.404)","0.815 (0.805, 0.805)","0.052 (0.045, 0.045)",AlloSure
0.2,"0.669 (0.653, 0.653)","0.816 (0.807, 0.807)","0.443 (0.404, 0.404)","0.824 (0.814, 0.814)","0.055 (0.047, 0.047)",AlloSure
0.21,"0.669 (0.653, 0.653)","0.822 (0.814, 0.814)","0.411 (0.366, 0.366)","0.831 (0.822, 0.822)","0.053 (0.044, 0.044)",AlloSure
0.22,"0.669 (0.653, 0.653)","0.827 (0.820, 0.820)","0.389 (0.344, 0.344)","0.837 (0.828, 0.828)","0.051 (0.042, 0.042)",AlloSure
0.23,"0.669 (0.653, 0.653)","0.834 (0.827, 0.827)","0.382 (0.344, 0.344)","0.844 (0.836, 0.836)","0.053 (0.044, 0.044)",AlloSure
0.24,"0.669 (0.653, 0.653)","0.839 (0.832, 0.832)","0.370 (0.327, 0.327)","0.850 (0.841, 0.841)","0.053 (0.044, 0.044)",AlloSure
0.25,"0.669 (0.653, 0.653)","0.843 (0.836, 0.836)","0.366 (0.321, 0.321)","0.854 (0.845, 0.845)","0.054 (0.044, 0.044)",AlloSure
0.26,"0.669 (0.653, 0.653)","0.848 (0.840, 0.840)","0.359 (0.309, 0.309)","0.859 (0.850, 0.850)","0.055 (0.044, 0.044)",AlloSure
0.27,"0.669 (0.653, 0.653)","0.852 (0.844, 0.844)","0.348 (0.298, 0.298)","0.863 (0.854, 0.854)","0.055 (0.044, 0.044)",AlloSure
0.28,"0.669 (0.653, 0.653)","0.855 (0.848, 0.848)","0.341 (0.292, 0.292)","0.867 (0.858, 0.858)","0.055 (0.044, 0.044)",AlloSure
0.29,"0.669 (0.653, 0.653)","0.858 (0.851, 0.851)","0.333 (0.286, 0.286)","0.870 (0.861, 0.861)","0.056 (0.045, 0.045)",AlloSure
0.3,"0.669 (0.653, 0.653)","0.861 (0.853, 0.853)","0.322 (0.275, 0.275)","0.873 (0.864, 0.864)","0.055 (0.044, 0.044)",AlloSure
0.31,"0.669 (0.653, 0.653)","0.864 (0.856, 0.856)","0.322 (0.275, 0.275)","0.876 (0.867, 0.867)","0.056 (0.045, 0.045)",AlloSure
0.32,"0.669 (0.653, 0.653)","0.867 (0.858, 0.858)","0.319 (0.275, 0.275)","0.879 (0.869, 0.869)","0.057 (0.046, 0.046)",AlloSure
0.33,"0.669 (0.653, 0.653)","0.870 (0.862, 0.862)","0.315 (0.270, 0.270)","0.882 (0.873, 0.873)","0.058 (0.046, 0.046)",AlloSure
0.34,"0.669 (0.653, 0.653)","0.873 (0.865, 0.865)","0.312 (0.264, 0.264)","0.885 (0.876, 0.876)","0.058 (0.046, 0.046)",AlloSure
0.35000000000000003,"0.669 (0.653, 0.653)","0.875 (0.867, 0.867)","0.305 (0.264, 0.264)","0.887 (0.878, 0.878)","0.058 (0.047, 0.047)",AlloSure
0.36,"0.669 (0.653, 0.653)","0.878 (0.870, 0.870)","0.301 (0.259, 0.259)","0.891 (0.882, 0.882)","0.059 (0.047, 0.047)",AlloSure
0.37,"0.669 (0.653, 0.653)","0.880 (0.873, 0.873)","0.301 (0.259, 0.259)","0.893 (0.884, 0.884)","0.060 (0.049, 0.049)",AlloSure
0.38,"0.669 (0.653, 0.653)","0.882 (0.874, 0.874)","0.301 (0.259, 0.259)","0.895 (0.886, 0.886)","0.061 (0.049, 0.049)",AlloSure
0.39,"0.669 (0.653, 0.653)","0.885 (0.877, 0.877)","0.301 (0.259, 0.259)","0.898 (0.889, 0.889)","0.063 (0.051, 0.051)",AlloSure
0.4,"0.669 (0.653, 0.653)","0.886 (0.879, 0.879)","0.293 (0.247, 0.247)","0.899 (0.891, 0.891)","0.062 (0.050, 0.050)",AlloSure
0.41000000000000003,"0.669 (0.653, 0.653)","0.887 (0.880, 0.880)","0.293 (0.247, 0.247)","0.901 (0.892, 0.892)","0.063 (0.050, 0.050)",AlloSure
0.42,"0.669 (0.653, 0.653)","0.889 (0.882, 0.882)","0.293 (0.247, 0.247)","0.903 (0.894, 0.894)","0.064 (0.051, 0.051)",AlloSure
0.43,"0.669 (0.653, 0.653)","0.891 (0.883, 0.883)","0.293 (0.247, 0.247)","0.904 (0.896, 0.896)","0.065 (0.052, 0.052)",AlloSure
0.44,"0.669 (0.653, 0.653)","0.892 (0.885, 0.885)","0.289 (0.247, 0.247)","0.906 (0.897, 0.897)","0.066 (0.053, 0.053)",AlloSure
0.45,"0.669 (0.653, 0.653)","0.894 (0.887, 0.887)","0.272 (0.241, 0.241)","0.908 (0.899, 0.899)","0.063 (0.052, 0.052)",AlloSure
0.46,"0.669 (0.653, 0.653)","0.896 (0.888, 0.888)","0.272 (0.241, 0.241)","0.910 (0.901, 0.901)","0.064 (0.053, 0.053)",AlloSure
0.47000000000000003,"0.669 (0.653, 0.653)","0.898 (0.890, 0.890)","0.268 (0.235, 0.235)","0.912 (0.903, 0.903)","0.065 (0.054, 0.054)",AlloSure
0.48,"0.669 (0.653, 0.653)","0.899 (0.892, 0.892)","0.268 (0.235, 0.235)","0.914 (0.905, 0.905)","0.067 (0.055, 0.055)",AlloSure
0.49,"0.669 (0.653, 0.653)","0.900 (0.893, 0.893)","0.261 (0.230, 0.230)","0.915 (0.906, 0.906)","0.065 (0.054, 0.054)",AlloSure
0.5,"0.669 (0.653, 0.653)","0.902 (0.894, 0.894)","0.261 (0.230, 0.230)","0.916 (0.907, 0.907)","0.066 (0.055, 0.055)",AlloSure
0.51,"0.669 (0.653, 0.653)","0.903 (0.896, 0.896)","0.254 (0.230, 0.230)","0.917 (0.909, 0.909)","0.066 (0.056, 0.056)",AlloSure
0.52,"0.669 (0.653, 0.653)","0.904 (0.897, 0.897)","0.250 (0.224, 0.224)","0.919 (0.911, 0.911)","0.066 (0.055, 0.055)",AlloSure
0.53,"0.669 (0.653, 0.653)","0.906 (0.899, 0.899)","0.238 (0.207, 0.207)","0.921 (0.913, 0.913)","0.065 (0.053, 0.053)",AlloSure
0.54,"0.669 (0.653, 0.653)","0.907 (0.901, 0.901)","0.235 (0.207, 0.207)","0.922 (0.915, 0.915)","0.065 (0.054, 0.054)",AlloSure
0.55,"0.669 (0.653, 0.653)","0.909 (0.902, 0.902)","0.231 (0.201, 0.201)","0.924 (0.916, 0.916)","0.065 (0.053, 0.053)",AlloSure
0.56,"0.669 (0.653, 0.653)","0.910 (0.904, 0.904)","0.231 (0.201, 0.201)","0.925 (0.918, 0.918)","0.066 (0.054, 0.054)",AlloSure
0.5700000000000001,"0.669 (0.653, 0.653)","0.911 (0.905, 0.905)","0.231 (0.201, 0.201)","0.927 (0.920, 0.920)","0.068 (0.055, 0.055)",AlloSure
0.58,"0.669 (0.653, 0.653)","0.913 (0.907, 0.907)","0.231 (0.201, 0.201)","0.928 (0.921, 0.921)","0.068 (0.056, 0.056)",AlloSure
0.59,"0.669 (0.653, 0.653)","0.913 (0.908, 0.908)","0.228 (0.201, 0.201)","0.929 (0.922, 0.922)","0.068 (0.056, 0.056)",AlloSure
0.6,"0.669 (0.653, 0.653)","0.914 (0.909, 0.909)","0.220 (0.189, 0.189)","0.930 (0.923, 0.923)","0.068 (0.054, 0.054)",AlloSure
0.61,"0.669 (0.653, 0.653)","0.915 (0.909, 0.909)","0.220 (0.189, 0.189)","0.931 (0.924, 0.924)","0.068 (0.055, 0.055)",AlloSure
